typo	tf	df	sdf	correct	tf	df	sdf
atmasyon	0	0	0	uydurma	0	0	0
ultimatom	0	0	0	ültimatom	0	0	0
hoporlör	0	0	0	hoparlör	0	0	0
uydurmasyon	0	0	0	uydurma	0	0	0
gazte	0	0	0	gazete	12	11	51
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	1	1	1
vehamet	0	0	0	vahamet	0	0	0
şemşiye	0	0	0	şemsiye	0	0	0
eşyalar	0	0	0	eşya	11	6	12
gravat	0	0	0	kravat	0	0	0
kurdale	0	0	0	kurdele	0	0	0
kollektif	0	0	0	kolektif	1	1	1
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	0	0	0
meslekdaş	0	0	0	meslektaş	2	1	3
süprüz	0	0	0	sürpriz	13	7	13
kolanya	0	0	0	kolonya	1	1	1
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	1	1	2
ekzantrik	0	0	0	eksantrik	2	2	2
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	0	0	0
dakka	0	0	0	dakika	10	8	10
döndermek	0	0	0	döndürmek	0	0	0
egsantrik	0	0	0	eksantrik	2	2	2
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	1
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	6	3	4
cenderme	0	0	0	jandarma	3	3	4
duymamazlık	0	0	0	duymazlık	0	0	1
harfiyat	0	0	0	hafriyat	2	1	1
subap	0	0	0	supap	2	2	2
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	0
leyen	0	0	0	leğen	0	0	0
satlık	0	0	0	satılık	1	1	1
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	1	1	1
püsküvüt	0	0	0	bisküvi	3	2	2
prooram	0	0	0	program	12	7	27
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	2	1	2
tenbel	0	0	0	tembel	0	0	1
karisör	0	0	0	karoser	0	0	1
çinakop	0	0	0	çinekop	4	2	2
sağnak	0	0	0	sağanak	3	2	2
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	1	1	1
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	0
aşşağı	0	0	0	aşağı	19	15	25
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	0
valeybol	0	0	0	voleybol	1	1	1
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	1	1	3
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	0	0	0
sibop	0	0	0	supap	2	2	2
kirbit	0	0	0	kibrit	0	0	0
askari	0	0	0	asgari	29	10	10
şevkat	0	0	0	şefkat	1	1	2
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	1	1	1
menüsküs	0	0	0	menisküs	0	0	0
çoşku	0	0	0	coşku	0	0	2
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	27	20	24
mütaakip	0	0	0	müteakip	3	3	3
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	8	6	9
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	1	1	1
nötür	0	0	0	nötr	0	0	0
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	0
ciyer	0	0	0	ciğer	0	0	0
sandöviç	0	0	0	sandviç	0	0	0
kollej	0	0	0	kolej	0	0	1
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	30	29	29
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	1	1	1
eyitim	0	0	0	eğitim	42	28	38
siluet	0	0	0	silüet	0	0	0
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	0	0	2
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	0	0	1
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	1	1	3
şöför	0	0	0	şoför	2	2	4
eşortman	0	0	0	eşofman	0	0	0
müdahele	0	0	0	müdahale	18	14	17
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	1	1	2
kopye	0	0	0	kopya	0	0	0
erezyon	0	0	0	erozyon	1	1	1
kiprik	0	0	0	kirpik	0	0	0
entellektüel	0	0	0	entelektüel	0	0	0
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	1
ağostos	0	0	0	ağustos	27	20	24
anfi	0	0	0	amfi	0	0	0
tükrük	0	0	0	tükürük	0	0	0
sıvas	0	0	0	sivas	9	4	5
menapoz	0	0	0	menopoz	0	0	0
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	17	17	17
kominist	0	0	0	komünist	1	1	1
fites	0	0	0	vites	10	7	8
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	0
felan	0	0	0	falan	3	3	3
ziğnet	0	0	0	ziynet	48	16	16
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	6	5	8
çukolata	0	0	0	çikolata	2	2	2
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	1	1	1
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	0	0	0
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	115	94	94
egzost	0	0	0	egzoz	0	0	1
şindi	0	0	0	şimdi	67	44	57
muhattap	0	0	0	muhatap	4	4	4
sovan	0	0	0	soğan	3	2	2
tasfir	0	0	0	tasvir	0	0	0
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	9	4	5
kanpanya	0	0	0	kampanya	7	7	15
riks	0	0	0	risk	19	15	43
variyetli	0	0	0	zengin	12	10	19
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	0	0	0
müsbet	0	0	0	müspet	2	2	2
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
mönü	0	0	0	menü	0	0	0
testesteron	0	0	0	testosteron	0	0	0
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	0	0	3
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	0
masus	0	0	0	mahsus	1	1	1
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	4	4	4
hıristiyan	0	0	0	hristiyan	0	0	0
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	0	0	0
tesbit	0	0	0	tespit	29	25	32
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	1
maktül	0	0	0	maktul	0	0	1
merağını	0	0	0	merakını	0	0	0
taxi	0	0	0	taksi	7	4	17
barsak	0	0	0	bağırsak	2	1	1
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	2	2	4
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	1	1	9
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	0	0	0
usül	0	0	0	usul	4	3	11
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	4	2	3
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	0	0	1
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	0	0	0
eksozt	0	0	0	egzoz	0	0	1
kaysı	0	0	0	kayısı	5	4	4
çukulata	0	0	0	çikolata	2	2	2
yalnış	0	0	0	yanlış	17	14	16
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	0
meyva	0	0	0	meyve	23	15	21
seyehat	0	0	0	seyahat	9	5	12
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	1	1	1
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	0	0	0
bisküüt	0	0	0	bisküvi	3	2	2
azarbeycan	0	0	0	azerbaycan	19	8	8
şanzuman	0	0	0	şanzıman	13	8	9
azerbeycan	0	0	0	azerbaycan	19	8	8
münübüs	0	0	0	minibüs	3	1	1
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	0	0	0
deyil	0	0	0	değil	137	90	102
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	3	2	2
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	2	2	2
kipri	0	0	0	kirpi	0	0	0
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	4	3	3
ceryan	0	0	0	cereyan	0	0	0
yanlız	0	0	0	yalnız	1	1	9
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	3	3	4
nülüfer	0	0	0	nilüfer	0	0	0
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	1
radyosyon	0	0	0	radyasyon	2	2	2
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	3	3	3
yayınlamak	0	0	0	yayımlamak	0	0	0
istambul	0	0	0	istanbul	291	184	191
parlemento	0	0	0	parlamento	3	3	11
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	2
klavuz	0	0	0	kılavuz	0	0	0
benle	0	0	0	benimle	0	0	0
olaraktan	0	0	0	olarak	748	319	319
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	12	11	51
ıstırap	0	0	0	ızdırap	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
kavaltı	0	0	0	kahvaltı	2	2	2
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	1	1	1
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	0	0	0
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	0	0	1
labaratuar	0	0	0	laboratuvar	1	1	1
laylon	0	0	0	naylon	1	1	1
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	2	2	3
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	3	2	2
aliminyum	0	0	0	alüminyum	2	2	2
mahsuz	0	0	0	mahsus	1	1	1
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	0	0	0
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	0	0	0
yannış	0	0	0	yanlış	17	14	16
orjinal	0	0	0	orijinal	3	3	5
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	3	1	1
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	14	13	13
istihbaratlar	0	0	0	istihbarat	4	3	3
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	8	3	5
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	20	17	36
pisküüt	0	0	0	bisküvi	3	2	2
dekaratör	0	0	0	dekoratör	0	0	0
proğram	0	0	0	program	12	7	27
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	0
artis	0	0	0	artist	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	1	1	2
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	13	7	13
seramoni	0	0	0	seremoni	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	0	0	0
psikiyatrist	0	0	0	psikiyatr	0	0	1
kordale	0	0	0	kurdele	0	0	0
dispirator	0	0	0	distribütör	6	3	14
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	0
insiyatif	0	0	0	inisiyatif	0	0	1
deyer	0	0	0	değer	89	59	205
pisiklet	0	0	0	bisiklet	7	2	4
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	0	0	2
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	0
oğostos	0	0	0	ağustos	27	20	24
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	0	0	0
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	103	87	87
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	0	0	0
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	4	3	13
gömetri	0	0	0	geometri	0	0	0
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	0	0	0
müraccat	0	0	0	müracaat	10	6	6
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	0	0	0
kurdela	0	0	0	kurdele	0	0	0
mütahit	0	0	0	müteahhit	5	2	3
ahlağın	0	0	0	ahlakın	0	0	0
evsane	0	0	0	efsane	6	1	1
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	6	3	3
amarika	0	0	0	amerika	15	13	25
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	8	6	14
dekarasyon	0	0	0	dekorasyon	8	2	2
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	0	0	0
eylenmek	0	0	0	eğlenmek	0	0	0
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	2	2	2
sarmısak	0	0	0	sarımsak	36	2	2
küvöz	0	0	0	kuvöz	0	0	0
döküman	0	0	0	doküman	0	0	1
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	0	0	5
egzantrik	0	0	0	eksantrik	2	2	2
pardesü	0	0	0	pardösü	0	0	0
