typo	tf	df	sdf	correct	tf	df	sdf
provakatör	1	1	1	provokatör	1	1	2
mütahit	0	0	1	müteahhit	180	135	529
amarika	1	1	1	amerika	833	672	2802
gangren	1	1	1	kangren	12	10	13
çiflik	0	0	1	çiftlik	116	82	189
egsoz	0	0	0	egzoz	25	17	21
herıld	0	0	0	herhalde	344	303	304
heycan	0	0	0	heyecan	159	137	388
şarz	0	0	0	şarj	41	22	31
ultümaton	0	0	0	ültimatom	9	9	12
oporlor	0	0	0	hoparlör	17	15	29
ceton	0	0	0	jeton	28	21	30
gökan	0	0	0	gökhan	180	130	130
teferuat	0	0	0	teferruat	0	0	4
teşfik	0	0	0	teşvik	2859	1673	2077
tahtarevalli	0	0	0	tahterevalli	1	1	3
sueter	0	0	0	süveter	8	6	13
mozayik	0	0	0	mozaik	8	5	9
südyen	0	0	0	sütyen	0	0	0
azarbaycan	0	0	0	azerbaycan	394	267	326
pattes	0	0	0	patates	309	134	160
aparatif	0	0	0	aperitif	0	0	0
ekistra	0	0	0	ekstra	185	148	159
menecer	0	0	0	menajer	0	0	10
poaça	0	0	0	poğaça	10	10	10
distribitör	0	0	0	distribütör	35	28	220
parağraf	0	0	0	paragraf	6	6	27
eşşek	0	0	0	eşek	12	8	11
celatin	0	0	0	jelatin	2	2	2
azemi	0	0	0	azami	363	300	311
tenbih	0	0	0	tembih	1	1	3
arabeks	0	0	0	arabesk	13	7	7
tanpon	0	0	0	tampon	22	18	36
atmasyon	0	0	0	uydurma	17	14	110
uydurmasyon	0	0	0	uydurma	17	14	110
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	18	6	6
gravat	0	0	0	kravat	48	33	46
kurdale	0	0	0	kurdele	14	14	33
halisinasyon	0	0	0	halüsinasyon	0	0	1
süprüz	0	0	0	sürpriz	602	465	580
kolanya	0	0	0	kolonya	14	12	15
dinazor	0	0	0	dinozor	3	1	1
ansımak	0	0	0	anımsamak	1	1	1
yakinimdir	0	0	0	yakınımdır	3	2	2
eşgal	0	0	0	eşkal	0	0	2
kokreç	0	0	0	kokoreç	9	5	5
döndermek	0	0	0	döndürmek	17	16	17
egsantrik	0	0	0	eksantrik	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	4
afilli	0	0	0	afili	0	0	0
cenderme	0	0	0	jandarma	178	133	154
düyüm	0	0	0	düğüm	13	12	55
leyen	0	0	0	leğen	0	0	2
satlık	0	0	0	satılık	87	68	71
ukele	0	0	0	ukala	0	0	1
püsküvüt	0	0	0	bisküvi	260	102	118
prooram	0	0	0	program	3417	2149	7069
opsayd	0	0	0	ofsayt	0	0	4
miğde	0	0	0	mide	21	17	31
tenbel	0	0	0	tembel	10	4	17
karisör	0	0	0	karoser	11	9	99
çinakop	0	0	0	çinekop	19	13	21
sağnak	0	0	0	sağanak	8	5	5
fullemek	0	0	0	doldurmak	36	34	43
bilmemezlik	0	0	0	bilmezlik	0	0	1
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	11	10	15
aşşağı	0	0	0	aşağı	1645	1255	1896
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	9
valeybol	0	0	0	voleybol	12	11	15
aşırmasyon	0	0	0	aşırma	1	1	1
arozöz	0	0	0	arazöz	0	0	1
konsansüs	0	0	0	konsensüs	36	32	45
kirbit	0	0	0	kibrit	46	33	36
amartisör	0	0	0	amortisör	4	3	5
kitlemek	0	0	0	kilitlemek	2	2	3
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	6	5	8
tahüt	0	0	0	taahüt	10	10	33
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	5286	3061	3668
tafsiye	0	0	0	tavsiye	495	404	713
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	55	40	63
nötür	0	0	0	nötr	25	24	31
sütüdyo	0	0	0	stüdyo	14	13	49
ciyer	0	0	0	ciğer	50	28	46
palyanço	0	0	0	palyaço	2	2	2
amaciyle	0	0	0	amacıyla	4690	3906	3906
birfiil	0	0	0	bilfiil	15	11	11
keşki	0	0	0	keşke	151	121	123
eyitim	0	0	0	eğitim	3656	2056	2606
takikardi	0	0	0	taşikardi	0	0	0
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
romörkör	0	0	0	römorkör	1	1	2
eşortman	0	0	0	eşofman	13	12	14
pattiz	0	0	0	patates	309	134	160
kopye	0	0	0	kopya	30	25	104
kiprik	0	0	0	kirpik	0	0	1
akapunktur	0	0	0	akupunktur	2	1	1
kavonoz	0	0	0	kavanoz	2	2	9
ağostos	0	0	0	ağustos	5286	3061	3668
tükrük	0	0	0	tükürük	1	1	1
menapoz	0	0	0	menopoz	2	2	3
kominist	0	0	0	komünist	65	44	51
fites	0	0	0	vites	102	57	83
şayibe	0	0	0	şaibe	15	15	52
nalet	0	0	0	lanet	6	6	28
felan	0	0	0	falan	182	154	166
ziğnet	0	0	0	ziynet	49	33	33
aşofman	0	0	0	eşofman	13	12	14
anartar	0	0	0	anahtar	359	269	391
çukolata	0	0	0	çikolata	240	111	147
sitriptiz	0	0	0	striptiz	4	2	2
veleybol	0	0	0	voleybol	12	11	15
ilüzyon	0	0	0	illüzyon	8	6	8
üzre	0	0	0	üzere	13100	9781	9836
şindi	0	0	0	şimdi	3598	2781	4555
sovan	0	0	0	soğan	201	110	153
tasfir	0	0	0	tasvir	0	0	2
birhaber	0	0	0	bihaber	5	5	6
kozmatik	0	0	0	kozmetik	198	109	118
kanpanya	0	0	0	kampanya	716	444	1174
variyetli	0	0	0	zengin	1100	681	1176
tahamül	0	0	0	tahammül	44	41	127
antiparantez	0	0	0	antrparantez	0	0	0
testesteron	0	0	0	testosteron	0	0	0
tolorans	0	0	0	tolerans	25	20	48
tanımamazlık	0	0	0	tanımazlık	1	1	1
deynek	0	0	0	değnek	33	24	28
masus	0	0	0	mahsus	251	213	216
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	17	15	29
ezzane	0	0	0	eczane	52	41	118
karegrafi	0	0	0	koreografi	0	0	2
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	2	2	2
istakoz	0	0	0	ıstakoz	1	1	5
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	9	9	17
tesbih	0	0	0	tespih	7	6	7
barsak	0	0	0	bağırsak	35	20	28
eskirim	0	0	0	eskrim	0	0	0
yannız	0	0	0	yalnız	487	433	1250
lağbo	0	0	0	lavabo	5	5	9
deyinmek	0	0	0	değinmek	2	2	3
mahlukatlar	0	0	0	mahlukat	0	0	0
profütür	0	0	0	profiterol	2	2	2
salomance	0	0	0	salamanje	0	0	0
karayca	0	0	0	karaimce	0	0	0
gardolap	0	0	0	gardırop	2	1	2
teşebüs	0	0	0	teşebbüs	99	76	231
eksozt	0	0	0	egzoz	25	17	21
yalnış	0	0	0	yanlış	2190	1652	1967
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	5	5	9
allerji	0	0	0	alerji	15	6	12
gangaster	0	0	0	gangster	3	2	2
bisküüt	0	0	0	bisküvi	260	102	118
münübüs	0	0	0	minibüs	203	146	213
kalemşör	0	0	0	kalemşor	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	14	10	14
deyil	0	0	0	değil	11643	7549	8816
ahpab	0	0	0	ahbap	13	10	12
pisküvi	0	0	0	bisküvi	260	102	118
törörist	0	0	0	terörist	473	348	368
kırahathane	0	0	0	kıraathane	4	4	7
kipri	0	0	0	kirpi	1	1	2
kokareç	0	0	0	kokoreç	9	5	5
candarma	0	0	0	jandarma	178	133	154
nülüfer	0	0	0	nilüfer	41	29	30
poça	0	0	0	poğaça	10	10	10
karsör	0	0	0	karoser	11	9	99
radyosyon	0	0	0	radyasyon	12	9	12
halisünasyon	0	0	0	halüsinasyon	0	0	1
ilizyon	0	0	0	illüzyon	8	6	8
netekim	0	0	0	nitekim	458	411	411
istambul	0	0	0	istanbul	25663	15156	17386
trabzan	0	0	0	tırabzan	0	0	0
olaraktan	0	0	0	olarak	75053	36047	36051
dabruka	0	0	0	darbuka	4	2	2
gaste	0	0	0	gazete	1010	554	6257
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	7	5	8
muacir	0	0	0	muhacir	32	30	31
komünükasyon	0	0	0	komünikasyon	28	26	28
mağma	0	0	0	magma	0	0	2
beyenmek	0	0	0	beğenmek	1	1	1
mazohist	0	0	0	mazoşist	2	2	2
okşizen	0	0	0	oksijen	40	32	38
çekinser	0	0	0	çekimser	41	31	36
laylon	0	0	0	naylon	272	105	107
revanş	0	0	0	rövanş	4	4	13
payton	0	0	0	fayton	7	6	10
müsayit	0	0	0	müsait	92	82	85
mahsuz	0	0	0	mahsus	251	213	216
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	66	33	92
aporlor	0	0	0	hoparlör	17	15	29
yannış	0	0	0	yanlış	2190	1652	1967
muaffak	0	0	0	muvaffak	16	15	18
nacizane	0	0	0	naçizane	0	0	0
karemel	0	0	0	karamel	0	0	1
fesetmek	0	0	0	feshetmek	3	3	3
herkeş	0	0	0	herkes	1599	1286	2592
pisküüt	0	0	0	bisküvi	260	102	118
dekaratör	0	0	0	dekoratör	3	3	3
alobora	0	0	0	alabora	3	3	3
fermar	0	0	0	fermuar	17	10	13
kapşon	0	0	0	kapüşon	0	0	0
muşanba	0	0	0	muşamba	1	1	5
seramoni	0	0	0	seremoni	1	1	4
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	19	13	13
aşentiyon	0	0	0	eşantiyon	6	5	6
artiz	0	0	0	artist	1	1	7
kordale	0	0	0	kurdele	14	14	33
dispirator	0	0	0	distribütör	35	28	220
aferim	0	0	0	aferin	4	4	4
mokasen	0	0	0	makosen	0	0	0
deyer	0	0	0	değer	24966	11567	23468
pisiklet	0	0	0	bisiklet	123	44	57
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	331	174	377
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	4
oğostos	0	0	0	ağustos	5286	3061	3668
assubay	0	0	0	astsubay	16	10	15
meraba	0	0	0	merhaba	34	29	33
prolüfütür	0	0	0	profiterol	2	2	2
ayrıyeten	0	0	0	ayrıca	7292	6162	6280
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	14	10	14
akrapol	0	0	0	akropol	0	0	1
oparasyon	0	0	0	operasyon	642	463	1922
gömetri	0	0	0	geometri	0	0	9
müraccat	0	0	0	müracaat	290	248	379
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	20	14	23
aşantiyon	0	0	0	eşantiyon	6	5	6
ahlağın	0	0	0	ahlakın	8	8	18
evsane	0	0	0	efsane	56	42	80
mürivet	0	0	0	mürüvvet	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
dekarasyon	0	0	0	dekorasyon	48	35	63
boğça	0	0	0	poğaça	10	10	10
muzur	0	0	0	muzır	4	3	3
layik	0	0	0	laik	103	81	107
eylenmek	0	0	0	eğlenmek	3	3	3
cimnastik	0	0	0	jimnastik	28	24	24
fortmanto	0	0	0	portmanto	1	1	1
küvöz	0	0	0	kuvöz	2	2	2
bilader	0	0	0	birader	1	1	2
