typo	tf	df	sdf	correct	tf	df	sdf
espiri	31	30	95	espri	1159	1014	2576
müracat	37	36	73	müracaat	1315	1141	1646
ıstanbul	53	47	69	istanbul	91107	54009	79316
rakkam	21	21	68	rakam	4594	3870	14927
personeller	8	8	68	personel	7678	4824	9464
nisbet	6	6	67	nispet	239	157	990
parelel	53	52	65	paralel	2721	2440	3123
canbaz	87	40	62	cambaz	123	66	300
silahşör	15	14	62	silahşor	5	5	21
yalnış	62	54	62	yanlış	21023	15646	20076
mentalite	19	18	62	mantalite	63	57	165
logar	46	35	61	rögar	43	18	31
techizat	52	45	61	teçhizat	458	378	734
kurdela	22	20	61	kurdele	166	123	309
vehamet	5	5	59	vahamet	6	5	120
eşgal	18	18	59	eşkal	107	101	407
taxi	25	21	58	taksi	2059	1240	7478
kontür	52	31	58	kontör	366	168	240
aptes	46	33	57	abdest	94	59	86
menüsküs	73	46	55	menisküs	92	73	98
ahçı	24	19	54	aşçı	574	440	1140
zerafet	17	16	53	zarafet	87	62	174
şevkat	38	35	52	şefkat	288	231	558
kipri	0	0	52	kirpi	27	23	95
salomanje	64	50	51	salamanje	0	0	0
maydonoz	50	47	51	maydanoz	241	187	227
sıvas	6	6	50	sivas	5155	3053	4664
azerbeycan	40	32	50	azerbaycan	2929	1742	2287
ultimatom	47	44	49	ültimatom	245	192	271
panaroma	44	42	48	panorama	203	188	234
kolleksiyon	8	5	47	koleksiyon	282	230	1340
küpür	10	8	47	kupür	72	52	208
telafuz	50	43	46	telaffuz	817	753	808
senle	48	41	43	seninle	724	641	660
karekter	3	3	43	karakter	542	469	2524
aperatif	32	32	42	aperitif	3	3	9
tadilatlar	26	22	42	tadilat	432	329	541
arozöz	32	29	41	arazöz	127	106	152
tesbih	25	21	40	tespih	181	122	172
viyolo	0	0	40	viyola	15	9	11
naturel	43	38	38	natürel	37	29	29
tasviye	23	22	35	tasfiye	2686	1692	2307
amarika	8	5	35	amerika	7017	5241	34255
seyehat	23	22	33	seyahat	3301	2433	3818
provakatör	14	13	32	provokatör	78	61	180
dinazor	21	17	31	dinozor	192	103	209
parlementer	11	11	31	parlamenter	1258	902	1840
rezarvasyon	16	16	30	rezervasyon	1347	941	1310
klavuz	14	12	30	kılavuz	622	481	1196
proğram	5	5	30	program	10311	7258	29566
üzre	23	22	29	üzere	57695	46191	46968
pardesü	13	13	29	pardösü	65	43	96
testesteron	38	24	28	testosteron	113	70	81
kaparo	30	23	28	kapora	27	22	24
sezeryan	12	10	26	sezaryen	126	69	253
muhattap	17	17	26	muhatap	1294	1118	1705
ötenazi	41	22	26	ötanazi	227	82	94
labaratuvar	7	7	25	laboratuvar	758	648	1828
eşşek	19	19	24	eşek	564	336	448
şifai	26	24	24	şifahi	50	47	48
atmasyon	6	6	24	uydurma	397	342	865
afaroz	23	23	24	aforoz	74	64	67
fasülye	10	9	24	fasulye	767	586	711
erezyon	4	4	24	erozyon	121	96	448
maktül	14	10	24	maktul	69	58	150
dokunmatik	30	24	24	dokunmalı	1	1	1
filim	9	7	24	film	11415	5697	11561
lakayt	25	19	23	lakayıt	3	3	3
supab	1	1	23	supap	12	10	27
seramoni	9	8	23	seremoni	29	28	112
inkilap	13	12	22	inkılap	211	174	411
atelye	7	6	21	atölye	315	251	1359
duymamazlık	3	3	21	duymazlık	3	3	40
kilot	2	2	21	külot	57	44	119
peştemal	11	10	21	peştamal	5	4	12
ıskonto	7	7	21	iskonto	186	122	759
görseller	2	2	20	görüntüler	1700	1516	5486
müsbet	21	20	20	müspet	245	199	201
tenefüs	11	10	20	teneffüs	176	145	240
allerji	9	9	20	alerji	214	164	384
kareografi	5	5	19	koreografi	49	45	180
vejeteryan	19	16	19	vejetaryen	124	104	175
mundar	19	19	19	murdar	10	8	10
netekim	43	19	19	nitekim	3116	2866	2866
çiflik	7	6	19	çiftlik	865	644	1327
karnıbahar	18	15	18	karnabahar	102	93	105
kominist	16	15	18	komünist	2049	1469	1684
kalemşör	2	2	18	kalemşor	0	0	9
kontur	16	10	18	kontör	366	168	240
muzur	23	17	18	muzır	107	68	71
herkez	7	7	17	herkes	18264	14675	28118
çinakop	15	13	16	çinekop	46	29	42
barsak	13	8	16	bağırsak	687	489	665
mokasen	9	9	16	makosen	7	4	7
megoloman	2	2	15	megaloman	20	18	89
istakoz	15	13	15	ıstakoz	116	94	151
egzos	7	7	15	egzoz	239	108	142
mazohist	15	15	15	mazoşist	67	51	59
menapoz	7	7	14	menopoz	208	100	148
riks	3	3	14	risk	6404	4171	11797
biodizel	66	14	14	biyodizel	136	15	16
mazohizm	7	7	14	mazoşizm	6	3	8
küvöz	1	1	14	kuvöz	18	13	89
taşaron	11	10	13	taşeron	345	264	454
florasan	12	10	13	floresan	41	29	31
bugünki	13	13	13	bugünkü	13252	11498	11777
çünki	14	12	12	çünkü	37694	27722	27723
tiyo	2	2	12	tüyo	46	40	89
tetanoz	15	12	12	tetanos	44	29	31
çekinser	13	12	12	çekimser	530	430	458
artiz	6	6	12	artist	149	121	434
herıld	18	11	11	herhalde	5781	4995	4997
izalasyon	1	1	11	izolasyon	210	173	821
romörkör	5	5	11	römorkör	111	76	191
aliminyum	10	10	11	alüminyum	512	326	348
muaffak	10	10	11	muvaffak	155	137	169
heycan	2	2	10	heyecan	3096	2723	8352
alimünyum	8	8	10	alüminyum	512	326	348
subap	5	4	10	supap	12	10	27
mefta	5	5	10	mevta	28	20	26
trabzan	2	2	10	tırabzan	14	4	10
gökan	10	9	9	gökhan	6908	4619	4787
proleterya	6	6	9	proletarya	17	16	25
hakkaten	9	9	9	hakikaten	959	839	839
askari	8	7	9	asgari	6478	2723	2993
anlamamazlık	1	1	9	anlamazlık	3	3	11
ilüzyon	5	3	9	illüzyon	30	24	77
kaysı	2	2	9	kayısı	452	285	326
çukulata	9	8	9	çikolata	1483	944	1401
azarbeycan	6	6	9	azerbaycan	2929	1742	2287
poça	1	1	9	poğaça	41	39	72
mütahit	1	1	9	müteahhit	1383	918	1973
bilimum	11	8	8	bilumum	85	85	85
azemi	0	0	8	azami	1057	900	963
harfiyat	6	6	8	hafriyat	77	60	75
kakafoni	7	4	8	kakofoni	7	7	11
komidin	2	2	8	komodin	1	1	21
tanımamazlık	6	6	8	tanımazlık	22	21	26
bilader	14	8	8	birader	129	105	162
egzantrik	3	3	8	eksantrik	20	18	19
şarz	8	5	7	şarj	226	138	486
leyen	3	3	7	leğen	53	48	89
miğde	2	2	7	mide	1145	842	1666
egzost	3	3	7	egzoz	239	108	142
şanzuman	6	6	7	şanzıman	47	38	62
olaraktan	7	7	7	olarak	300381	159708	159739
assubay	4	4	7	astsubay	1040	612	835
teşfik	5	5	6	teşvik	7792	5186	6421
promasyon	5	4	6	promosyon	661	478	725
mürettebatlar	2	2	6	mürettebat	502	427	1142
sibop	9	4	6	supap	12	10	27
kollej	0	0	6	kolej	2703	1001	2831
hukuğun	6	6	6	hukukun	1976	1555	2324
megolaman	1	1	6	megaloman	20	18	89
ceryan	4	4	6	cereyan	521	480	546
halisünasyon	6	6	6	halüsinasyon	40	30	45
gaste	0	0	6	gazete	13101	8030	57313
oparasyon	3	2	6	operasyon	7886	5945	18142
parende	3	3	6	perende	5	3	6
steteskop	3	1	5	stetoskop	3	3	3
menecer	1	1	5	menajer	2803	2332	6900
gazte	0	0	5	gazete	13101	8030	57313
santranç	3	3	5	satranç	746	395	428
şemşiye	3	3	5	şemsiye	330	291	884
almamazlık	5	5	5	almazlık	1	1	1
mürüvet	6	4	5	mürüvvet	38	25	49
tirbüşon	4	4	5	tirbuşon	1	1	3
tahamül	0	0	5	tahammül	741	669	1418
eksoz	4	3	5	egzoz	239	108	142
mozayik	1	1	4	mozaik	275	169	256
tenbih	3	3	4	tembih	43	43	103
kurdale	1	1	4	kurdele	166	123	309
kopye	2	2	4	kopya	730	444	1347
acizane	4	4	4	naçizane	73	72	72
gangaster	1	1	4	gangster	69	45	69
nacizane	4	4	4	naçizane	73	72	72
şohben	1	1	4	şofben	81	62	149
aferim	4	4	4	aferin	272	239	251
deyer	1	1	4	değer	30826	16073	69579
akrapol	5	3	4	akropol	8	7	48
mürivet	4	4	4	mürüvvet	38	25	49
distribitör	1	1	3	distribütör	56	41	303
uydurmasyon	4	3	3	uydurma	397	342	865
ekzantrik	2	2	3	eksantrik	20	18	19
yakinimdir	3	3	3	yakınımdır	18	15	15
bilmemezlik	0	0	3	bilmezlik	14	13	36
aşşağı	1	1	3	aşağı	4547	3822	8530
erzağı	1	1	3	erzakı	9	4	6
amaciyle	3	3	3	amacıyla	24458	20722	20725
keşki	2	2	3	keşke	3373	2794	2857
akapunktur	4	3	3	akupunktur	86	38	56
tasfir	2	2	3	tasvir	184	166	215
kozmatik	3	3	3	kozmetik	673	401	429
üvertür	3	3	3	uvertür	13	12	21
teşebüs	1	1	3	teşebbüs	1221	984	1525
deyil	2	1	3	değil	108173	64067	76838
törörist	2	2	3	terörist	9003	5907	8991
candarma	1	1	3	jandarma	10409	6214	7278
nülüfer	3	3	3	nilüfer	1104	740	783
istambul	3	3	3	istanbul	91107	54009	79316
labaratuar	1	1	3	laboratuvar	758	648	1828
anotomi	0	0	3	anatomi	74	53	264
alarım	2	2	2	alarm	1577	1218	2652
hoporlör	0	0	2	hoparlör	76	61	475
asvalt	0	0	2	asfalt	561	351	623
kolanya	2	2	2	kolonya	173	93	158
ukela	2	1	2	ukala	103	79	185
satlık	3	2	2	satılık	513	426	437
kirbit	1	1	2	kibrit	293	210	351
kavonoz	3	1	2	kavanoz	59	47	126
masus	1	1	2	mahsus	719	621	683
ahpab	1	1	2	ahbap	167	152	222
radyosyon	0	0	2	radyasyon	461	258	337
dabruka	2	2	2	darbuka	111	94	136
mağma	1	1	2	magma	24	15	21
vürüs	0	0	2	virüs	1057	568	1500
manüpülasyon	2	2	2	manipülasyon	192	132	241
kapşon	0	0	2	kapüşon	0	0	12
meraba	2	2	2	merhaba	1088	934	983
gangren	2	2	2	kangren	177	123	176
tahtarevalli	1	1	1	tahterevalli	17	12	24
pattes	0	0	1	patates	1415	952	1093
poaça	1	1	1	poğaça	41	39	72
parağraf	0	0	1	paragraf	209	168	514
gravat	1	1	1	kravat	387	278	602
döndermek	1	1	1	döndürmek	200	193	212
afilli	1	1	1	afili	10	9	9
cenderme	1	1	1	jandarma	10409	6214	7278
karisör	1	1	1	karoser	14	11	111
konsansüs	1	1	1	konsensüs	237	211	311
mütaakip	1	1	1	müteakip	343	324	324
matamatik	0	0	1	matematik	1475	928	1361
sütüdyo	1	1	1	stüdyo	257	226	1052
takikardi	1	1	1	taşikardi	5	4	4
eşortman	1	1	1	eşofman	175	154	322
ağostos	1	1	1	ağustos	15033	9680	12867
tükrük	1	1	1	tükürük	164	111	149
nalet	2	1	1	lanet	284	245	935
felan	2	1	1	falan	2594	2148	2335
veleybol	1	1	1	voleybol	3194	2074	2476
şindi	1	1	1	şimdi	42045	30750	43376
sovan	0	0	1	soğan	775	528	905
birhaber	1	1	1	bihaber	125	120	147
kanpanya	0	0	1	kampanya	3470	2547	8018
antiparantez	1	1	1	antrparantez	0	0	0
istepne	1	1	1	stepne	28	21	31
mahlukatlar	1	1	1	mahlukat	8	8	13
entrasan	1	1	1	enteresan	571	508	592
sohpet	1	1	1	sohbet	6498	5211	7018
kokareç	1	1	1	kokoreç	197	145	191
karsör	1	1	1	karoser	14	11	111
ıstırar	1	1	1	ıztırar	0	0	0
ultrasyon	1	1	1	ultrason	113	80	146
kavaltı	0	0	1	kahvaltı	1518	1063	2011
revanş	0	0	1	rövanş	2046	1585	2926
statyum	0	0	1	stadyum	346	283	1211
herkeş	1	1	1	herkes	18264	14675	28118
alobora	1	1	1	alabora	453	286	298
aldırmamazlık	1	1	1	aldırmazlık	6	5	7
ayrıyeten	1	1	1	ayrıca	40206	34129	35221
müraccat	1	1	1	müracaat	1315	1141	1646
melemen	1	1	1	menemen	321	220	288
layik	1	1	1	laik	4446	2982	4551
egsoz	0	0	0	egzoz	239	108	142
ultümaton	0	0	0	ültimatom	245	192	271
oporlor	0	0	0	hoparlör	76	61	475
ceton	0	0	0	jeton	101	85	123
teferuat	0	0	0	teferruat	15	14	57
sueter	0	0	0	süveter	15	13	27
südyen	0	0	0	sütyen	18	15	25
azarbaycan	0	0	0	azerbaycan	2929	1742	2287
aparatif	0	0	0	aperitif	3	3	9
ekistra	0	0	0	ekstra	1079	919	1100
celatin	0	0	0	jelatin	22	22	42
arabeks	0	0	0	arabesk	365	249	327
tanpon	0	0	0	tampon	289	205	264
halisinasyon	0	0	0	halüsinasyon	40	30	45
süprüz	0	0	0	sürpriz	8474	6119	7846
ansımak	0	0	0	anımsamak	25	24	35
kokreç	0	0	0	kokoreç	197	145	191
egsantrik	0	0	0	eksantrik	20	18	19
şarter	0	0	0	şalter	9	9	48
düyüm	0	0	0	düğüm	279	246	869
ukele	0	0	0	ukala	103	79	185
püsküvüt	0	0	0	bisküvi	510	284	351
prooram	0	0	0	program	10311	7258	29566
opsayd	0	0	0	ofsayt	884	701	962
tenbel	0	0	0	tembel	232	170	403
fullemek	0	0	0	doldurmak	424	405	459
gometri	0	0	0	geometri	75	57	161
valeybol	0	0	0	voleybol	3194	2074	2476
aşırmasyon	0	0	0	aşırma	59	45	72
amartisör	0	0	0	amortisör	7	6	14
kitlemek	0	0	0	kilitlemek	50	45	50
tahüt	0	0	0	taahüt	21	20	80
oğustos	0	0	0	ağustos	15033	9680	12867
tafsiye	0	0	0	tavsiye	3526	2924	5147
nötür	0	0	0	nötr	73	70	116
ciyer	0	0	0	ciğer	396	300	781
palyanço	0	0	0	palyaço	113	81	128
birfiil	0	0	0	bilfiil	63	54	54
eyitim	0	0	0	eğitim	42845	21376	27201
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	1	1	1
pattiz	0	0	0	patates	1415	952	1093
kiprik	0	0	0	kirpik	11	8	61
fites	0	0	0	vites	249	185	533
şayibe	0	0	0	şaibe	362	275	689
ziğnet	0	0	0	ziynet	501	330	347
aşofman	0	0	0	eşofman	175	154	322
anartar	0	0	0	anahtar	1283	1029	2316
çukolata	0	0	0	çikolata	1483	944	1401
sitriptiz	0	0	0	striptiz	197	124	162
variyetli	0	0	0	zengin	7349	5382	9469
tolorans	0	0	0	tolerans	294	254	451
deynek	0	0	0	değnek	199	171	310
acitasyon	0	0	0	ajitasyon	27	22	40
opörlör	0	0	0	hoparlör	76	61	475
ezzane	0	0	0	eczane	400	249	769
karegrafi	0	0	0	koreografi	49	45	180
profütürül	0	0	0	profiterol	115	111	131
merağını	0	0	0	merakını	92	89	157
eskirim	0	0	0	eskrim	175	120	145
yannız	0	0	0	yalnız	8379	7105	13812
lağbo	0	0	0	lavabo	60	52	153
deyinmek	0	0	0	değinmek	136	135	151
profütür	0	0	0	profiterol	115	111	131
salomance	0	0	0	salamanje	0	0	0
karayca	0	0	0	karaimce	0	0	0
gardolap	0	0	0	gardırop	28	24	49
eksozt	0	0	0	egzoz	239	108	142
lavobo	0	0	0	lavabo	60	52	153
bisküüt	0	0	0	bisküvi	510	284	351
münübüs	0	0	0	minibüs	2151	1409	2617
sandoviç	0	0	0	sandviç	277	204	324
pisküvi	0	0	0	bisküvi	510	284	351
kırahathane	0	0	0	kıraathane	34	29	105
ilizyon	0	0	0	illüzyon	30	24	77
tribuşon	0	0	0	tirbuşon	1	1	3
muacir	0	0	0	muhacir	75	53	83
komünükasyon	0	0	0	komünikasyon	35	33	40
beyenmek	0	0	0	beğenmek	25	25	29
okşizen	0	0	0	oksijen	856	596	760
laylon	0	0	0	naylon	1098	626	672
müsayit	0	0	0	müsait	1248	1098	1159
mahsuz	0	0	0	mahsus	719	621	683
aporlor	0	0	0	hoparlör	76	61	475
yannış	0	0	0	yanlış	21023	15646	20076
karemel	0	0	0	karamel	48	44	146
fesetmek	0	0	0	feshetmek	39	38	40
pisküüt	0	0	0	bisküvi	510	284	351
dekaratör	0	0	0	dekoratör	73	69	93
fermar	0	0	0	fermuar	51	39	97
muşanba	0	0	0	muşamba	12	9	20
evye	0	0	0	eviye	0	0	0
aşentiyon	0	0	0	eşantiyon	17	16	22
kordale	0	0	0	kurdele	166	123	309
dispirator	0	0	0	distribütör	56	41	303
pisiklet	0	0	0	bisiklet	1206	723	1269
dökümanter	0	0	0	dokümanter	16	12	12
yımırta	0	0	0	yumurta	2088	1296	2310
oğostos	0	0	0	ağustos	15033	9680	12867
prolüfütür	0	0	0	profiterol	115	111	131
mazurat	0	0	0	maruzat	0	0	22
sandüviç	0	0	0	sandviç	277	204	324
gömetri	0	0	0	geometri	75	57	161
aşantiyon	0	0	0	eşantiyon	17	16	22
ahlağın	0	0	0	ahlakın	70	66	320
evsane	0	0	0	efsane	1482	1236	2708
sudyen	0	0	0	sütyen	18	15	25
dekarasyon	0	0	0	dekorasyon	481	390	1048
boğça	0	0	0	poğaça	41	39	72
eylenmek	0	0	0	eğlenmek	357	337	351
fortmanto	0	0	0	portmanto	1	1	5
