typo	tf	df	sdf	correct	tf	df	sdf
kominist	7	6	8	komünist	548	389	494
zerafet	6	5	8	zarafet	23	20	64
kalemşör	0	0	8	kalemşor	0	0	5
proleterya	5	5	7	proletarya	16	15	23
miğde	2	2	7	mide	97	88	224
erezyon	0	0	7	erozyon	37	34	182
parlemento	5	5	7	parlamento	542	454	1394
diyaloga	7	7	7	diyaloğa	78	68	68
orjinal	5	5	7	orijinal	125	94	126
artiz	3	3	7	artist	20	18	53
ahçı	1	1	7	aşçı	56	47	123
bilader	13	7	7	birader	70	52	81
eşşek	3	3	6	eşek	211	105	155
fantazi	0	0	6	fantezi	87	72	166
şevkat	3	3	6	şefkat	47	38	106
izalasyon	1	1	6	izolasyon	34	30	102
azerbeycan	5	4	6	azerbaycan	262	136	193
kontur	3	1	6	kontör	7	5	9
filim	4	3	6	film	1201	726	1708
afaroz	5	5	5	aforoz	20	19	21
çinakop	4	4	5	çinekop	0	0	1
inkilap	5	5	5	inkılap	74	64	163
tesbih	0	0	5	tespih	38	31	52
kontür	1	1	5	kontör	7	5	9
allerji	2	2	5	alerji	44	43	70
trabzan	2	2	5	tırabzan	13	3	6
istihbaratlar	0	0	5	istihbarat	514	347	443
personeller	0	0	5	personel	539	389	692
proğram	1	1	5	program	1870	1293	4364
teşfik	3	3	4	teşvik	925	737	915
florasan	1	1	4	floresan	5	4	4
tenbih	3	3	4	tembih	19	19	40
kakafoni	1	1	4	kakofoni	5	5	9
vejeteryan	6	4	4	vejetaryen	8	6	7
kipri	0	0	4	kirpi	2	2	42
mundar	4	4	4	murdar	6	4	4
olaraktan	4	4	4	olarak	33281	16375	16383
panaroma	1	1	4	panorama	7	6	12
techizat	1	1	4	teçhizat	38	34	63
peştemal	1	1	4	peştamal	0	0	0
cimnastik	6	4	4	jimnastik	20	17	19
egzantrik	1	1	4	eksantrik	3	3	4
adele	0	0	3	adale	9	7	2344
mozayik	0	0	3	mozaik	30	26	42
logar	0	0	3	rögar	1	1	1
uydurmasyon	4	3	3	uydurma	130	114	255
yakinimdir	3	3	3	yakınımdır	2	2	2
duymamazlık	2	2	3	duymazlık	3	3	27
hakkaten	3	3	3	hakikaten	307	251	251
sağnak	4	3	3	sağanak	26	23	28
bilmemezlik	0	0	3	bilmezlik	5	5	14
istakoz	2	2	3	ıstakoz	10	6	8
taxi	4	2	3	taksi	302	198	1007
egzos	1	1	3	egzoz	21	17	25
candarma	1	1	3	jandarma	642	401	554
benle	3	3	3	benimle	301	267	270
gaste	0	0	3	gazete	1637	1245	7300
dokunmatik	4	3	3	dokunmalı	0	0	0
kurdela	2	2	3	kurdele	40	21	51
parende	1	1	3	perende	4	2	5
döküman	0	0	3	doküman	18	18	67
pardesü	1	1	3	pardösü	13	9	36
canbaz	2	1	2	cambaz	24	14	108
labaratuvar	1	1	2	laboratuvar	74	64	202
aperatif	1	1	2	aperitif	1	1	1
ultimatom	1	1	2	ültimatom	26	24	37
şemşiye	1	1	2	şemsiye	84	79	295
promasyon	2	1	2	promosyon	101	72	112
subap	1	1	2	supap	3	3	14
penbe	2	2	2	pembe	324	251	297
menüsküs	2	2	2	menisküs	0	0	0
kareografi	1	1	2	koreografi	2	2	8
komidin	1	1	2	komodin	0	0	3
keşki	2	2	2	keşke	1414	1176	1183
kopye	1	1	2	kopya	140	102	254
anlamamazlık	1	1	2	anlamazlık	1	1	5
ilüzyon	0	0	2	illüzyon	4	4	13
egzost	0	0	2	egzoz	21	17	25
kozmatik	2	2	2	kozmetik	40	35	37
müsbet	2	2	2	müspet	32	28	28
tenefüs	2	1	2	teneffüs	19	16	35
çukulata	2	2	2	çikolata	133	85	104
megolaman	1	1	2	megaloman	5	5	37
azarbeycan	1	1	2	azerbaycan	262	136	193
nülüfer	2	2	2	nilüfer	110	79	86
klavuz	2	2	2	kılavuz	132	106	251
telafuz	2	2	2	telaffuz	222	210	222
çekinser	2	2	2	çekimser	34	31	42
provakatör	1	1	2	provokatör	16	13	33
mütahit	0	0	2	müteahhit	256	182	440
restorant	1	1	2	restoran	60	54	196
karekter	0	0	2	karakter	69	56	254
şarz	1	1	1	şarj	8	6	19
çünki	1	1	1	çünkü	11927	8154	8155
steteskop	0	0	1	stetoskop	0	0	0
alimünyum	1	1	1	alüminyum	50	32	35
rezarvasyon	0	0	1	rezervasyon	65	55	78
pattes	0	0	1	patates	83	66	84
menecer	1	1	1	menajer	7	7	25
şifai	1	1	1	şifahi	7	6	6
tiyo	0	0	1	tüyo	26	22	35
hoporlör	0	0	1	hoparlör	7	7	53
santranç	0	0	1	satranç	151	102	110
gravat	1	1	1	kravat	106	77	199
asvalt	0	0	1	asfalt	64	48	104
atelye	0	0	1	atölye	66	50	148
ekzantrik	0	0	1	eksantrik	3	3	4
afilli	1	1	1	afili	7	6	6
ukela	0	0	1	ukala	19	15	43
fasülye	0	0	1	fasulye	122	94	127
arozöz	0	0	1	arazöz	0	0	1
konsansüs	1	1	1	konsensüs	77	68	100
tirbüşon	1	1	1	tirbuşon	0	0	1
megoloman	0	0	1	megaloman	5	5	37
takikardi	1	1	1	taşikardi	0	0	0
romörkör	1	1	1	römorkör	1	1	2
tükrük	1	1	1	tükürük	32	12	24
nalet	2	1	1	lanet	71	65	302
tasviye	1	1	1	tasfiye	491	391	566
muhattap	0	0	1	muhatap	335	299	414
tasfir	0	0	1	tasvir	20	19	36
antiparantez	1	1	1	antrparantez	0	0	0
acizane	1	1	1	naçizane	48	47	47
tanımamazlık	0	0	1	tanımazlık	8	8	8
maktül	1	1	1	maktul	11	10	15
barsak	1	1	1	bağırsak	60	49	75
motorsiklet	0	0	1	motosiklet	29	14	47
biodizel	13	1	1	biyodizel	0	0	0
kaysı	0	0	1	kayısı	64	30	36
seyehat	1	1	1	seyahat	247	193	396
gangaster	0	0	1	gangster	7	6	14
kaparo	2	1	1	kapora	0	0	0
menejer	0	0	1	menajer	7	7	25
deyil	0	0	1	değil	34537	17272	19316
mentalite	1	1	1	mantalite	3	3	12
törörist	1	1	1	terörist	1002	714	1109
tadilatlar	1	1	1	tadilat	34	19	41
halisünasyon	1	1	1	halüsinasyon	6	5	9
istambul	1	1	1	istanbul	5931	3746	6382
dabruka	1	1	1	darbuka	25	20	28
ıstırar	1	1	1	ıztırar	0	0	0
mazohist	1	1	1	mazoşist	10	8	11
revanş	0	0	1	rövanş	59	53	83
payton	0	0	1	fayton	5	2	17
parlementer	0	0	1	parlamenter	226	167	328
nacizane	1	1	1	naçizane	48	47	47
herkeş	1	1	1	herkes	4030	3266	5461
anotomi	0	0	1	anatomi	11	7	142
ayrıyeten	1	1	1	ayrıca	3667	3124	3424
muzur	1	1	1	muzır	14	11	14
layik	1	1	1	laik	1579	1024	1703
egsoz	0	0	0	egzoz	21	17	25
herıld	0	0	0	herhalde	2670	2264	2264
heycan	0	0	0	heyecan	535	471	1318
ultümaton	0	0	0	ültimatom	26	24	37
oporlor	0	0	0	hoparlör	7	7	53
ceton	0	0	0	jeton	30	27	35
gökan	0	0	0	gökhan	95	72	73
teferuat	0	0	0	teferruat	9	9	15
tahtarevalli	0	0	0	tahterevalli	9	5	12
sueter	0	0	0	süveter	5	5	9
karnıbahar	0	0	0	karnabahar	3	3	6
südyen	0	0	0	sütyen	1	1	1
azarbaycan	0	0	0	azerbaycan	262	136	193
bilimum	0	0	0	bilumum	13	13	13
aparatif	0	0	0	aperitif	1	1	1
ekistra	0	0	0	ekstra	88	76	94
poaça	0	0	0	poğaça	3	3	8
distribitör	0	0	0	distribütör	14	7	21
görseller	0	0	0	görüntüler	339	292	796
parağraf	0	0	0	paragraf	77	70	175
alarım	0	0	0	alarm	175	159	234
celatin	0	0	0	jelatin	2	2	5
azemi	0	0	0	azami	68	60	69
arabeks	0	0	0	arabesk	60	52	70
tanpon	0	0	0	tampon	33	30	37
gazte	0	0	0	gazete	1637	1245	7300
kurdale	0	0	0	kurdele	40	21	51
halisinasyon	0	0	0	halüsinasyon	6	5	9
süprüz	0	0	0	sürpriz	672	611	916
kolanya	0	0	0	kolonya	18	13	40
ansımak	0	0	0	anımsamak	19	18	27
eşgal	0	0	0	eşkal	0	0	5
kokreç	0	0	0	kokoreç	22	11	37
döndermek	0	0	0	döndürmek	50	49	58
egsantrik	0	0	0	eksantrik	3	3	4
şarter	0	0	0	şalter	3	3	7
cenderme	0	0	0	jandarma	642	401	554
harfiyat	0	0	0	hafriyat	2	2	3
düyüm	0	0	0	düğüm	84	71	363
leyen	0	0	0	leğen	7	7	23
satlık	0	0	0	satılık	102	91	93
ukele	0	0	0	ukala	19	15	43
püsküvüt	0	0	0	bisküvi	29	25	35
prooram	0	0	0	program	1870	1293	4364
opsayd	0	0	0	ofsayt	33	27	40
tenbel	0	0	0	tembel	58	43	135
karisör	0	0	0	karoser	1	1	3
almamazlık	0	0	0	almazlık	1	1	1
fullemek	0	0	0	doldurmak	100	92	105
mürettebatlar	0	0	0	mürettebat	5	5	15
aşşağı	0	0	0	aşağı	855	783	2164
mürüvet	0	0	0	mürüvvet	2	2	11
gometri	0	0	0	geometri	33	25	47
valeybol	0	0	0	voleybol	45	32	39
aşırmasyon	0	0	0	aşırma	15	14	24
sibop	0	0	0	supap	3	3	14
kirbit	0	0	0	kibrit	61	44	76
askari	0	0	0	asgari	498	336	385
amartisör	0	0	0	amortisör	1	1	2
kitlemek	0	0	0	kilitlemek	13	13	17
tahüt	0	0	0	taahüt	2	2	6
oğustos	0	0	0	ağustos	992	726	923
mütaakip	0	0	0	müteakip	13	13	13
tafsiye	0	0	0	tavsiye	566	497	901
matamatik	0	0	0	matematik	301	219	281
nötür	0	0	0	nötr	8	8	11
erzağı	0	0	0	erzakı	1	1	1
sütüdyo	0	0	0	stüdyo	29	24	133
ciyer	0	0	0	ciğer	30	24	115
sandöviç	0	0	0	sandviç	37	27	42
kollej	0	0	0	kolej	183	164	505
palyanço	0	0	0	palyaço	9	6	10
amaciyle	0	0	0	amacıyla	1009	914	914
birfiil	0	0	0	bilfiil	15	15	15
eyitim	0	0	0	eğitim	7244	3557	4805
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	1	1	1
eşortman	0	0	0	eşofman	10	9	20
pattiz	0	0	0	patates	83	66	84
kiprik	0	0	0	kirpik	3	3	34
akapunktur	0	0	0	akupunktur	5	3	16
kavonoz	0	0	0	kavanoz	18	11	30
ağostos	0	0	0	ağustos	992	726	923
menapoz	0	0	0	menopoz	1	1	2
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	2613	2180	2321
fites	0	0	0	vites	38	35	85
şayibe	0	0	0	şaibe	24	22	97
felan	0	0	0	falan	958	856	961
ziğnet	0	0	0	ziynet	21	8	11
aşofman	0	0	0	eşofman	10	9	20
anartar	0	0	0	anahtar	291	240	456
çukolata	0	0	0	çikolata	133	85	104
sitriptiz	0	0	0	striptiz	29	23	23
veleybol	0	0	0	voleybol	45	32	39
sezeryan	0	0	0	sezaryen	1	1	4
şindi	0	0	0	şimdi	15040	10094	12311
sovan	0	0	0	soğan	80	63	125
birhaber	0	0	0	bihaber	34	33	40
kanpanya	0	0	0	kampanya	558	442	1510
riks	0	0	0	risk	911	653	1949
variyetli	0	0	0	zengin	1626	1231	2370
tahamül	0	0	0	tahammül	221	203	369
testesteron	0	0	0	testosteron	2	2	2
tolorans	0	0	0	tolerans	45	42	76
deynek	0	0	0	değnek	78	67	102
masus	0	0	0	mahsus	94	89	120
istepne	0	0	0	stepne	7	5	5
acitasyon	0	0	0	ajitasyon	8	8	12
opörlör	0	0	0	hoparlör	7	7	53
ezzane	0	0	0	eczane	70	50	118
karegrafi	0	0	0	koreografi	2	2	8
üvertür	0	0	0	uvertür	7	6	10
profütürül	0	0	0	profiterol	1	1	2
merağını	0	0	0	merakını	35	33	53
eskirim	0	0	0	eskrim	9	4	18
hukuğun	0	0	0	hukukun	623	487	675
yannız	0	0	0	yalnız	1901	1575	2454
lağbo	0	0	0	lavabo	5	5	20
deyinmek	0	0	0	değinmek	74	73	78
mahlukatlar	0	0	0	mahlukat	5	5	6
profütür	0	0	0	profiterol	1	1	2
salomance	0	0	0	salamanje	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	5	4	4
gardolap	0	0	0	gardırop	8	8	17
teşebüs	0	0	0	teşebbüs	89	79	172
eksozt	0	0	0	egzoz	21	17	25
yalnış	0	0	0	yanlış	4217	3268	4354
lavobo	0	0	0	lavabo	5	5	20
entrasan	0	0	0	enteresan	152	123	159
bisküüt	0	0	0	bisküvi	29	25	35
şanzuman	0	0	0	şanzıman	3	3	3
münübüs	0	0	0	minibüs	76	59	122
ötenazi	0	0	0	ötanazi	29	20	22
sandoviç	0	0	0	sandviç	37	27	42
ahpab	0	0	0	ahbap	96	87	124
pisküvi	0	0	0	bisküvi	29	25	35
mefta	0	0	0	mevta	10	9	12
kırahathane	0	0	0	kıraathane	3	3	13
sohpet	0	0	0	sohbet	1057	937	1630
ceryan	0	0	0	cereyan	167	152	175
kokareç	0	0	0	kokoreç	22	11	37
poça	0	0	0	poğaça	3	3	8
karsör	0	0	0	karoser	1	1	3
radyosyon	0	0	0	radyasyon	43	26	38
ilizyon	0	0	0	illüzyon	4	4	13
tribuşon	0	0	0	tirbuşon	0	0	1
ultrasyon	0	0	0	ultrason	6	4	8
kavaltı	0	0	0	kahvaltı	135	116	226
muacir	0	0	0	muhacir	3	3	8
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	3	1	2
beyenmek	0	0	0	beğenmek	10	10	12
okşizen	0	0	0	oksijen	54	41	64
eksoz	0	0	0	egzoz	21	17	25
labaratuar	0	0	0	laboratuvar	74	64	202
laylon	0	0	0	naylon	383	215	225
müsayit	0	0	0	müsait	190	178	198
aliminyum	0	0	0	alüminyum	50	32	35
mahsuz	0	0	0	mahsus	94	89	120
vürüs	0	0	0	virüs	43	35	81
aporlor	0	0	0	hoparlör	7	7	53
statyum	0	0	0	stadyum	53	41	142
yannış	0	0	0	yanlış	4217	3268	4354
muaffak	0	0	0	muvaffak	21	20	28
karemel	0	0	0	karamel	4	2	7
manüpülasyon	0	0	0	manipülasyon	91	60	110
fesetmek	0	0	0	feshetmek	6	6	7
kilot	0	0	0	külot	8	8	19
pisküüt	0	0	0	bisküvi	29	25	35
dekaratör	0	0	0	dekoratör	8	6	11
alobora	0	0	0	alabora	23	17	18
fermar	0	0	0	fermuar	8	8	18
kapşon	0	0	0	kapüşon	0	0	1
muşanba	0	0	0	muşamba	1	1	4
seramoni	0	0	0	seremoni	2	2	10
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	3	3	8
aşentiyon	0	0	0	eşantiyon	3	3	4
kordale	0	0	0	kurdele	40	21	51
dispirator	0	0	0	distribütör	14	7	21
aferim	0	0	0	aferin	122	111	113
deyer	0	0	0	değer	2147	1459	7676
pisiklet	0	0	0	bisiklet	66	50	107
dökümanter	0	0	0	dokümanter	7	4	4
yımırta	0	0	0	yumurta	323	235	404
aldırmamazlık	0	0	0	aldırmazlık	2	2	2
oğostos	0	0	0	ağustos	992	726	923
assubay	0	0	0	astsubay	51	37	69
meraba	0	0	0	merhaba	194	173	189
prolüfütür	0	0	0	profiterol	1	1	2
mazurat	0	0	0	maruzat	0	0	19
sandüviç	0	0	0	sandviç	37	27	42
akrapol	0	0	0	akropol	1	1	6
oparasyon	0	0	0	operasyon	572	437	1815
gömetri	0	0	0	geometri	33	25	47
müraccat	0	0	0	müracaat	83	75	101
mazohizm	0	0	0	mazoşizm	0	0	3
melemen	0	0	0	menemen	20	14	28
aşantiyon	0	0	0	eşantiyon	3	3	4
naturel	0	0	0	natürel	9	2	2
ahlağın	0	0	0	ahlakın	19	17	51
evsane	0	0	0	efsane	144	122	281
mürivet	0	0	0	mürüvvet	2	2	11
sudyen	0	0	0	sütyen	1	1	1
ıskonto	0	0	0	iskonto	31	20	48
gangren	0	0	0	kangren	15	14	40
dekarasyon	0	0	0	dekorasyon	10	9	23
boğça	0	0	0	poğaça	3	3	8
eylenmek	0	0	0	eğlenmek	64	58	61
fortmanto	0	0	0	portmanto	0	0	2
çiflik	0	0	0	çiftlik	102	76	132
küvöz	0	0	0	kuvöz	0	0	4
