typo	tf	df	sdf	correct	tf	df	sdf
tiyo	1	1	3	tüyo	4	4	13
atmasyon	3	3	3	uydurma	30	29	127
santranç	2	2	3	satranç	221	121	137
kurdale	1	1	3	kurdele	11	7	17
dinazor	2	2	3	dinozor	2	2	2
aşşağı	1	1	3	aşağı	381	350	900
inkilap	3	2	3	inkılap	3	2	6
kolleksiyon	0	0	3	koleksiyon	12	10	71
sezeryan	0	0	3	sezaryen	0	0	4
tasviye	2	2	3	tasfiye	21	20	27
tahamül	0	0	3	tahammül	112	101	349
üvertür	3	3	3	uvertür	0	0	1
taxi	0	0	3	taksi	45	40	740
mefta	1	1	3	mevta	1	1	1
kontur	3	3	3	kontör	7	5	10
trabzan	0	0	3	tırabzan	0	0	0
personeller	0	0	3	personel	142	113	309
akrapol	4	2	3	akropol	4	3	26
çiflik	2	2	3	çiftlik	23	22	32
sarmısak	10	2	3	sarımsak	4	2	5
mustarip	1	1	2	muzdarip	6	6	7
görseller	0	0	2	görüntüler	364	344	978
hakkaten	2	2	2	hakikaten	95	88	88
fasülye	1	1	2	fasulye	12	10	10
ilüzyon	2	2	2	illüzyon	1	1	6
egzost	2	2	2	egzoz	3	3	3
vejeteryan	2	2	2	vejetaryen	0	0	0
tenefüs	1	1	2	teneffüs	12	12	12
istakoz	2	2	2	ıstakoz	1	1	1
barsak	0	0	2	bağırsak	76	71	82
egzos	0	0	2	egzoz	3	3	3
çukulata	2	2	2	çikolata	35	28	36
megolaman	0	0	2	megaloman	7	5	11
ahpab	1	1	2	ahbap	19	17	22
ceryan	1	1	2	cereyan	29	28	34
poça	0	0	2	poğaça	0	0	1
klavuz	2	2	2	kılavuz	24	24	33
parlementer	2	2	2	parlamenter	8	8	27
proğram	0	0	2	program	954	836	4037
deyer	1	1	2	değer	744	655	10201
assubay	1	1	2	astsubay	28	21	23
mütahit	0	0	2	müteahhit	31	21	44
parende	2	2	2	perende	0	0	0
alimünyum	1	1	1	alüminyum	4	4	5
tahtarevalli	1	1	1	tahterevalli	0	0	0
bilimum	1	1	1	bilumum	9	9	9
afganlı	1	1	1	afgan	33	25	58
florasan	1	1	1	floresan	0	0	0
supab	0	0	1	supap	0	0	0
gazte	0	0	1	gazete	1565	1093	7621
atelye	0	0	1	atölye	34	24	41
döndermek	1	1	1	döndürmek	54	51	51
promasyon	1	1	1	promosyon	46	38	60
harfiyat	1	1	1	hafriyat	4	4	5
mürüvet	0	0	1	mürüvvet	0	0	2
arozöz	0	0	1	arazöz	0	0	0
sibop	0	0	1	supap	0	0	0
kareografi	1	1	1	koreografi	0	0	1
komidin	0	0	1	komodin	0	0	0
matamatik	0	0	1	matematik	54	49	262
üzre	1	1	1	üzere	6103	5366	5505
şindi	1	1	1	şimdi	7276	5715	8573
birhaber	1	1	1	bihaber	34	33	41
kanpanya	0	0	1	kampanya	299	225	626
riks	0	0	1	risk	531	438	1709
acizane	1	1	1	naçizane	8	8	8
tanımamazlık	0	0	1	tanımazlık	3	3	3
masus	1	1	1	mahsus	47	43	49
istepne	1	1	1	stepne	9	9	16
hukuğun	1	1	1	hukukun	30	27	47
tetanoz	1	1	1	tetanos	1	1	1
teşebüs	0	0	1	teşebbüs	45	39	64
kaparo	1	1	1	kapora	5	5	5
azarbeycan	0	0	1	azerbaycan	614	405	561
şanzuman	1	1	1	şanzıman	3	2	5
ötenazi	0	0	1	ötanazi	2	2	2
halisünasyon	1	1	1	halüsinasyon	0	0	0
gaste	0	0	1	gazete	1565	1093	7621
dokunmatik	1	1	1	dokunmalı	0	0	0
mağma	1	1	1	magma	0	0	0
eksoz	1	1	1	egzoz	3	3	3
viyolo	0	0	1	viyola	0	0	1
nacizane	1	1	1	naçizane	8	8	8
istihbaratlar	1	1	1	istihbarat	35	30	40
mokasen	0	0	1	makosen	0	0	0
anotomi	0	0	1	anatomi	2	2	12
meraba	1	1	1	merhaba	264	231	244
peştemal	0	0	1	peştamal	0	0	0
egsoz	0	0	0	egzoz	3	3	3
herıld	0	0	0	herhalde	941	844	844
ultümaton	0	0	0	ültimatom	46	33	40
oporlor	0	0	0	hoparlör	2	2	116
ceton	0	0	0	jeton	4	4	7
teferuat	0	0	0	teferruat	0	0	1
aptes	0	0	0	abdest	2	2	3
teşfik	0	0	0	teşvik	944	535	619
steteskop	0	0	0	stetoskop	1	1	1
sueter	0	0	0	süveter	0	0	1
mozayik	0	0	0	mozaik	5	5	6
karnıbahar	0	0	0	karnabahar	0	0	0
südyen	0	0	0	sütyen	1	1	2
azarbaycan	0	0	0	azerbaycan	614	405	561
pattes	0	0	0	patates	29	17	20
aparatif	0	0	0	aperitif	0	0	0
ekistra	0	0	0	ekstra	553	479	512
taşaron	0	0	0	taşeron	3	2	5
poaça	0	0	0	poğaça	0	0	1
distribitör	0	0	0	distribütör	2	2	12
logar	0	0	0	rögar	0	0	0
parağraf	0	0	0	paragraf	35	32	41
alarım	0	0	0	alarm	197	176	431
celatin	0	0	0	jelatin	0	0	0
azemi	0	0	0	azami	44	41	44
tenbih	0	0	0	tembih	6	6	15
arabeks	0	0	0	arabesk	13	12	15
tanpon	0	0	0	tampon	32	25	27
hoporlör	0	0	0	hoparlör	2	2	116
uydurmasyon	0	0	0	uydurma	30	29	127
proleterya	0	0	0	proletarya	0	0	0
şemşiye	0	0	0	şemsiye	36	30	55
gravat	0	0	0	kravat	19	18	49
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	60	46	65
süprüz	0	0	0	sürpriz	4410	2886	3554
kolanya	0	0	0	kolonya	7	6	7
ansımak	0	0	0	anımsamak	2	2	3
ekzantrik	0	0	0	eksantrik	9	8	8
yakinimdir	0	0	0	yakınımdır	1	1	1
eşgal	0	0	0	eşkal	0	0	1
kokreç	0	0	0	kokoreç	0	0	3
egsantrik	0	0	0	eksantrik	9	8	8
şarter	0	0	0	şalter	2	2	7
afilli	0	0	0	afili	1	1	1
cenderme	0	0	0	jandarma	198	157	199
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	12	12	26
düyüm	0	0	0	düğüm	133	121	253
leyen	0	0	0	leğen	10	9	9
satlık	0	0	0	satılık	119	97	100
ukele	0	0	0	ukala	12	12	26
püsküvüt	0	0	0	bisküvi	6	6	8
prooram	0	0	0	program	954	836	4037
opsayd	0	0	0	ofsayt	831	660	882
miğde	0	0	0	mide	67	55	190
tenbel	0	0	0	tembel	34	31	70
karisör	0	0	0	karoser	0	0	2
çinakop	0	0	0	çinekop	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	127	124	133
bilmemezlik	0	0	0	bilmezlik	1	1	8
kakafoni	0	0	0	kakofoni	1	1	1
mürettebatlar	0	0	0	mürettebat	9	7	13
gometri	0	0	0	geometri	1	1	7
valeybol	0	0	0	voleybol	2915	1874	2229
aşırmasyon	0	0	0	aşırma	9	9	21
konsansüs	0	0	0	konsensüs	11	10	13
kirbit	0	0	0	kibrit	14	11	14
askari	0	0	0	asgari	230	200	248
amartisör	0	0	0	amortisör	1	1	2
kitlemek	0	0	0	kilitlemek	17	16	16
tirbüşon	0	0	0	tirbuşon	0	0	0
tahüt	0	0	0	taahüt	3	2	7
oğustos	0	0	0	ağustos	2504	1615	2294
mütaakip	0	0	0	müteakip	44	44	44
tafsiye	0	0	0	tavsiye	287	271	499
nötür	0	0	0	nötr	16	15	17
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	14	12	101
ciyer	0	0	0	ciğer	19	14	69
sandöviç	0	0	0	sandviç	14	12	19
palyanço	0	0	0	palyaço	16	15	22
amaciyle	0	0	0	amacıyla	1633	1493	1495
birfiil	0	0	0	bilfiil	1	1	1
keşki	0	0	0	keşke	694	583	602
eyitim	0	0	0	eğitim	1325	950	1448
takikardi	0	0	0	taşikardi	0	0	0
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	1	1	2
romörkör	0	0	0	römorkör	0	0	0
eşortman	0	0	0	eşofman	56	54	119
pattiz	0	0	0	patates	29	17	20
kopye	0	0	0	kopya	32	30	109
kiprik	0	0	0	kirpik	0	0	1
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	0
ağostos	0	0	0	ağustos	2504	1615	2294
tükrük	0	0	0	tükürük	35	28	35
menapoz	0	0	0	menopoz	1	1	1
salomanje	0	0	0	salamanje	0	0	0
kominist	0	0	0	komünist	14	13	16
fites	0	0	0	vites	60	49	242
şayibe	0	0	0	şaibe	226	155	311
nalet	0	0	0	lanet	38	35	104
felan	0	0	0	falan	588	413	435
ziğnet	0	0	0	ziynet	17	11	11
aşofman	0	0	0	eşofman	56	54	119
anartar	0	0	0	anahtar	113	99	277
çukolata	0	0	0	çikolata	35	28	36
sitriptiz	0	0	0	striptiz	7	6	7
veleybol	0	0	0	voleybol	2915	1874	2229
sovan	0	0	0	soğan	4	4	16
tasfir	0	0	0	tasvir	5	5	7
kozmatik	0	0	0	kozmetik	10	9	9
variyetli	0	0	0	zengin	656	566	1095
antiparantez	0	0	0	antrparantez	0	0	0
tolorans	0	0	0	tolerans	31	29	61
deynek	0	0	0	değnek	44	39	58
acitasyon	0	0	0	ajitasyon	2	2	5
opörlör	0	0	0	hoparlör	2	2	116
ezzane	0	0	0	eczane	0	0	10
karegrafi	0	0	0	koreografi	0	0	1
profütürül	0	0	0	profiterol	0	0	0
maktül	0	0	0	maktul	2	2	2
merağını	0	0	0	merakını	5	5	8
eskirim	0	0	0	eskrim	151	105	115
yannız	0	0	0	yalnız	2011	1789	3808
lağbo	0	0	0	lavabo	8	8	14
deyinmek	0	0	0	değinmek	26	26	27
mahlukatlar	0	0	0	mahlukat	1	1	1
profütür	0	0	0	profiterol	0	0	0
salomance	0	0	0	salamanje	0	0	0
karayca	0	0	0	karaimce	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
eksozt	0	0	0	egzoz	3	3	3
kaysı	0	0	0	kayısı	34	29	36
lavobo	0	0	0	lavabo	8	8	14
allerji	0	0	0	alerji	3	3	14
gangaster	0	0	0	gangster	9	8	9
maydonoz	0	0	0	maydanoz	4	3	3
entrasan	0	0	0	enteresan	121	107	129
bisküüt	0	0	0	bisküvi	6	6	8
münübüs	0	0	0	minibüs	34	26	63
sandoviç	0	0	0	sandviç	14	12	19
deyil	0	0	0	değil	17408	10968	13670
pisküvi	0	0	0	bisküvi	6	6	8
törörist	0	0	0	terörist	129	92	126
kırahathane	0	0	0	kıraathane	1	1	1
sohpet	0	0	0	sohbet	623	568	754
kipri	0	0	0	kirpi	2	2	5
kokareç	0	0	0	kokoreç	0	0	3
candarma	0	0	0	jandarma	198	157	199
nülüfer	0	0	0	nilüfer	75	60	64
karsör	0	0	0	karoser	0	0	2
radyosyon	0	0	0	radyasyon	0	0	0
ilizyon	0	0	0	illüzyon	1	1	6
netekim	0	0	0	nitekim	412	384	384
istambul	0	0	0	istanbul	7749	4993	17599
olaraktan	0	0	0	olarak	42053	25806	25814
dabruka	0	0	0	darbuka	0	0	1
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	3	3	11
kavaltı	0	0	0	kahvaltı	48	42	94
muacir	0	0	0	muhacir	1	1	1
komünükasyon	0	0	0	komünikasyon	0	0	0
beyenmek	0	0	0	beğenmek	6	6	7
mazohist	0	0	0	mazoşist	15	12	14
okşizen	0	0	0	oksijen	58	51	59
çekinser	0	0	0	çekimser	15	14	15
labaratuar	0	0	0	laboratuvar	9	8	35
laylon	0	0	0	naylon	18	15	18
revanş	0	0	0	rövanş	1953	1503	2743
müsayit	0	0	0	müsait	666	557	565
aliminyum	0	0	0	alüminyum	4	4	5
mahsuz	0	0	0	mahsus	47	43	49
vürüs	0	0	0	virüs	17	13	47
aporlor	0	0	0	hoparlör	2	2	116
statyum	0	0	0	stadyum	146	121	470
yannış	0	0	0	yanlış	3636	2825	3744
karemel	0	0	0	karamel	8	7	9
manüpülasyon	0	0	0	manipülasyon	6	4	11
fesetmek	0	0	0	feshetmek	23	22	22
kilot	0	0	0	külot	0	0	4
herkeş	0	0	0	herkes	4993	4021	7256
pisküüt	0	0	0	bisküvi	6	6	8
dekaratör	0	0	0	dekoratör	2	1	1
alobora	0	0	0	alabora	11	9	9
fermar	0	0	0	fermuar	6	5	8
kapşon	0	0	0	kapüşon	0	0	0
muşanba	0	0	0	muşamba	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	1	1	1
artiz	0	0	0	artist	25	19	174
kordale	0	0	0	kurdele	11	7	17
dispirator	0	0	0	distribütör	2	2	12
pisiklet	0	0	0	bisiklet	462	304	374
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	143	108	137
aldırmamazlık	0	0	0	aldırmazlık	0	0	1
oğostos	0	0	0	ağustos	2504	1615	2294
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	9322	7819	7972
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	14	12	19
oparasyon	0	0	0	operasyon	585	482	1060
gömetri	0	0	0	geometri	1	1	7
müraccat	0	0	0	müracaat	88	77	122
mazohizm	0	0	0	mazoşizm	1	1	1
melemen	0	0	0	menemen	3	2	11
aşantiyon	0	0	0	eşantiyon	1	1	1
naturel	0	0	0	natürel	0	0	0
ahlağın	0	0	0	ahlakın	2	2	84
evsane	0	0	0	efsane	709	611	1105
mürivet	0	0	0	mürüvvet	0	0	2
sudyen	0	0	0	sütyen	1	1	2
ıskonto	0	0	0	iskonto	5	4	7
amarika	0	0	0	amerika	651	511	1382
gangren	0	0	0	kangren	9	9	12
dekarasyon	0	0	0	dekorasyon	4	4	9
boğça	0	0	0	poğaça	0	0	1
layik	0	0	0	laik	26	21	28
eylenmek	0	0	0	eğlenmek	25	25	27
fortmanto	0	0	0	portmanto	0	0	0
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	17	14	16
egzantrik	0	0	0	eksantrik	9	8	8
