typo	tf	df	sdf	correct	tf	df	sdf
adele	10	7	8	adale	17	12	364
karnıbahar	8	8	8	karnabahar	24	20	24
canbaz	17	5	8	cambaz	21	8	24
atelye	3	2	8	atölye	35	29	166
espiri	2	2	8	espri	84	74	200
kontür	5	5	8	kontör	17	4	10
ıstırap	7	6	8	ızdırap	3	2	3
arefe	5	4	8	arife	41	34	47
naturel	9	8	8	natürel	1	1	1
cimnastik	8	7	8	jimnastik	59	46	48
karekter	0	0	8	karakter	118	106	565
afganlı	8	7	7	afgan	96	52	134
görseller	2	2	7	görüntüler	204	178	653
meslekdaş	0	0	7	meslektaş	2	2	217
meyva	4	4	7	meyve	707	407	559
allerji	3	3	7	alerji	92	68	152
klavuz	1	1	7	kılavuz	112	108	195
labaratuvar	0	0	6	laboratuvar	171	150	375
şevkat	6	6	6	şefkat	61	55	125
kareografi	0	0	6	koreografi	7	5	25
istakoz	6	5	6	ıstakoz	15	12	18
dokunmatik	7	6	6	dokunmalı	0	0	0
diyaloga	6	6	6	diyaloğa	8	8	8
süpriz	4	4	6	sürpriz	252	215	304
küvöz	0	0	6	kuvöz	3	2	30
rezarvasyon	3	3	5	rezervasyon	88	59	92
mahçup	5	4	5	mahcup	15	15	16
dinazor	4	3	5	dinozor	95	43	71
sağnak	5	5	5	sağanak	336	172	174
fasülye	2	2	5	fasulye	98	65	85
silahşör	4	3	5	silahşor	0	0	0
şöför	0	0	5	şoför	290	214	661
barsak	4	2	5	bağırsak	252	142	204
zerafet	2	2	5	zarafet	13	8	35
tetanoz	7	5	5	tetanos	10	10	10
maydonoz	6	5	5	maydanoz	50	38	42
viyolo	0	0	5	viyola	7	3	3
aptes	1	1	4	abdest	10	7	10
florasan	6	4	4	floresan	7	6	8
eşgal	1	1	4	eşkal	6	5	25
müracat	2	2	4	müracaat	58	53	78
anfi	0	0	4	amfi	5	4	27
ilüzyon	0	0	4	illüzyon	5	2	11
vejeteryan	3	3	4	vejetaryen	23	19	26
tenefüs	2	2	4	teneffüs	41	30	57
peştemal	3	3	4	peştamal	0	0	3
ahçı	6	3	4	aşçı	63	49	92
tiyo	0	0	3	tüyo	3	3	12
sezeryan	0	0	3	sezaryen	35	25	87
tesbih	1	1	3	tespih	24	8	11
egzos	1	1	3	egzoz	36	27	38
seyehat	2	2	3	seyahat	375	251	367
kaparo	3	3	3	kapora	1	1	1
ötenazi	3	3	3	ötanazi	23	12	14
nisbet	0	0	3	nispet	8	6	46
istihbaratlar	0	0	3	istihbarat	125	104	126
seramoni	0	0	3	seremoni	1	1	13
kurdela	1	1	3	kurdele	12	10	24
distribitör	1	1	2	distribütör	3	3	13
logar	0	0	2	rögar	4	1	4
kollektif	2	2	2	kolektif	5	5	5
arozöz	1	1	2	arazöz	11	9	13
penbe	3	2	2	pembe	205	145	162
menüsküs	5	2	2	menisküs	1	1	1
komidin	0	0	2	komodin	0	0	11
romörkör	0	0	2	römorkör	10	7	20
kavonoz	3	1	2	kavanoz	14	11	30
sıvas	0	0	2	sivas	189	141	208
salomanje	2	2	2	salamanje	0	0	0
üzre	0	0	2	üzere	2867	2544	2634
maktül	0	0	2	maktul	5	3	20
biodizel	16	2	2	biyodizel	1	1	1
kontur	3	1	2	kontör	17	4	10
ceryan	2	2	2	cereyan	9	9	14
poça	0	0	2	poğaça	8	7	8
halisünasyon	2	2	2	halüsinasyon	6	6	8
netekim	2	2	2	nitekim	32	31	31
parlemento	0	0	2	parlamento	28	25	126
aliminyum	2	2	2	alüminyum	64	36	39
filim	0	0	2	film	3294	1466	2877
kilot	0	0	2	külot	13	7	32
artiz	1	1	2	artist	22	21	53
pardesü	1	1	2	pardösü	2	2	8
çünki	1	1	1	çünkü	1957	1539	1539
steteskop	0	0	1	stetoskop	1	1	1
mozayik	1	1	1	mozaik	43	20	37
taşaron	0	0	1	taşeron	20	18	23
senle	1	1	1	seninle	74	63	64
aperatif	0	0	1	aperitif	1	1	1
santranç	1	1	1	satranç	156	65	67
afaroz	1	1	1	aforoz	6	4	4
promasyon	1	1	1	promosyon	58	47	77
cenderme	1	1	1	jandarma	785	509	631
duymamazlık	0	0	1	duymazlık	0	0	2
harfiyat	1	1	1	hafriyat	19	12	15
subap	0	0	1	supap	1	1	1
almamazlık	1	1	1	almazlık	0	0	0
mürettebatlar	0	0	1	mürettebat	80	68	192
kirbit	0	0	1	kibrit	85	71	97
tirbüşon	1	1	1	tirbuşon	1	1	1
inkilap	1	1	1	inkılap	13	12	14
erzağı	1	1	1	erzakı	0	0	1
amaciyle	1	1	1	amacıyla	1501	1349	1349
erezyon	0	0	1	erozyon	15	10	33
egzost	0	0	1	egzoz	36	27	38
muhattap	1	1	1	muhatap	18	16	19
tasfir	1	1	1	tasvir	49	47	60
riks	0	0	1	risk	651	428	1542
müsbet	1	1	1	müspet	4	3	3
çukulata	2	1	1	çikolata	295	156	190
yalnış	1	1	1	yanlış	1145	837	1030
gangaster	0	0	1	gangster	23	10	13
azerbeycan	1	1	1	azerbaycan	60	46	62
menejer	0	0	1	menajer	19	16	112
kipri	0	0	1	kirpi	10	6	20
tadilatlar	0	0	1	tadilat	33	26	36
kokareç	1	1	1	kokoreç	12	5	6
nülüfer	1	1	1	nilüfer	113	79	83
trabzan	0	0	1	tırabzan	0	0	1
olaraktan	1	1	1	olarak	15545	10039	10042
gaste	0	0	1	gazete	606	445	3041
eksoz	0	0	1	egzoz	36	27	38
muaffak	1	1	1	muvaffak	9	5	6
parelel	1	1	1	paralel	93	84	98
personeller	0	0	1	personel	201	168	435
proğram	0	0	1	program	435	325	1580
mokasen	1	1	1	makosen	0	0	0
akrapol	1	1	1	akropol	1	1	4
melemen	1	1	1	menemen	13	12	22
gangren	1	1	1	kangren	28	21	27
çiflik	0	0	1	çiftlik	110	79	169
döküman	0	0	1	doküman	15	14	29
egzantrik	1	1	1	eksantrik	1	1	1
egsoz	0	0	0	egzoz	36	27	38
herıld	0	0	0	herhalde	240	198	198
heycan	0	0	0	heyecan	284	238	729
şarz	0	0	0	şarj	72	35	76
ultümaton	0	0	0	ültimatom	5	5	5
oporlor	0	0	0	hoparlör	11	11	33
ceton	0	0	0	jeton	5	5	10
gökan	0	0	0	gökhan	419	332	334
teferuat	0	0	0	teferruat	1	1	1
herkez	0	0	0	herkes	881	773	1561
teşfik	0	0	0	teşvik	245	204	259
alimünyum	0	0	0	alüminyum	64	36	39
tahtarevalli	0	0	0	tahterevalli	0	0	0
sueter	0	0	0	süveter	2	2	3
rakkam	0	0	0	rakam	204	183	626
südyen	0	0	0	sütyen	8	5	7
lakayt	0	0	0	lakayıt	0	0	0
azarbaycan	0	0	0	azerbaycan	60	46	62
bilimum	0	0	0	bilumum	7	7	7
pattes	0	0	0	patates	185	112	128
aparatif	0	0	0	aperitif	1	1	1
ekistra	0	0	0	ekstra	65	54	62
menecer	0	0	0	menajer	19	16	112
poaça	0	0	0	poğaça	8	7	8
parağraf	0	0	0	paragraf	3	2	5
alarım	0	0	0	alarm	200	142	301
eşşek	0	0	0	eşek	87	50	59
celatin	0	0	0	jelatin	4	4	6
supab	0	0	0	supap	1	1	1
azemi	0	0	0	azami	30	26	26
şifai	0	0	0	şifahi	0	0	0
tenbih	0	0	0	tembih	1	1	6
arabeks	0	0	0	arabesk	63	32	37
tanpon	0	0	0	tampon	18	15	22
atmasyon	0	0	0	uydurma	20	17	40
ultimatom	0	0	0	ültimatom	5	5	5
hoporlör	0	0	0	hoparlör	11	11	33
uydurmasyon	0	0	0	uydurma	20	17	40
gazte	0	0	0	gazete	606	445	3041
proleterya	0	0	0	proletarya	0	0	0
vehamet	0	0	0	vahamet	0	0	2
şemşiye	0	0	0	şemsiye	27	20	67
gravat	0	0	0	kravat	36	22	42
kurdale	0	0	0	kurdele	12	10	24
halisinasyon	0	0	0	halüsinasyon	6	6	8
asvalt	0	0	0	asfalt	48	30	56
süprüz	0	0	0	sürpriz	252	215	304
kolanya	0	0	0	kolonya	35	14	20
ansımak	0	0	0	anımsamak	0	0	0
ekzantrik	0	0	0	eksantrik	1	1	1
yakinimdir	0	0	0	yakınımdır	0	0	0
kokreç	0	0	0	kokoreç	12	5	6
döndermek	0	0	0	döndürmek	13	13	13
egsantrik	0	0	0	eksantrik	1	1	1
şarter	0	0	0	şalter	2	2	12
afilli	0	0	0	afili	0	0	0
ukela	0	0	0	ukala	4	4	6
düyüm	0	0	0	düğüm	8	6	24
leyen	0	0	0	leğen	11	11	18
satlık	0	0	0	satılık	44	34	35
ukele	0	0	0	ukala	4	4	6
hakkaten	0	0	0	hakikaten	98	82	82
püsküvüt	0	0	0	bisküvi	58	38	45
prooram	0	0	0	program	435	325	1580
opsayd	0	0	0	ofsayt	5	2	7
miğde	0	0	0	mide	436	281	410
tenbel	0	0	0	tembel	34	26	60
karisör	0	0	0	karoser	0	0	1
fullemek	0	0	0	doldurmak	14	14	16
bilmemezlik	0	0	0	bilmezlik	1	1	2
kakafoni	0	0	0	kakofoni	0	0	0
aşşağı	0	0	0	aşağı	304	261	628
mürüvet	0	0	0	mürüvvet	6	3	4
gometri	0	0	0	geometri	11	9	28
valeybol	0	0	0	voleybol	60	42	54
aşırmasyon	0	0	0	aşırma	0	0	1
konsansüs	0	0	0	konsensüs	3	2	2
sibop	0	0	0	supap	1	1	1
askari	0	0	0	asgari	67	47	59
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	1	1	1
tahüt	0	0	0	taahüt	0	0	1
oğustos	0	0	0	ağustos	838	517	789
mütaakip	0	0	0	müteakip	10	10	10
tafsiye	0	0	0	tavsiye	367	291	460
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	181	122	159
nötür	0	0	0	nötr	13	12	31
sütüdyo	0	0	0	stüdyo	49	41	186
ciyer	0	0	0	ciğer	10	10	54
sandöviç	0	0	0	sandviç	51	34	47
kollej	0	0	0	kolej	38	31	175
palyanço	0	0	0	palyaço	27	16	24
birfiil	0	0	0	bilfiil	1	1	1
keşki	0	0	0	keşke	159	130	135
eyitim	0	0	0	eğitim	2635	1590	2162
takikardi	0	0	0	taşikardi	1	1	1
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	10	8	13
eşortman	0	0	0	eşofman	12	11	47
küpür	0	0	0	kupür	1	1	11
pattiz	0	0	0	patates	185	112	128
kopye	0	0	0	kopya	171	102	247
kiprik	0	0	0	kirpik	5	3	11
akapunktur	0	0	0	akupunktur	37	14	16
ağostos	0	0	0	ağustos	838	517	789
tükrük	0	0	0	tükürük	40	33	39
bugünki	0	0	0	bugünkü	295	284	289
kominist	0	0	0	komünist	75	53	59
fites	0	0	0	vites	11	11	21
şayibe	0	0	0	şaibe	1	1	8
nalet	0	0	0	lanet	25	19	66
felan	0	0	0	falan	103	89	90
ziğnet	0	0	0	ziynet	67	50	54
aşofman	0	0	0	eşofman	12	11	47
anartar	0	0	0	anahtar	77	67	231
çukolata	0	0	0	çikolata	295	156	190
sitriptiz	0	0	0	striptiz	52	31	53
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	60	42	54
tasviye	0	0	0	tasfiye	8	7	11
şindi	0	0	0	şimdi	2096	1703	2599
sovan	0	0	0	soğan	157	85	113
birhaber	0	0	0	bihaber	12	12	19
kozmatik	0	0	0	kozmetik	181	103	110
kanpanya	0	0	0	kampanya	261	196	576
variyetli	0	0	0	zengin	903	643	897
tahamül	0	0	0	tahammül	44	41	52
antiparantez	0	0	0	antrparantez	0	0	0
tekrardan	0	0	0	tekrar	1142	966	1191
acizane	0	0	0	naçizane	1	1	1
tolorans	0	0	0	tolerans	8	8	27
tanımamazlık	0	0	0	tanımazlık	1	1	2
deynek	0	0	0	değnek	10	10	22
masus	0	0	0	mahsus	20	20	23
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	2	2	3
opörlör	0	0	0	hoparlör	11	11	33
ezzane	0	0	0	eczane	29	18	80
karegrafi	0	0	0	koreografi	7	5	25
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	7	4	5
merağını	0	0	0	merakını	11	10	16
eskirim	0	0	0	eskrim	5	4	4
hukuğun	0	0	0	hukukun	19	19	27
yannız	0	0	0	yalnız	668	553	1069
lağbo	0	0	0	lavabo	8	7	25
deyinmek	0	0	0	değinmek	1	1	1
mahlukatlar	0	0	0	mahlukat	0	0	2
profütür	0	0	0	profiterol	7	4	5
salomance	0	0	0	salamanje	0	0	0
karayca	0	0	0	karaimce	0	0	0
gardolap	0	0	0	gardırop	4	4	9
teşebüs	0	0	0	teşebbüs	73	68	95
eksozt	0	0	0	egzoz	36	27	38
kaysı	0	0	0	kayısı	69	49	51
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	8	7	25
entrasan	0	0	0	enteresan	27	27	28
bisküüt	0	0	0	bisküvi	58	38	45
azarbeycan	0	0	0	azerbaycan	60	46	62
şanzuman	0	0	0	şanzıman	1	1	1
münübüs	0	0	0	minibüs	269	165	344
kalemşör	0	0	0	kalemşor	0	0	0
sandoviç	0	0	0	sandviç	51	34	47
deyil	0	0	0	değil	4530	3198	3847
ahpab	0	0	0	ahbap	1	1	1
pisküvi	0	0	0	bisküvi	58	38	45
mentalite	0	0	0	mantalite	1	1	2
törörist	0	0	0	terörist	135	99	164
mefta	0	0	0	mevta	0	0	1
kırahathane	0	0	0	kıraathane	2	1	9
sohpet	0	0	0	sohbet	341	263	340
mundar	0	0	0	murdar	1	1	1
candarma	0	0	0	jandarma	785	509	631
karsör	0	0	0	karoser	0	0	1
radyosyon	0	0	0	radyasyon	144	80	103
ilizyon	0	0	0	illüzyon	5	2	11
istambul	0	0	0	istanbul	8458	5827	6725
dabruka	0	0	0	darbuka	17	10	12
tribuşon	0	0	0	tirbuşon	1	1	1
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	52	32	52
kavaltı	0	0	0	kahvaltı	186	109	197
muacir	0	0	0	muhacir	2	2	2
telafuz	0	0	0	telaffuz	29	24	33
komünükasyon	0	0	0	komünikasyon	4	4	4
mağma	0	0	0	magma	9	5	6
beyenmek	0	0	0	beğenmek	0	0	0
okşizen	0	0	0	oksijen	272	180	234
panaroma	0	0	0	panorama	9	8	11
çekinser	0	0	0	çekimser	7	6	6
labaratuar	0	0	0	laboratuvar	171	150	375
laylon	0	0	0	naylon	50	40	50
revanş	0	0	0	rövanş	1	1	5
techizat	0	0	0	teçhizat	10	9	31
payton	0	0	0	fayton	14	7	16
müsayit	0	0	0	müsait	31	31	34
mahsuz	0	0	0	mahsus	20	20	23
vürüs	0	0	0	virüs	353	169	421
aporlor	0	0	0	hoparlör	11	11	33
statyum	0	0	0	stadyum	20	17	81
yannış	0	0	0	yanlış	1145	837	1030
parlementer	0	0	0	parlamenter	13	11	20
nacizane	0	0	0	naçizane	1	1	1
karemel	0	0	0	karamel	6	5	6
manüpülasyon	0	0	0	manipülasyon	0	0	2
fesetmek	0	0	0	feshetmek	1	1	1
herkeş	0	0	0	herkes	881	773	1561
pisküüt	0	0	0	bisküvi	58	38	45
dekaratör	0	0	0	dekoratör	5	4	6
alobora	0	0	0	alabora	69	44	44
fermar	0	0	0	fermuar	3	3	10
kapşon	0	0	0	kapüşon	0	0	0
muşanba	0	0	0	muşamba	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	13	10	23
aşentiyon	0	0	0	eşantiyon	0	0	1
kordale	0	0	0	kurdele	12	10	24
dispirator	0	0	0	distribütör	3	3	13
aferim	0	0	0	aferin	13	13	13
insiyatif	0	0	0	inisiyatif	4	4	30
deyer	0	0	0	değer	430	347	2380
pisiklet	0	0	0	bisiklet	169	104	219
provakatör	0	0	0	provokatör	3	2	5
dökümanter	0	0	0	dokümanter	1	1	1
yımırta	0	0	0	yumurta	534	277	463
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	23	20	49
oğostos	0	0	0	ağustos	838	517	789
assubay	0	0	0	astsubay	116	67	78
meraba	0	0	0	merhaba	114	104	106
prolüfütür	0	0	0	profiterol	7	4	5
ayrıyeten	0	0	0	ayrıca	2342	2073	2103
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	51	34	47
oparasyon	0	0	0	operasyon	458	367	1034
gömetri	0	0	0	geometri	11	9	28
müraccat	0	0	0	müracaat	58	53	78
aşantiyon	0	0	0	eşantiyon	0	0	1
mütahit	0	0	0	müteahhit	77	57	76
ahlağın	0	0	0	ahlakın	1	1	16
evsane	0	0	0	efsane	201	164	444
mürivet	0	0	0	mürüvvet	6	3	4
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	8	5	7
ıskonto	0	0	0	iskonto	1	1	1
amarika	0	0	0	amerika	419	364	3339
dekarasyon	0	0	0	dekorasyon	46	40	69
boğça	0	0	0	poğaça	8	7	8
muzur	0	0	0	muzır	17	11	11
layik	0	0	0	laik	26	20	33
eylenmek	0	0	0	eğlenmek	57	54	58
fortmanto	0	0	0	portmanto	0	0	1
bilader	0	0	0	birader	4	4	12
