typo	tf	df	sdf	correct	tf	df	sdf
alimünyum	0	0	0	alüminyum	0	0	0
tahtarevalli	0	0	0	tahterevalli	0	0	0
sueter	0	0	0	süveter	0	0	0
mozayik	0	0	0	mozaik	0	0	0
karnıbahar	0	0	0	karnabahar	6	6	6
rezarvasyon	0	0	0	rezervasyon	0	0	0
rakkam	0	0	0	rakam	17	16	58
südyen	0	0	0	sütyen	0	0	1
canbaz	0	0	0	cambaz	0	0	0
lakayt	0	0	0	lakayıt	0	0	0
azarbaycan	0	0	0	azerbaycan	3	3	5
bilimum	0	0	0	bilumum	0	0	0
pattes	0	0	0	patates	19	14	15
ataç	0	0	0	ataş	0	0	18
aparatif	0	0	0	aperitif	0	0	0
afganlı	0	0	0	afgan	2	2	3
ekistra	0	0	0	ekstra	4	4	6
taşaron	0	0	0	taşeron	0	0	0
florasan	0	0	0	floresan	0	0	0
menecer	0	0	0	menajer	0	0	0
poaça	0	0	0	poğaça	2	2	2
distribitör	0	0	0	distribütör	0	0	0
logar	0	0	0	rögar	0	0	0
senle	0	0	0	seninle	4	1	2
parağraf	0	0	0	paragraf	0	0	0
alarım	0	0	0	alarm	6	6	13
eşşek	0	0	0	eşek	0	0	0
celatin	0	0	0	jelatin	2	2	2
supab	0	0	0	supap	0	0	0
azemi	0	0	0	azami	8	5	5
mahçup	0	0	0	mahcup	0	0	0
şifai	0	0	0	şifahi	0	0	0
fantazi	0	0	0	fantezi	2	2	2
tenbih	0	0	0	tembih	1	1	1
arabeks	0	0	0	arabesk	0	0	0
tanpon	0	0	0	tampon	16	7	7
aperatif	0	0	0	aperitif	0	0	0
tiyo	0	0	0	tüyo	0	0	0
atmasyon	0	0	0	uydurma	0	0	1
ultimatom	0	0	0	ültimatom	0	0	0
hoporlör	0	0	0	hoparlör	0	0	0
uydurmasyon	0	0	0	uydurma	0	0	1
gazte	0	0	0	gazete	6	6	43
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	0	0	0
vehamet	0	0	0	vahamet	0	0	0
şemşiye	0	0	0	şemsiye	0	0	0
gravat	0	0	0	kravat	0	0	0
kurdale	0	0	0	kurdele	0	0	1
makina	0	0	0	makine	7	6	20
kollektif	0	0	0	kolektif	0	0	0
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	0	0	0
meslekdaş	0	0	0	meslektaş	0	0	13
süprüz	0	0	0	sürpriz	3	3	5
kolanya	0	0	0	kolonya	2	1	2
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	1	1	3
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	0	0	0
dakka	0	0	0	dakika	122	83	114
döndermek	0	0	0	döndürmek	2	2	2
egsantrik	0	0	0	eksantrik	0	0	0
acenta	0	0	0	acente	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	1
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	6	4	5
cenderme	0	0	0	jandarma	1	1	1
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	0
leyen	0	0	0	leğen	1	1	1
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	6	6	6
püsküvüt	0	0	0	bisküvi	12	8	8
prooram	0	0	0	program	33	26	120
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	203	61	74
müracat	0	0	0	müracaat	14	14	14
tenbel	0	0	0	tembel	1	1	9
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	2	1	1
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	0	0	1
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	0
aşşağı	0	0	0	aşağı	13	11	24
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	4
valeybol	0	0	0	voleybol	5	3	3
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	17	10	10
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	1	1	1
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	3	3	4
askari	0	0	0	asgari	6	4	4
ıstanbul	0	0	0	istanbul	113	64	80
şevkat	0	0	0	şefkat	2	2	9
hintli	0	0	0	hint	0	0	1
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	6	5	5
menüsküs	0	0	0	menisküs	78	10	10
oğustos	0	0	0	ağustos	1	1	1
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	78	64	108
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	3	1	2
nötür	0	0	0	nötr	0	0	3
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	3
ciyer	0	0	0	ciğer	2	1	5
sandöviç	0	0	0	sandviç	1	1	4
kollej	0	0	0	kolej	2	2	6
palyanço	0	0	0	palyaço	2	1	1
amaciyle	0	0	0	amacıyla	98	81	81
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	1	1	1
eyitim	0	0	0	eğitim	217	119	157
takikardi	0	0	0	taşikardi	3	3	3
espiri	0	0	0	espri	1	1	2
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	1	1	3
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	2	1	3
şöför	0	0	0	şoför	1	1	4
eşortman	0	0	0	eşofman	0	0	0
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	19	14	15
kopye	0	0	0	kopya	2	1	3
erezyon	0	0	0	erozyon	2	1	3
kiprik	0	0	0	kirpik	1	1	2
entellektüel	0	0	0	entelektüel	0	0	0
kavonoz	0	0	0	kavanoz	2	2	4
ağostos	0	0	0	ağustos	1	1	1
anfi	0	0	0	amfi	0	0	7
tükrük	0	0	0	tükürük	11	7	10
sıvas	0	0	0	sivas	14	13	15
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	12	8	8
kominist	0	0	0	komünist	0	0	0
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	0
felan	0	0	0	falan	0	0	0
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	2	2	6
çukolata	0	0	0	çikolata	37	21	25
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	5	3	3
tasviye	0	0	0	tasfiye	0	0	0
ilüzyon	0	0	0	illüzyon	0	0	2
üzre	0	0	0	üzere	201	163	165
egzost	0	0	0	egzoz	11	7	7
şindi	0	0	0	şimdi	87	73	101
muhattap	0	0	0	muhatap	1	1	1
sovan	0	0	0	soğan	7	6	6
tasfir	0	0	0	tasvir	0	0	0
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	18	15	16
kanpanya	0	0	0	kampanya	6	5	17
riks	0	0	0	risk	275	157	399
variyetli	0	0	0	zengin	84	58	67
tahamül	0	0	0	tahammül	5	4	4
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
testesteron	0	0	0	testosteron	10	6	6
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	4	4	6
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	2	2	2
masus	0	0	0	mahsus	0	0	0
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	16	11	45
hıristiyan	0	0	0	hristiyan	1	1	1
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	2	2	3
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	0	0	0
taxi	0	0	0	taksi	3	2	6
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	2	2	5
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	38	27	78
lağbo	0	0	0	lavabo	4	2	3
deyinmek	0	0	0	değinmek	0	0	0
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	4	2	6
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	11	7	7
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	1
karayca	0	0	0	karaimce	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	0	0	0
eksozt	0	0	0	egzoz	11	7	7
kaysı	0	0	0	kayısı	15	11	11
çukulata	0	0	0	çikolata	37	21	25
yalnış	0	0	0	yanlış	264	153	169
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	4	2	3
meyva	0	0	0	meyve	210	98	134
seyehat	0	0	0	seyahat	4	2	3
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
entrasan	0	0	0	enteresan	4	3	4
bisküüt	0	0	0	bisküvi	12	8	8
azarbeycan	0	0	0	azerbaycan	3	3	5
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	3	3	5
münübüs	0	0	0	minibüs	2	2	5
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	1	1	4
deyil	0	0	0	değil	419	279	367
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	12	8	8
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	5	5	10
kipri	0	0	0	kirpi	0	0	2
kontur	0	0	0	kontör	0	0	1
tadilatlar	0	0	0	tadilat	3	1	1
ceryan	0	0	0	cereyan	0	0	0
yanlız	0	0	0	yalnız	38	27	78
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	1	1	1
nülüfer	0	0	0	nilüfer	8	5	5
poça	0	0	0	poğaça	2	2	2
karsör	0	0	0	karoser	0	0	0
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	2
netekim	0	0	0	nitekim	2	2	2
yayınlamak	0	0	0	yayımlamak	0	0	0
istambul	0	0	0	istanbul	113	64	80
parlemento	0	0	0	parlamento	0	0	1
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	13
klavuz	0	0	0	kılavuz	2	2	8
olaraktan	0	0	0	olarak	1910	856	856
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	6	6	43
ıstırap	0	0	0	ızdırap	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	17	14	49
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	44	24	31
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	3	2	2
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	42	32	47
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	11	7	7
laylon	0	0	0	naylon	3	2	2
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	0	0	0
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	2	2	2
aliminyum	0	0	0	alüminyum	0	0	0
mahsuz	0	0	0	mahsus	0	0	0
diyaloga	0	0	0	diyaloğa	0	0	0
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	49	33	69
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	0	0	0
yannış	0	0	0	yanlış	264	153	169
orjinal	0	0	0	orijinal	8	6	6
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	0	0	0
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	16	15	19
istihbaratlar	0	0	0	istihbarat	0	0	0
karemel	0	0	0	karamel	1	1	1
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	10	7	29
kilot	0	0	0	külot	0	0	1
herkeş	0	0	0	herkes	55	47	119
pisküüt	0	0	0	bisküvi	12	8	8
dekaratör	0	0	0	dekoratör	0	0	0
proğram	0	0	0	program	33	26	120
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	1	1	1
artis	0	0	0	artist	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	0	0	1
muşanba	0	0	0	muşamba	1	1	1
seramoni	0	0	0	seremoni	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	2	1	1
artiz	0	0	0	artist	0	0	0
kordale	0	0	0	kurdele	0	0	1
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	1	1	1
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	8	5	6
deyer	0	0	0	değer	17	14	275
pisiklet	0	0	0	bisiklet	30	4	8
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	73	36	68
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	3	3	24
oğostos	0	0	0	ağustos	1	1	1
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	11	10	11
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	316	256	256
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	1	1	4
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	85	46	89
gömetri	0	0	0	geometri	0	0	4
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	1	1	4
müraccat	0	0	0	müracaat	14	14	14
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	2	1	1
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	0	0	1
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	0	0	0
evsane	0	0	0	efsane	3	3	7
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	0	0	1
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	1
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	22	18	94
gangren	0	0	0	kangren	3	3	5
restorant	0	0	0	restoran	4	4	9
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	2	2	2
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	0	0	0
eylenmek	0	0	0	eğlenmek	0	0	0
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	2	1	2
sarmısak	0	0	0	sarımsak	20	8	8
küvöz	0	0	0	kuvöz	3	2	6
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	1	1	30
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	2	2	2
