typo	tf	df	sdf	correct	tf	df	sdf
kurdale	0	0	0	kurdele	0	0	0
halisinasyon	0	0	0	halüsinasyon	1	1	1
asvalt	0	0	0	asfalt	1	1	1
süprüz	0	0	0	sürpriz	50	46	54
kolanya	0	0	0	kolonya	0	0	3
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	0	0	3
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	3
kokreç	0	0	0	kokoreç	0	0	0
döndermek	0	0	0	döndürmek	2	2	2
egsantrik	0	0	0	eksantrik	0	0	0
afaroz	0	0	0	aforoz	2	2	2
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	0	0	0
cenderme	0	0	0	jandarma	23	14	15
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	0
leyen	0	0	0	leğen	5	4	4
satlık	0	0	0	satılık	3	3	3
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	1	1	1
püsküvüt	0	0	0	bisküvi	0	0	3
prooram	0	0	0	program	29	23	204
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	10	8	15
müracat	0	0	0	müracaat	5	5	9
tenbel	0	0	0	tembel	0	0	0
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	6	6	7
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	6	5	20
aşşağı	0	0	0	aşağı	62	31	57
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	0
valeybol	0	0	0	voleybol	2	2	2
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	0	0	0
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	2	2	3
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	0	0	0
askari	0	0	0	asgari	10	8	9
ıstanbul	0	0	0	istanbul	68	43	89
şevkat	0	0	0	şefkat	1	1	2
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	1	1	1
menüsküs	0	0	0	menisküs	0	0	0
çoşku	0	0	0	coşku	2	2	16
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	39	36	43
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	18	17	43
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	15	14	15
nötür	0	0	0	nötr	1	1	1
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	2	2	5
ciyer	0	0	0	ciğer	0	0	2
sandöviç	0	0	0	sandviç	3	2	4
kollej	0	0	0	kolej	0	0	10
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	160	136	136
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	7	4	4
eyitim	0	0	0	eğitim	248	142	191
siluet	0	0	0	silüet	0	0	1
takikardi	0	0	0	taşikardi	0	0	0
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	0	0	5
romörkör	0	0	0	römorkör	0	0	1
kolleksiyon	0	0	0	koleksiyon	4	3	9
eşortman	0	0	0	eşofman	1	1	1
küpür	0	0	0	kupür	0	0	1
pattiz	0	0	0	patates	8	3	3
kopye	0	0	0	kopya	11	4	8
erezyon	0	0	0	erozyon	0	0	0
kiprik	0	0	0	kirpik	0	0	0
entellektüel	0	0	0	entelektüel	2	2	2
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	0
ağostos	0	0	0	ağustos	39	36	43
anfi	0	0	0	amfi	0	0	2
tükrük	0	0	0	tükürük	0	0	0
sıvas	0	0	0	sivas	4	4	4
menapoz	0	0	0	menopoz	0	0	0
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	44	37	38
fites	0	0	0	vites	0	0	1
şayibe	0	0	0	şaibe	0	0	1
nalet	0	0	0	lanet	0	0	3
felan	0	0	0	falan	3	3	6
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	1	1	1
anartar	0	0	0	anahtar	9	8	12
çukolata	0	0	0	çikolata	5	2	2
sitriptiz	0	0	0	striptiz	4	3	3
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	2	2	2
sezeryan	0	0	0	sezaryen	0	0	2
tasviye	0	0	0	tasfiye	3	2	2
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	484	395	402
egzost	0	0	0	egzoz	4	4	4
şindi	0	0	0	şimdi	150	130	257
muhattap	0	0	0	muhatap	11	10	17
tasfir	0	0	0	tasvir	4	3	5
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	13	10	10
kanpanya	0	0	0	kampanya	31	25	93
variyetli	0	0	0	zengin	82	52	92
vejeteryan	0	0	0	vejetaryen	4	2	2
tahamül	0	0	0	tahammül	9	7	9
müsbet	0	0	0	müspet	1	1	1
antiparantez	0	0	0	antrparantez	0	0	0
tekrardan	0	0	0	tekrar	159	130	168
testesteron	0	0	0	testosteron	4	2	2
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	5	5	5
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	0
masus	0	0	0	mahsus	1	1	1
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	2
ezzane	0	0	0	eczane	0	0	9
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	2	2	3
tesbit	0	0	0	tespit	205	157	180
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	3
merağını	0	0	0	merakını	0	0	1
tesbih	0	0	0	tespih	0	0	0
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	17	14	23
yannız	0	0	0	yalnız	28	21	49
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	0	0	0
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	4	4	4
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	12	10	19
eksozt	0	0	0	egzoz	4	4	4
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	5	2	2
yalnış	0	0	0	yanlış	91	72	89
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	0
meyva	0	0	0	meyve	14	13	17
seyehat	0	0	0	seyahat	45	34	47
allerji	0	0	0	alerji	0	0	1
gangaster	0	0	0	gangster	0	0	1
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	3	3	3
bisküüt	0	0	0	bisküvi	0	0	3
azarbeycan	0	0	0	azerbaycan	112	47	56
şanzuman	0	0	0	şanzıman	0	0	0
münübüs	0	0	0	minibüs	2	2	6
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	2
sandoviç	0	0	0	sandviç	3	2	4
deyil	0	0	0	değil	497	367	427
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	0	0	3
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	79	55	93
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	28	23	25
öğe	0	0	0	öge	1	1	3
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	0	0	3
ceryan	0	0	0	cereyan	3	3	3
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	23	14	15
nülüfer	0	0	0	nilüfer	0	0	0
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	7	6	7
halisünasyon	0	0	0	halüsinasyon	1	1	1
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	14	12	12
istambul	0	0	0	istanbul	68	43	89
trabzan	0	0	0	tırabzan	0	0	0
klavuz	0	0	0	kılavuz	1	1	1
benle	0	0	0	benimle	4	4	4
olaraktan	0	0	0	olarak	2387	1348	1349
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	137	86	499
ıstırap	0	0	0	ızdırap	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	1	1	1
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	0	0	3
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	1	1	1
komünükasyon	0	0	0	komünikasyon	0	0	1
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	4	3	4
panaroma	0	0	0	panorama	2	1	1
çekinser	0	0	0	çekimser	15	12	12
eksoz	0	0	0	egzoz	4	4	4
labaratuar	0	0	0	laboratuvar	10	7	14
laylon	0	0	0	naylon	1	1	1
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	5	5	10
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	5	4	4
aliminyum	0	0	0	alüminyum	3	3	3
mahsuz	0	0	0	mahsus	1	1	1
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	24	12	24
aporlor	0	0	0	hoparlör	0	0	2
statyum	0	0	0	stadyum	2	2	10
yannış	0	0	0	yanlış	91	72	89
muaffak	0	0	0	muvaffak	0	0	0
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	15	14	15
istihbaratlar	0	0	0	istihbarat	140	84	101
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	0	0	2
fesetmek	0	0	0	feshetmek	0	0	0
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	48	42	142
pisküüt	0	0	0	bisküvi	0	0	3
dekaratör	0	0	0	dekoratör	0	0	0
proğram	0	0	0	program	29	23	204
alobora	0	0	0	alabora	2	2	2
fermar	0	0	0	fermuar	0	0	0
artis	0	0	0	artist	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	14	4	4
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	50	46	54
seramoni	0	0	0	seremoni	0	0	1
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	0	0	0
kordale	0	0	0	kurdele	0	0	0
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	2	1	1
deyer	0	0	0	değer	25	20	426
pisiklet	0	0	0	bisiklet	18	7	15
provakatör	0	0	0	provokatör	0	0	1
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	13	8	10
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	3
oğostos	0	0	0	ağustos	39	36	43
assubay	0	0	0	astsubay	1	1	1
meraba	0	0	0	merhaba	6	4	4
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	450	391	392
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	3	2	4
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	128	96	293
gömetri	0	0	0	geometri	0	0	0
peştemal	0	0	0	peştamal	0	0	0
müraccat	0	0	0	müracaat	5	5	9
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	0	0	0
mütahit	0	0	0	müteahhit	1	1	2
ahlağın	0	0	0	ahlakın	0	0	1
evsane	0	0	0	efsane	6	6	18
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	4	4	7
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	135	102	426
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	13	9	29
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	17	17	24
eylenmek	0	0	0	eğlenmek	3	3	3
cimnastik	0	0	0	jimnastik	1	1	1
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	4	4	5
sarmısak	0	0	0	sarımsak	0	0	0
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	6	6	18
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
