typo	tf	df	sdf	correct	tf	df	sdf
seramoni	0	0	5	seremoni	12	11	36
arefe	2	1	5	arife	19	14	47
kurdela	1	1	5	kurdele	15	13	44
herkez	3	3	4	herkes	2387	1767	3486
fantazi	3	3	4	fantezi	32	23	30
meslekdaş	0	0	4	meslektaş	3	3	251
fasülye	3	3	4	fasulye	49	29	31
kolleksiyon	0	0	4	koleksiyon	76	48	223
azerbeycan	3	3	4	azerbaycan	546	263	326
kalemşör	1	1	4	kalemşor	0	0	0
heycan	1	1	3	heyecan	453	391	1192
rezarvasyon	2	2	3	rezervasyon	53	31	54
şifai	3	3	3	şifahi	4	2	2
vehamet	0	0	3	vahamet	4	4	17
duymamazlık	0	0	3	duymazlık	0	0	3
menüsküs	3	3	3	menisküs	100	23	26
kominist	3	3	3	komünist	179	130	136
zerafet	2	2	3	zarafet	5	3	16
maydonoz	3	3	3	maydanoz	32	20	23
netekim	3	3	3	nitekim	169	153	153
nisbet	0	0	3	nispet	1	1	81
ıstırap	3	3	3	ızdırap	14	12	14
techizat	1	1	3	teçhizat	19	19	51
parelel	3	3	3	paralel	323	281	332
pantalon	2	2	3	pantolon	65	43	99
provakatör	1	1	3	provokatör	5	5	15
steteskop	0	0	2	stetoskop	0	0	0
azarbaycan	2	2	2	azerbaycan	546	263	326
eşşek	3	2	2	eşek	68	35	44
arabeks	4	2	2	arabesk	117	58	68
santranç	2	2	2	satranç	115	41	43
dinazor	2	1	2	dinozor	12	5	7
leyen	2	2	2	leğen	21	19	24
çinakop	2	2	2	çinekop	46	11	11
kakafoni	2	2	2	kakofoni	0	0	0
aşşağı	2	2	2	aşağı	460	359	813
sütüdyo	0	0	2	stüdyo	54	44	199
tükrük	3	2	2	tükürük	79	54	61
sıvas	0	0	2	sivas	483	336	767
felan	2	2	2	falan	295	224	244
üzre	1	1	2	üzere	6091	4736	4818
vejeteryan	3	2	2	vejetaryen	14	8	10
meyva	1	1	2	meyve	498	262	397
seyehat	2	2	2	seyahat	421	283	418
kaparo	5	2	2	kapora	8	3	3
kipri	0	0	2	kirpi	48	24	38
mağma	2	2	2	magma	3	3	3
panaroma	2	2	2	panorama	15	13	22
kilot	0	0	2	külot	1	1	4
proğram	0	0	2	program	734	558	3214
ahçı	1	1	2	aşçı	47	39	62
şarz	1	1	1	şarj	134	52	106
teşfik	1	1	1	teşvik	950	566	730
alimünyum	1	1	1	alüminyum	63	28	30
karnıbahar	1	1	1	karnabahar	14	13	13
lakayt	2	1	1	lakayıt	0	0	0
afganlı	1	1	1	afgan	142	63	336
taşaron	1	1	1	taşeron	166	76	106
azemi	2	1	1	azami	161	108	112
ultimatom	1	1	1	ültimatom	13	10	12
kurdale	0	0	1	kurdele	15	13	44
cenderme	1	1	1	jandarma	1343	691	754
hakkaten	1	1	1	hakikaten	121	110	111
miğde	1	1	1	mide	310	139	208
bilmemezlik	0	0	1	bilmezlik	0	0	1
mürüvet	3	1	1	mürüvvet	17	8	11
arozöz	1	1	1	arazöz	4	3	3
sibop	0	0	1	supap	4	2	2
askari	1	1	1	asgari	648	232	250
inkilap	0	0	1	inkılap	21	16	26
erzağı	0	0	1	erzakı	0	0	0
romörkör	0	0	1	römorkör	12	7	15
erezyon	1	1	1	erozyon	3	2	8
akapunktur	2	1	1	akupunktur	31	11	13
menapoz	0	0	1	menopoz	38	21	35
salomanje	1	1	1	salamanje	0	0	0
egzost	1	1	1	egzoz	26	20	23
sovan	1	1	1	soğan	65	43	60
riks	0	0	1	risk	914	542	1470
istakoz	1	1	1	ıstakoz	1	1	4
egzos	0	0	1	egzoz	26	20	23
biodizel	2	1	1	biyodizel	3	2	2
kaysı	0	0	1	kayısı	49	33	37
yalnış	0	0	1	yanlış	1902	1386	1703
megolaman	0	0	1	megaloman	0	0	2
pisküvi	0	0	1	bisküvi	49	32	45
poça	0	0	1	poğaça	8	7	9
radyosyon	1	1	1	radyasyon	101	52	73
halisünasyon	1	1	1	halüsinasyon	3	3	3
eksoz	0	0	1	egzoz	26	20	23
labaratuar	1	1	1	laboratuvar	92	73	198
payton	1	1	1	fayton	6	2	4
muaffak	1	1	1	muvaffak	14	12	14
nacizane	1	1	1	naçizane	10	10	10
kapşon	0	0	1	kapüşon	4	3	10
artiz	1	1	1	artist	18	16	45
aferim	1	1	1	aferin	9	9	9
deyer	1	1	1	değer	1021	727	6887
yımırta	1	1	1	yumurta	306	141	219
peştemal	0	0	1	peştamal	0	0	0
mürivet	1	1	1	mürüvvet	17	8	11
parende	1	1	1	perende	0	0	0
ıskonto	1	1	1	iskonto	5	4	6
muzur	0	0	1	muzır	1	1	2
çiflik	0	0	1	çiftlik	58	37	64
sarmısak	0	0	1	sarımsak	63	23	28
küvöz	0	0	1	kuvöz	3	2	11
bilader	1	1	1	birader	8	3	5
pardesü	0	0	1	pardösü	2	2	2
egsoz	0	0	0	egzoz	26	20	23
herıld	0	0	0	herhalde	392	329	329
ultümaton	0	0	0	ültimatom	13	10	12
oporlor	0	0	0	hoparlör	8	7	41
ceton	0	0	0	jeton	1	1	4
gökan	0	0	0	gökhan	1363	750	766
teferuat	0	0	0	teferruat	4	3	11
aptes	0	0	0	abdest	25	15	30
çünki	0	0	0	çünkü	4223	2837	2837
tahtarevalli	0	0	0	tahterevalli	1	1	1
sueter	0	0	0	süveter	3	2	3
mozayik	0	0	0	mozaik	28	15	24
rakkam	0	0	0	rakam	472	399	1420
südyen	0	0	0	sütyen	3	2	7
bilimum	0	0	0	bilumum	2	2	2
pattes	0	0	0	patates	110	72	75
aparatif	0	0	0	aperitif	0	0	0
ekistra	0	0	0	ekstra	180	155	164
florasan	0	0	0	floresan	0	0	5
menecer	0	0	0	menajer	189	156	613
poaça	0	0	0	poğaça	8	7	9
distribitör	0	0	0	distribütör	8	7	47
parağraf	0	0	0	paragraf	3	3	7
alarım	0	0	0	alarm	126	109	254
celatin	0	0	0	jelatin	3	3	4
supab	0	0	0	supap	4	2	2
tenbih	0	0	0	tembih	2	2	7
tanpon	0	0	0	tampon	56	39	45
aperatif	0	0	0	aperitif	0	0	0
tiyo	0	0	0	tüyo	6	6	22
atmasyon	0	0	0	uydurma	31	29	87
hoporlör	0	0	0	hoparlör	8	7	41
uydurmasyon	0	0	0	uydurma	31	29	87
gazte	0	0	0	gazete	755	493	4527
proleterya	0	0	0	proletarya	0	0	1
şemşiye	0	0	0	şemsiye	32	17	44
gravat	0	0	0	kravat	34	21	32
halisinasyon	0	0	0	halüsinasyon	3	3	3
asvalt	0	0	0	asfalt	57	36	55
süprüz	0	0	0	sürpriz	968	774	985
kolanya	0	0	0	kolonya	9	7	13
ansımak	0	0	0	anımsamak	1	1	1
atelye	0	0	0	atölye	50	36	149
ekzantrik	0	0	0	eksantrik	4	4	4
yakinimdir	0	0	0	yakınımdır	1	1	1
kokreç	0	0	0	kokoreç	13	4	5
döndermek	0	0	0	döndürmek	19	18	20
egsantrik	0	0	0	eksantrik	4	4	4
afaroz	0	0	0	aforoz	9	8	8
şarter	0	0	0	şalter	4	4	8
afilli	0	0	0	afili	4	4	5
promasyon	0	0	0	promosyon	82	28	46
subap	0	0	0	supap	4	2	2
ukela	0	0	0	ukala	17	12	15
düyüm	0	0	0	düğüm	7	7	30
satlık	0	0	0	satılık	47	38	39
ukele	0	0	0	ukala	17	12	15
püsküvüt	0	0	0	bisküvi	49	32	45
prooram	0	0	0	program	734	558	3214
opsayd	0	0	0	ofsayt	81	43	56
tenbel	0	0	0	tembel	19	13	32
karisör	0	0	0	karoser	0	0	3
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	52	47	51
mürettebatlar	0	0	0	mürettebat	26	19	65
gometri	0	0	0	geometri	13	13	35
valeybol	0	0	0	voleybol	672	386	443
aşırmasyon	0	0	0	aşırma	0	0	0
konsansüs	0	0	0	konsensüs	13	12	15
kirbit	0	0	0	kibrit	15	14	19
amartisör	0	0	0	amortisör	1	1	2
kitlemek	0	0	0	kilitlemek	2	1	1
tirbüşon	0	0	0	tirbuşon	0	0	0
tahüt	0	0	0	taahüt	2	2	3
oğustos	0	0	0	ağustos	794	569	635
mütaakip	0	0	0	müteakip	103	91	91
tafsiye	0	0	0	tavsiye	429	351	615
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	2
matamatik	0	0	0	matematik	176	111	138
nötür	0	0	0	nötr	19	13	19
ciyer	0	0	0	ciğer	13	8	52
sandöviç	0	0	0	sandviç	12	11	19
kollej	0	0	0	kolej	34	29	261
palyanço	0	0	0	palyaço	9	6	9
amaciyle	0	0	0	amacıyla	1939	1594	1594
birfiil	0	0	0	bilfiil	3	3	3
keşki	0	0	0	keşke	368	267	275
eyitim	0	0	0	eğitim	4623	2422	3086
takikardi	0	0	0	taşikardi	7	6	6
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	18	17	38
eşortman	0	0	0	eşofman	16	8	25
pattiz	0	0	0	patates	110	72	75
kopye	0	0	0	kopya	63	40	130
kiprik	0	0	0	kirpik	4	2	6
kavonoz	0	0	0	kavanoz	12	10	16
ağostos	0	0	0	ağustos	794	569	635
fites	0	0	0	vites	37	23	53
şayibe	0	0	0	şaibe	9	7	27
nalet	0	0	0	lanet	17	14	70
ziğnet	0	0	0	ziynet	82	46	46
aşofman	0	0	0	eşofman	16	8	25
anartar	0	0	0	anahtar	122	98	229
çukolata	0	0	0	çikolata	138	81	103
sitriptiz	0	0	0	striptiz	26	20	25
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	672	386	443
tasviye	0	0	0	tasfiye	106	76	83
ilüzyon	0	0	0	illüzyon	12	9	15
şindi	0	0	0	şimdi	3599	2585	3679
tasfir	0	0	0	tasvir	34	30	36
birhaber	0	0	0	bihaber	3	3	3
kozmatik	0	0	0	kozmetik	119	72	75
kanpanya	0	0	0	kampanya	297	205	699
variyetli	0	0	0	zengin	844	555	920
tahamül	0	0	0	tahammül	89	76	139
müsbet	0	0	0	müspet	17	16	17
antiparantez	0	0	0	antrparantez	0	0	0
acizane	0	0	0	naçizane	10	10	10
tolorans	0	0	0	tolerans	50	37	63
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	19	15	40
masus	0	0	0	mahsus	40	34	38
istepne	0	0	0	stepne	0	0	2
acitasyon	0	0	0	ajitasyon	3	3	3
opörlör	0	0	0	hoparlör	8	7	41
ezzane	0	0	0	eczane	52	38	114
karegrafi	0	0	0	koreografi	20	15	38
üvertür	0	0	0	uvertür	0	0	2
profütürül	0	0	0	profiterol	9	5	6
merağını	0	0	0	merakını	15	14	21
eskirim	0	0	0	eskrim	21	8	11
hukuğun	0	0	0	hukukun	151	130	207
yannız	0	0	0	yalnız	877	716	1280
lağbo	0	0	0	lavabo	19	10	20
deyinmek	0	0	0	değinmek	13	13	13
mahlukatlar	0	0	0	mahlukat	0	0	0
profütür	0	0	0	profiterol	9	5	6
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	23	18	22
karayca	0	0	0	karaimce	0	0	0
gardolap	0	0	0	gardırop	1	1	3
teşebüs	0	0	0	teşebbüs	218	153	220
eksozt	0	0	0	egzoz	26	20	23
çukulata	0	0	0	çikolata	138	81	103
lavobo	0	0	0	lavabo	19	10	20
gangaster	0	0	0	gangster	3	3	5
entrasan	0	0	0	enteresan	116	97	108
bisküüt	0	0	0	bisküvi	49	32	45
azarbeycan	0	0	0	azerbaycan	546	263	326
şanzuman	0	0	0	şanzıman	15	13	19
münübüs	0	0	0	minibüs	257	134	252
sandoviç	0	0	0	sandviç	12	11	19
deyil	0	0	0	değil	10756	6217	7610
ahpab	0	0	0	ahbap	1	1	1
törörist	0	0	0	terörist	620	366	693
mefta	0	0	0	mevta	2	2	2
kırahathane	0	0	0	kıraathane	6	6	8
sohpet	0	0	0	sohbet	632	533	708
ceryan	0	0	0	cereyan	40	33	35
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	13	4	5
candarma	0	0	0	jandarma	1343	691	754
nülüfer	0	0	0	nilüfer	247	135	147
karsör	0	0	0	karoser	0	0	3
ilizyon	0	0	0	illüzyon	12	9	15
istambul	0	0	0	istanbul	10541	5138	6704
trabzan	0	0	0	tırabzan	0	0	1
klavuz	0	0	0	kılavuz	27	24	90
olaraktan	0	0	0	olarak	34073	16844	16849
dabruka	0	0	0	darbuka	4	3	5
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	31	28	72
kavaltı	0	0	0	kahvaltı	136	92	188
muacir	0	0	0	muhacir	2	2	3
komünükasyon	0	0	0	komünikasyon	2	2	3
beyenmek	0	0	0	beğenmek	7	7	8
mazohist	0	0	0	mazoşist	1	1	1
okşizen	0	0	0	oksijen	123	86	117
çekinser	0	0	0	çekimser	42	31	32
laylon	0	0	0	naylon	28	19	28
revanş	0	0	0	rövanş	402	295	436
müsayit	0	0	0	müsait	165	135	146
aliminyum	0	0	0	alüminyum	63	28	30
mahsuz	0	0	0	mahsus	40	34	38
vürüs	0	0	0	virüs	218	111	189
aporlor	0	0	0	hoparlör	8	7	41
statyum	0	0	0	stadyum	88	61	295
yannış	0	0	0	yanlış	1902	1386	1703
karemel	0	0	0	karamel	6	6	6
manüpülasyon	0	0	0	manipülasyon	22	18	41
fesetmek	0	0	0	feshetmek	3	3	3
herkeş	0	0	0	herkes	2387	1767	3486
pisküüt	0	0	0	bisküvi	49	32	45
dekaratör	0	0	0	dekoratör	3	3	7
alobora	0	0	0	alabora	69	39	43
fermar	0	0	0	fermuar	2	2	14
muşanba	0	0	0	muşamba	1	1	1
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	20	11	20
aşentiyon	0	0	0	eşantiyon	9	7	7
kordale	0	0	0	kurdele	15	13	44
dispirator	0	0	0	distribütör	8	7	47
mokasen	0	0	0	makosen	0	0	0
pisiklet	0	0	0	bisiklet	205	92	143
dökümanter	0	0	0	dokümanter	1	1	1
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	5	4	45
oğostos	0	0	0	ağustos	794	569	635
assubay	0	0	0	astsubay	239	116	143
meraba	0	0	0	merhaba	115	97	105
prolüfütür	0	0	0	profiterol	9	5	6
ayrıyeten	0	0	0	ayrıca	4644	3872	3941
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	12	11	19
akrapol	0	0	0	akropol	1	1	2
oparasyon	0	0	0	operasyon	1369	857	1996
gömetri	0	0	0	geometri	13	13	35
müraccat	0	0	0	müracaat	249	174	233
mazohizm	0	0	0	mazoşizm	0	0	1
melemen	0	0	0	menemen	62	40	44
aşantiyon	0	0	0	eşantiyon	9	7	7
naturel	0	0	0	natürel	9	6	6
mütahit	0	0	0	müteahhit	63	44	110
ahlağın	0	0	0	ahlakın	12	12	26
evsane	0	0	0	efsane	350	287	512
sudyen	0	0	0	sütyen	3	2	7
amarika	0	0	0	amerika	936	668	2146
gangren	0	0	0	kangren	9	9	14
dekarasyon	0	0	0	dekorasyon	23	18	31
boğça	0	0	0	poğaça	8	7	9
layik	0	0	0	laik	106	82	131
eylenmek	0	0	0	eğlenmek	20	19	19
fortmanto	0	0	0	portmanto	0	0	0
egzantrik	0	0	0	eksantrik	4	4	4
