typo	tf	df	sdf	correct	tf	df	sdf
karisör	0	0	0	karoser	0	0	1
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	8	7	7
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	6	4	14
mürüvet	0	0	0	mürüvvet	5	2	3
gometri	0	0	0	geometri	12	12	16
valeybol	0	0	0	voleybol	34	20	24
aşırmasyon	0	0	0	aşırma	0	0	0
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	3	2	2
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	2	2	3
askari	0	0	0	asgari	145	64	66
amartisör	0	0	0	amortisör	0	0	1
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
tahüt	0	0	0	taahüt	1	1	1
penbe	0	0	0	pembe	22	19	21
oğustos	0	0	0	ağustos	167	119	134
mütaakip	0	0	0	müteakip	25	18	18
tafsiye	0	0	0	tavsiye	97	72	108
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	58	37	42
nötür	0	0	0	nötr	6	5	5
sütüdyo	0	0	0	stüdyo	10	9	46
ciyer	0	0	0	ciğer	7	4	15
sandöviç	0	0	0	sandviç	2	2	5
kollej	0	0	0	kolej	2	2	24
palyanço	0	0	0	palyaço	2	2	3
amaciyle	0	0	0	amacıyla	331	279	279
birfiil	0	0	0	bilfiil	1	1	1
keşki	0	0	0	keşke	80	63	66
eyitim	0	0	0	eğitim	806	453	605
takikardi	0	0	0	taşikardi	1	1	1
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	5	4	7
şöför	0	0	0	şoför	28	23	77
eşortman	0	0	0	eşofman	1	1	5
küpür	0	0	0	kupür	0	0	5
pattiz	0	0	0	patates	37	24	25
kopye	0	0	0	kopya	15	11	26
erezyon	0	0	0	erozyon	0	0	1
kiprik	0	0	0	kirpik	0	0	2
entellektüel	0	0	0	entelektüel	22	15	18
akapunktur	0	0	0	akupunktur	3	1	2
kavonoz	0	0	0	kavanoz	5	3	5
ağostos	0	0	0	ağustos	167	119	134
anfi	0	0	0	amfi	1	1	4
tükrük	0	0	0	tükürük	19	13	13
menapoz	0	0	0	menopoz	5	2	7
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	122	103	105
fites	0	0	0	vites	8	4	7
şayibe	0	0	0	şaibe	5	4	9
nalet	0	0	0	lanet	5	4	13
ziğnet	0	0	0	ziynet	20	10	10
aşofman	0	0	0	eşofman	1	1	5
anartar	0	0	0	anahtar	22	16	45
çukolata	0	0	0	çikolata	58	29	35
sitriptiz	0	0	0	striptiz	4	2	4
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	34	20	24
tasviye	0	0	0	tasfiye	46	25	26
ilüzyon	0	0	0	illüzyon	0	0	3
egzost	0	0	0	egzoz	2	2	2
şindi	0	0	0	şimdi	885	582	758
sovan	0	0	0	soğan	45	25	29
tasfir	0	0	0	tasvir	8	6	7
birhaber	0	0	0	bihaber	1	1	1
kozmatik	0	0	0	kozmetik	28	14	16
kanpanya	0	0	0	kampanya	64	41	136
riks	0	0	0	risk	183	103	278
variyetli	0	0	0	zengin	175	118	189
vejeteryan	0	0	0	vejetaryen	5	3	5
tahamül	0	0	0	tahammül	19	18	28
müsbet	0	0	0	müspet	5	5	5
antiparantez	0	0	0	antrparantez	0	0	0
acizane	0	0	0	naçizane	1	1	1
tolorans	0	0	0	tolerans	6	5	14
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	3	3	9
masus	0	0	0	mahsus	6	6	7
istepne	0	0	0	stepne	0	0	1
acitasyon	0	0	0	ajitasyon	1	1	1
opörlör	0	0	0	hoparlör	0	0	8
ezzane	0	0	0	eczane	13	7	12
karegrafi	0	0	0	koreografi	5	3	6
tenefüs	0	0	0	teneffüs	1	1	3
üvertür	0	0	0	uvertür	0	0	1
profütürül	0	0	0	profiterol	8	4	4
istakoz	0	0	0	ıstakoz	0	0	1
merağını	0	0	0	merakını	2	2	3
eskirim	0	0	0	eskrim	0	0	1
hukuğun	0	0	0	hukukun	31	22	35
yannız	0	0	0	yalnız	174	138	242
lağbo	0	0	0	lavabo	6	3	5
deyinmek	0	0	0	değinmek	0	0	0
zerafet	0	0	0	zarafet	1	1	5
mahlukatlar	0	0	0	mahlukat	0	0	0
profütür	0	0	0	profiterol	8	4	4
egzos	0	0	0	egzoz	2	2	2
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	9	8	9
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	1	1	2
teşebüs	0	0	0	teşebbüs	38	26	32
eksozt	0	0	0	egzoz	2	2	2
kaysı	0	0	0	kayısı	17	10	10
çukulata	0	0	0	çikolata	58	29	35
yalnış	0	0	0	yanlış	340	264	327
lavobo	0	0	0	lavabo	6	3	5
meyva	0	0	0	meyve	93	46	72
seyehat	0	0	0	seyahat	90	60	92
allerji	0	0	0	alerji	7	4	18
gangaster	0	0	0	gangster	0	0	1
kaparo	0	0	0	kapora	0	0	0
entrasan	0	0	0	enteresan	17	17	20
bisküüt	0	0	0	bisküvi	7	6	7
azarbeycan	0	0	0	azerbaycan	96	42	56
şanzuman	0	0	0	şanzıman	3	3	4
azerbeycan	0	0	0	azerbaycan	96	42	56
münübüs	0	0	0	minibüs	49	28	48
menejer	0	0	0	menajer	21	16	72
ötenazi	0	0	0	ötanazi	6	3	5
sandoviç	0	0	0	sandviç	2	2	5
deyil	0	0	0	değil	2532	1302	1532
ahpab	0	0	0	ahbap	1	1	1
mentalite	0	0	0	mantalite	0	0	2
törörist	0	0	0	terörist	165	99	163
mefta	0	0	0	mevta	2	2	2
kırahathane	0	0	0	kıraathane	2	2	4
sohpet	0	0	0	sohbet	143	110	170
kipri	0	0	0	kirpi	3	1	5
ceryan	0	0	0	cereyan	5	5	6
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	4	2	3
candarma	0	0	0	jandarma	198	104	115
nülüfer	0	0	0	nilüfer	13	11	11
karsör	0	0	0	karoser	0	0	1
radyosyon	0	0	0	radyasyon	11	8	12
halisünasyon	0	0	0	halüsinasyon	1	1	1
ilizyon	0	0	0	illüzyon	0	0	3
netekim	0	0	0	nitekim	51	45	45
istambul	0	0	0	istanbul	2412	1109	1332
trabzan	0	0	0	tırabzan	0	0	1
klavuz	0	0	0	kılavuz	8	5	19
olaraktan	0	0	0	olarak	6444	2977	2978
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	177	113	842
ıstırap	0	0	0	ızdırap	3	3	3
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	1	1	8
kavaltı	0	0	0	kahvaltı	33	19	39
muacir	0	0	0	muhacir	0	0	0
komünükasyon	0	0	0	komünikasyon	1	1	1
mağma	0	0	0	magma	1	1	1
beyenmek	0	0	0	beğenmek	4	4	4
mazohist	0	0	0	mazoşist	1	1	1
okşizen	0	0	0	oksijen	16	11	12
panaroma	0	0	0	panorama	5	5	10
çekinser	0	0	0	çekimser	14	9	9
eksoz	0	0	0	egzoz	2	2	2
labaratuar	0	0	0	laboratuvar	17	11	33
laylon	0	0	0	naylon	2	2	6
revanş	0	0	0	rövanş	25	23	33
müsayit	0	0	0	müsait	24	21	23
aliminyum	0	0	0	alüminyum	4	4	5
mahsuz	0	0	0	mahsus	6	6	7
vürüs	0	0	0	virüs	27	11	23
aporlor	0	0	0	hoparlör	0	0	8
statyum	0	0	0	stadyum	5	5	40
yannış	0	0	0	yanlış	340	264	327
muaffak	0	0	0	muvaffak	2	2	4
parelel	0	0	0	paralel	86	73	87
karemel	0	0	0	karamel	4	4	4
manüpülasyon	0	0	0	manipülasyon	4	4	9
fesetmek	0	0	0	feshetmek	1	1	1
herkeş	0	0	0	herkes	536	369	683
pisküüt	0	0	0	bisküvi	7	6	7
dekaratör	0	0	0	dekoratör	1	1	2
proğram	0	0	0	program	154	116	546
alobora	0	0	0	alabora	16	11	11
fermar	0	0	0	fermuar	0	0	3
kapşon	0	0	0	kapüşon	1	1	3
muşanba	0	0	0	muşamba	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	1	1	5
aşentiyon	0	0	0	eşantiyon	3	3	3
artiz	0	0	0	artist	2	2	9
kordale	0	0	0	kurdele	7	5	9
dispirator	0	0	0	distribütör	2	2	13
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
deyer	0	0	0	değer	273	182	1300
pisiklet	0	0	0	bisiklet	18	15	24
provakatör	0	0	0	provokatör	3	3	4
dökümanter	0	0	0	dokümanter	0	0	0
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	2	1	4
oğostos	0	0	0	ağustos	167	119	134
assubay	0	0	0	astsubay	21	16	24
meraba	0	0	0	merhaba	29	21	24
prolüfütür	0	0	0	profiterol	8	4	4
ayrıyeten	0	0	0	ayrıca	765	628	643
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	2	2	5
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	255	153	369
gömetri	0	0	0	geometri	12	12	16
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	4	3	15
müraccat	0	0	0	müracaat	72	38	49
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	10	6	7
aşantiyon	0	0	0	eşantiyon	3	3	3
naturel	0	0	0	natürel	1	1	1
kurdela	0	0	0	kurdele	7	5	9
mütahit	0	0	0	müteahhit	15	12	28
ahlağın	0	0	0	ahlakın	4	4	4
evsane	0	0	0	efsane	68	57	113
mürivet	0	0	0	mürüvvet	5	2	3
ahçı	0	0	0	aşçı	14	10	13
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	1
ıskonto	0	0	0	iskonto	0	0	1
amarika	0	0	0	amerika	188	133	400
gangren	0	0	0	kangren	4	4	5
dekarasyon	0	0	0	dekorasyon	7	4	11
boğça	0	0	0	poğaça	5	4	4
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	38	26	38
eylenmek	0	0	0	eğlenmek	5	5	5
cimnastik	0	0	0	jimnastik	8	5	6
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	18	9	13
küvöz	0	0	0	kuvöz	0	0	1
bilader	0	0	0	birader	4	1	2
egzantrik	0	0	0	eksantrik	1	1	1
pardesü	0	0	0	pardösü	0	0	0
