typo	tf	df	sdf	correct	tf	df	sdf
tenbih	0	0	0	tembih	0	0	0
arabeks	0	0	0	arabesk	37	7	8
tanpon	0	0	0	tampon	0	0	0
aperatif	0	0	0	aperitif	0	0	0
tiyo	0	0	0	tüyo	0	0	0
atmasyon	0	0	0	uydurma	0	0	1
ultimatom	0	0	0	ültimatom	0	0	0
hoporlör	0	0	0	hoparlör	0	0	0
uydurmasyon	0	0	0	uydurma	0	0	1
gazte	0	0	0	gazete	20	16	119
proleterya	0	0	0	proletarya	0	0	1
santranç	0	0	0	satranç	1	1	1
vehamet	0	0	0	vahamet	0	0	2
şemşiye	0	0	0	şemsiye	0	0	0
gravat	0	0	0	kravat	1	1	1
kurdale	0	0	0	kurdele	0	0	2
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	5	2	2
süprüz	0	0	0	sürpriz	26	25	46
kolanya	0	0	0	kolonya	0	0	1
dinazor	0	0	0	dinozor	4	1	1
ansımak	0	0	0	anımsamak	1	1	1
atelye	0	0	0	atölye	10	6	34
ekzantrik	0	0	0	eksantrik	3	3	3
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	0	0	0
dakka	0	0	0	dakika	12	10	42
döndermek	0	0	0	döndürmek	0	0	0
egsantrik	0	0	0	eksantrik	3	3	3
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	0	0	0
cenderme	0	0	0	jandarma	7	3	5
duymamazlık	0	0	0	duymazlık	0	0	1
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	7
leyen	0	0	0	leğen	0	0	0
satlık	0	0	0	satılık	5	4	4
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	6	6	6
püsküvüt	0	0	0	bisküvi	0	0	1
prooram	0	0	0	program	43	33	140
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	3	3	6
müracat	0	0	0	müracaat	0	0	0
tenbel	0	0	0	tembel	1	1	1
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	3	3	3
bilmemezlik	0	0	0	bilmezlik	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	2
aşşağı	0	0	0	aşağı	17	12	26
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	2
valeybol	0	0	0	voleybol	0	0	0
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	1	1	1
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	1	1	1
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	0	0	2
askari	0	0	0	asgari	4	2	2
şevkat	0	0	0	şefkat	1	1	2
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	7	3	3
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	6	3	3
menüsküs	0	0	0	menisküs	0	0	0
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	17	13	16
mütaakip	0	0	0	müteakip	4	4	4
tafsiye	0	0	0	tavsiye	7	6	14
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	4	4	4
nötür	0	0	0	nötr	0	0	0
erzağı	0	0	0	erzakı	0	0	0
ciyer	0	0	0	ciğer	2	2	4
sandöviç	0	0	0	sandviç	0	0	0
kollej	0	0	0	kolej	0	0	2
palyanço	0	0	0	palyaço	2	2	2
amaciyle	0	0	0	amacıyla	68	64	64
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	22	15	15
eyitim	0	0	0	eğitim	167	69	112
siluet	0	0	0	silüet	0	0	0
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	3	2	15
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	0	0	1
romörkör	0	0	0	römorkör	0	0	0
şöför	0	0	0	şoför	0	0	3
eşortman	0	0	0	eşofman	0	0	0
müdahele	0	0	0	müdahale	5	4	8
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	5	4	4
kopye	0	0	0	kopya	9	8	17
erezyon	0	0	0	erozyon	0	0	0
kiprik	0	0	0	kirpik	0	0	0
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	1	1	1
ağostos	0	0	0	ağustos	17	13	16
anfi	0	0	0	amfi	1	1	1
tükrük	0	0	0	tükürük	0	0	0
sıvas	0	0	0	sivas	19	7	8
menapoz	0	0	0	menopoz	0	0	0
bugünki	0	0	0	bugünkü	12	11	11
kominist	0	0	0	komünist	7	7	7
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	8
felan	0	0	0	falan	3	3	5
ziğnet	0	0	0	ziynet	1	1	1
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	1	1	2
çukolata	0	0	0	çikolata	6	4	4
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	0	0	0
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	0	0	0
ilüzyon	0	0	0	illüzyon	0	0	1
üzre	0	0	0	üzere	179	136	136
egzost	0	0	0	egzoz	0	0	0
şindi	0	0	0	şimdi	114	93	139
muhattap	0	0	0	muhatap	0	0	1
sovan	0	0	0	soğan	0	0	0
tasfir	0	0	0	tasvir	10	10	12
birhaber	0	0	0	bihaber	1	1	1
kozmatik	0	0	0	kozmetik	4	4	4
kanpanya	0	0	0	kampanya	6	4	15
riks	0	0	0	risk	2	2	5
variyetli	0	0	0	zengin	52	40	68
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	0	0	1
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
mönü	0	0	0	menü	2	1	5
testesteron	0	0	0	testosteron	0	0	0
acizane	0	0	0	naçizane	3	3	3
tolorans	0	0	0	tolerans	0	0	1
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	3
masus	0	0	0	mahsus	4	3	3
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	0	0	0
karegrafi	0	0	0	koreografi	4	4	19
tenefüs	0	0	0	teneffüs	0	0	0
tesbit	0	0	0	tespit	10	8	20
üvertür	0	0	0	uvertür	0	0	1
profütürül	0	0	0	profiterol	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	2	2	2
taxi	0	0	0	taksi	2	2	18
tesbih	0	0	0	tespih	0	0	0
barsak	0	0	0	bağırsak	0	0	0
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	1	1	2
hemşeri	0	0	0	hemşehri	0	0	2
yannız	0	0	0	yalnız	41	38	79
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	1	1	1
mahlukatlar	0	0	0	mahlukat	0	0	0
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	0	0	0
eksozt	0	0	0	egzoz	0	0	0
kaysı	0	0	0	kayısı	2	2	3
çukulata	0	0	0	çikolata	6	4	4
yalnış	0	0	0	yanlış	27	23	32
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	0
meyva	0	0	0	meyve	4	2	8
seyehat	0	0	0	seyahat	9	8	15
allerji	0	0	0	alerji	0	0	0
gangaster	0	0	0	gangster	2	2	2
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	4	3	4
bisküüt	0	0	0	bisküvi	0	0	1
azarbeycan	0	0	0	azerbaycan	20	9	11
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	20	9	11
münübüs	0	0	0	minibüs	0	0	1
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	2	2	4
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	0	0	0
deyil	0	0	0	değil	272	168	218
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	0	0	1
törörist	0	0	0	terörist	5	3	8
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	1	1	1
sohpet	0	0	0	sohbet	20	16	29
kipri	0	0	0	kirpi	0	0	1
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	0	0	2
ceryan	0	0	0	cereyan	1	1	1
yanlız	0	0	0	yalnız	41	38	79
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	7	3	5
nülüfer	0	0	0	nilüfer	18	11	12
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	0	0	1
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	1
netekim	0	0	0	nitekim	5	5	5
istambul	0	0	0	istanbul	653	285	365
parlemento	0	0	0	parlamento	0	0	1
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	2
klavuz	0	0	0	kılavuz	7	7	15
benle	0	0	0	benimle	9	7	7
olaraktan	0	0	0	olarak	1122	547	547
dabruka	0	0	0	darbuka	0	0	0
ıstırap	0	0	0	ızdırap	1	1	1
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	1	1	1
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	5	4	5
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	0	0	0
panaroma	0	0	0	panorama	3	3	4
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	0	0	0
labaratuar	0	0	0	laboratuvar	0	0	2
laylon	0	0	0	naylon	0	0	0
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	0	0	0
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	1	1	1
aliminyum	0	0	0	alüminyum	0	0	0
mahsuz	0	0	0	mahsus	4	3	3
diyaloga	0	0	0	diyaloğa	2	2	2
vürüs	0	0	0	virüs	0	0	0
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	0	0	7
yannış	0	0	0	yanlış	27	23	32
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	0	0	0
nacizane	0	0	0	naçizane	3	3	3
parelel	0	0	0	paralel	16	15	16
istihbaratlar	0	0	0	istihbarat	11	7	7
karemel	0	0	0	karamel	1	1	1
manüpülasyon	0	0	0	manipülasyon	0	0	1
fesetmek	0	0	0	feshetmek	0	0	0
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	69	53	131
pisküüt	0	0	0	bisküvi	0	0	1
dekaratör	0	0	0	dekoratör	1	1	2
personeller	0	0	0	personel	4	3	7
proğram	0	0	0	program	43	33	140
alobora	0	0	0	alabora	7	5	9
fermar	0	0	0	fermuar	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	1	1	2
muşanba	0	0	0	muşamba	0	0	0
seramoni	0	0	0	seremoni	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	8	7	11
kordale	0	0	0	kurdele	0	0	2
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	0
insiyatif	0	0	0	inisiyatif	0	0	0
deyer	0	0	0	değer	41	38	217
pisiklet	0	0	0	bisiklet	1	1	4
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	1	1	1
yımırta	0	0	0	yumurta	6	2	3
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	0
oğostos	0	0	0	ağustos	17	13	16
assubay	0	0	0	astsubay	0	0	1
meraba	0	0	0	merhaba	9	8	8
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	164	127	132
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	0	0	0
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	7	7	24
gömetri	0	0	0	geometri	0	0	2
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	0	0	4
müraccat	0	0	0	müracaat	0	0	0
mazohizm	0	0	0	mazoşizm	0	0	1
melemen	0	0	0	menemen	1	1	1
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	0	0	2
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	5	5	8
evsane	0	0	0	efsane	22	19	53
mürivet	0	0	0	mürüvvet	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	60	36	111
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	7	6	9
dekarasyon	0	0	0	dekorasyon	0	0	2
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	1	1	1
layik	0	0	0	laik	0	0	2
eylenmek	0	0	0	eğlenmek	1	1	1
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	1	1	3
sarmısak	0	0	0	sarımsak	3	1	1
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	0	0	0
egzantrik	0	0	0	eksantrik	3	3	3
pardesü	0	0	0	pardösü	0	0	0
