typo	tf	df	sdf	correct	tf	df	sdf
mürettebatlar	1	1	1	mürettebat	1	1	6
laboratuar	1	1	1	laboratuvar	9	2	7
sandöviç	1	1	1	sandviç	1	1	1
birfiil	1	1	1	bilfiil	1	1	1
müdahele	1	1	1	müdahale	56	25	26
tasviye	1	1	1	tasfiye	1	1	4
gardolap	1	1	1	gardırop	1	1	1
seyehat	1	1	1	seyahat	16	8	13
allerji	1	1	1	alerji	1	1	1
ötenazi	6	1	1	ötanazi	0	0	0
tadilatlar	1	1	1	tadilat	1	1	1
ıstırap	1	1	1	ızdırap	1	1	1
kavaltı	1	1	1	kahvaltı	6	6	13
aliminyum	1	1	1	alüminyum	4	4	4
istihbaratlar	1	1	1	istihbarat	8	4	4
personeller	0	0	1	personel	143	16	29
antreman	1	1	1	antrenman	1	1	1
provakatör	1	1	1	provokatör	0	0	0
peştemal	0	0	1	peştamal	0	0	0
cimnastik	1	1	1	jimnastik	1	1	1
egsoz	0	0	0	egzoz	1	1	1
herıld	0	0	0	herhalde	10	2	2
heycan	0	0	0	heyecan	48	29	30
şarz	0	0	0	şarj	0	0	0
ultümaton	0	0	0	ültimatom	0	0	0
oporlor	0	0	0	hoparlör	12	7	7
ceton	0	0	0	jeton	0	0	0
gökan	0	0	0	gökhan	1	1	1
teferuat	0	0	0	teferruat	0	0	1
aptes	0	0	0	abdest	0	0	0
çünki	0	0	0	çünkü	858	42	42
steteskop	0	0	0	stetoskop	0	0	0
adele	0	0	0	adale	0	0	22
alimünyum	0	0	0	alüminyum	4	4	4
tahtarevalli	0	0	0	tahterevalli	0	0	0
sueter	0	0	0	süveter	0	0	0
mozayik	0	0	0	mozaik	1	1	1
karnıbahar	0	0	0	karnabahar	0	0	0
rezarvasyon	0	0	0	rezervasyon	1	1	1
rakkam	0	0	0	rakam	9	3	25
traş	0	0	0	tıraş	8	4	4
südyen	0	0	0	sütyen	0	0	0
canbaz	0	0	0	cambaz	0	0	0
lakayt	0	0	0	lakayıt	0	0	0
azarbaycan	0	0	0	azerbaycan	0	0	2
bilimum	0	0	0	bilumum	0	0	0
pattes	0	0	0	patates	0	0	0
ataç	0	0	0	ataş	0	0	0
aparatif	0	0	0	aperitif	0	0	0
afganlı	0	0	0	afgan	0	0	1
ekistra	0	0	0	ekstra	12	12	14
labaratuvar	0	0	0	laboratuvar	9	2	7
taşaron	0	0	0	taşeron	0	0	0
florasan	0	0	0	floresan	0	0	0
menecer	0	0	0	menajer	0	0	0
poaça	0	0	0	poğaça	0	0	0
mustarip	0	0	0	muzdarip	0	0	0
distribitör	0	0	0	distribütör	5	5	5
senle	0	0	0	seninle	2	1	1
parağraf	0	0	0	paragraf	7	3	3
alarım	0	0	0	alarm	6	6	6
eşşek	0	0	0	eşek	4	4	4
celatin	0	0	0	jelatin	0	0	0
supab	0	0	0	supap	0	0	0
azemi	0	0	0	azami	3	3	3
mahçup	0	0	0	mahcup	2	2	2
şifai	0	0	0	şifahi	1	1	1
fantazi	0	0	0	fantezi	0	0	2
tenbih	0	0	0	tembih	0	0	0
tanpon	0	0	0	tampon	0	0	3
aperatif	0	0	0	aperitif	0	0	0
atmasyon	0	0	0	uydurma	14	14	22
ultimatom	0	0	0	ültimatom	0	0	0
hoporlör	0	0	0	hoparlör	12	7	7
uydurmasyon	0	0	0	uydurma	14	14	22
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	1	1	1
şemşiye	0	0	0	şemsiye	9	5	8
kurdale	0	0	0	kurdele	1	1	3
kollektif	0	0	0	kolektif	26	20	20
halisinasyon	0	0	0	halüsinasyon	1	1	1
asvalt	0	0	0	asfalt	0	0	0
meslekdaş	0	0	0	meslektaş	0	0	1
süprüz	0	0	0	sürpriz	26	14	14
kolanya	0	0	0	kolonya	0	0	0
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	4	4	4
atelye	0	0	0	atölye	3	2	3
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	1	1	1
kokreç	0	0	0	kokoreç	2	2	2
dakka	0	0	0	dakika	42	19	23
döndermek	0	0	0	döndürmek	0	0	2
egsantrik	0	0	0	eksantrik	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	3	2	10
cenderme	0	0	0	jandarma	2	1	1
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	4
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	0	0	0
püsküvüt	0	0	0	bisküvi	1	1	1
prooram	0	0	0	program	305	32	42
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	7	5	5
müracat	0	0	0	müracaat	5	1	1
tenbel	0	0	0	tembel	18	9	17
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	1	1	1
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	2
aşşağı	0	0	0	aşağı	42	28	37
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	1
valeybol	0	0	0	voleybol	5	5	5
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	0	0	6
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	0	0	0
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	0	0	0
askari	0	0	0	asgari	5	5	5
ıstanbul	0	0	0	istanbul	584	37	37
şevkat	0	0	0	şefkat	5	1	4
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	5	5	5
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	7	3	5
menüsküs	0	0	0	menisküs	0	0	0
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	33	20	20
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	27	10	11
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	8	6	13
nötür	0	0	0	nötr	5	5	5
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	9
ciyer	0	0	0	ciğer	1	1	1
kollej	0	0	0	kolej	0	0	1
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	385	37	37
keşki	0	0	0	keşke	12	3	3
eyitim	0	0	0	eğitim	439	40	40
siluet	0	0	0	silüet	1	1	1
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	1	1	9
tamüden	0	0	0	taamüden	0	0	0
izalasyon	0	0	0	izolasyon	7	7	9
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	0	0	10
şöför	0	0	0	şoför	8	4	7
pattiz	0	0	0	patates	0	0	0
kopye	0	0	0	kopya	11	11	21
erezyon	0	0	0	erozyon	0	0	4
kiprik	0	0	0	kirpik	0	0	0
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	6
ağostos	0	0	0	ağustos	33	20	20
anfi	0	0	0	amfi	0	0	1
tükrük	0	0	0	tükürük	1	1	1
sıvas	0	0	0	sivas	1	1	1
menapoz	0	0	0	menopoz	7	1	1
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	49	24	24
kominist	0	0	0	komünist	22	8	8
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	6
felan	0	0	0	falan	3	3	3
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	4	4	4
anartar	0	0	0	anahtar	428	42	42
çukolata	0	0	0	çikolata	6	6	7
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
sezeryan	0	0	0	sezaryen	0	0	0
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	617	42	42
egzost	0	0	0	egzoz	1	1	1
şindi	0	0	0	şimdi	45	20	25
muhattap	0	0	0	muhatap	13	9	10
sovan	0	0	0	soğan	0	0	0
tasfir	0	0	0	tasvir	8	3	12
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	4	3	4
kanpanya	0	0	0	kampanya	26	10	22
riks	0	0	0	risk	89	18	32
variyetli	0	0	0	zengin	44	14	25
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	4	4	11
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
mönü	0	0	0	menü	6	6	17
testesteron	0	0	0	testosteron	1	1	1
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	13	11	11
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	0
masus	0	0	0	mahsus	0	0	0
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	12	7	7
ezzane	0	0	0	eczane	10	7	7
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	0	0	0
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	0	0	0
taxi	0	0	0	taksi	10	9	10
tesbih	0	0	0	tespih	0	0	0
barsak	0	0	0	bağırsak	0	0	1
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	21	13	14
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	101	20	37
lağbo	0	0	0	lavabo	2	2	2
deyinmek	0	0	0	değinmek	15	13	13
usül	0	0	0	usul	25	16	23
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	3	3	3
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	1	1	1
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	6	6	6
biodizel	0	0	0	biyodizel	0	0	0
teşebüs	0	0	0	teşebbüs	4	2	2
eksozt	0	0	0	egzoz	1	1	1
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	6	6	7
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	2	2	2
meyva	0	0	0	meyve	4	2	6
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
entrasan	0	0	0	enteresan	0	0	0
bisküüt	0	0	0	bisküvi	1	1	1
azarbeycan	0	0	0	azerbaycan	0	0	2
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	0	0	2
münübüs	0	0	0	minibüs	0	0	0
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
sandoviç	0	0	0	sandviç	1	1	1
deyil	0	0	0	değil	655	37	37
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	1	1	1
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	34	10	10
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	55	26	28
kipri	0	0	0	kirpi	0	0	0
ceryan	0	0	0	cereyan	1	1	1
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	2	2	2
candarma	0	0	0	jandarma	2	1	1
nülüfer	0	0	0	nilüfer	0	0	0
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	15	11	11
halisünasyon	0	0	0	halüsinasyon	1	1	1
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	23	13	13
istambul	0	0	0	istanbul	584	37	37
trabzan	0	0	0	tırabzan	0	0	0
benle	0	0	0	benimle	3	3	3
olaraktan	0	0	0	olarak	10767	42	42
dabruka	0	0	0	darbuka	0	0	0
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	12	5	6
komünükasyon	0	0	0	komünikasyon	5	5	5
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	7	4	4
panaroma	0	0	0	panorama	2	2	2
çekinser	0	0	0	çekimser	6	6	6
eksoz	0	0	0	egzoz	1	1	1
labaratuar	0	0	0	laboratuvar	9	2	7
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	4	4	15
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	0	0	2
mahsuz	0	0	0	mahsus	0	0	0
diyaloga	0	0	0	diyaloğa	3	2	2
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	5	5	5
aporlor	0	0	0	hoparlör	12	7	7
statyum	0	0	0	stadyum	0	0	2
yannış	0	0	0	yanlış	1641	37	37
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	0	0	0
nacizane	0	0	0	naçizane	0	0	0
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	1	1	7
fesetmek	0	0	0	feshetmek	0	0	0
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	219	35	42
pisküüt	0	0	0	bisküvi	1	1	1
dekaratör	0	0	0	dekoratör	0	0	0
proğram	0	0	0	program	305	32	42
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	2	2	5
muşanba	0	0	0	muşamba	0	0	0
seramoni	0	0	0	seremoni	0	0	6
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	0	0	6
psikiyatrist	0	0	0	psikiyatr	0	0	3
kordale	0	0	0	kurdele	1	1	3
dispirator	0	0	0	distribütör	5	5	5
aferim	0	0	0	aferin	4	4	4
mokasen	0	0	0	makosen	0	0	0
insiyatif	0	0	0	inisiyatif	16	10	12
deyer	0	0	0	değer	394	36	37
pisiklet	0	0	0	bisiklet	1	1	1
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	5	4	4
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	2	1	6
oğostos	0	0	0	ağustos	33	20	20
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	26	11	11
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	595	40	40
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	1	1	1
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	6	1	12
gömetri	0	0	0	geometri	0	0	1
arefe	0	0	0	arife	0	0	0
müraccat	0	0	0	müracaat	5	1	1
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	1	1	3
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	0	0	2
evsane	0	0	0	efsane	4	4	16
mürivet	0	0	0	mürüvvet	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	191	28	40
gangren	0	0	0	kangren	1	1	1
restorant	0	0	0	restoran	5	5	9
dekarasyon	0	0	0	dekorasyon	6	4	10
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	2	2	2
eylenmek	0	0	0	eğlenmek	11	11	11
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	0	0	0
sarmısak	0	0	0	sarımsak	4	4	4
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	60	20	33
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
