typo	tf	df	sdf	correct	tf	df	sdf
lakayt	0	0	0	lakayıt	0	0	0
azarbaycan	0	0	0	azerbaycan	8	4	5
bilimum	0	0	0	bilumum	0	0	0
pattes	0	0	0	patates	1	1	1
aparatif	0	0	0	aperitif	0	0	0
afganlı	0	0	0	afgan	7	2	3
ekistra	0	0	0	ekstra	2	2	2
labaratuvar	0	0	0	laboratuvar	0	0	1
taşaron	0	0	0	taşeron	0	0	0
florasan	0	0	0	floresan	0	0	0
menecer	0	0	0	menajer	0	0	0
poaça	0	0	0	poğaça	0	0	0
mustarip	0	0	0	muzdarip	0	0	0
distribitör	0	0	0	distribütör	0	0	0
logar	0	0	0	rögar	0	0	0
senle	0	0	0	seninle	1	1	2
parağraf	0	0	0	paragraf	3	3	5
alarım	0	0	0	alarm	0	0	0
eşşek	0	0	0	eşek	2	2	2
celatin	0	0	0	jelatin	0	0	0
supab	0	0	0	supap	0	0	0
azemi	0	0	0	azami	1	1	1
mahçup	0	0	0	mahcup	2	2	2
şifai	0	0	0	şifahi	0	0	0
fantazi	0	0	0	fantezi	3	2	3
tenbih	0	0	0	tembih	2	2	2
arabeks	0	0	0	arabesk	0	0	0
tanpon	0	0	0	tampon	0	0	0
aperatif	0	0	0	aperitif	0	0	0
tiyo	0	0	0	tüyo	0	0	0
atmasyon	0	0	0	uydurma	8	4	6
ultimatom	0	0	0	ültimatom	0	0	0
hoporlör	0	0	0	hoparlör	0	0	0
uydurmasyon	0	0	0	uydurma	8	4	6
gazte	0	0	0	gazete	61	5	7
proleterya	0	0	0	proletarya	0	0	0
santranç	0	0	0	satranç	14	3	3
vehamet	0	0	0	vahamet	0	0	0
şemşiye	0	0	0	şemsiye	0	0	1
gravat	0	0	0	kravat	0	0	1
kurdale	0	0	0	kurdele	3	2	2
halisinasyon	0	0	0	halüsinasyon	0	0	0
asvalt	0	0	0	asfalt	0	0	0
meslekdaş	0	0	0	meslektaş	0	0	0
süprüz	0	0	0	sürpriz	0	0	0
kolanya	0	0	0	kolonya	0	0	0
dinazor	0	0	0	dinozor	0	0	0
ansımak	0	0	0	anımsamak	0	0	0
atelye	0	0	0	atölye	2	1	2
ekzantrik	0	0	0	eksantrik	0	0	0
yakinimdir	0	0	0	yakınımdır	0	0	0
eşgal	0	0	0	eşkal	0	0	0
kokreç	0	0	0	kokoreç	0	0	0
dakka	0	0	0	dakika	2	2	3
döndermek	0	0	0	döndürmek	3	2	2
egsantrik	0	0	0	eksantrik	0	0	0
acenta	0	0	0	acente	0	0	1
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	0	0	0
cenderme	0	0	0	jandarma	3	1	1
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	3	2	4
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	0	0	0
püsküvüt	0	0	0	bisküvi	0	0	0
prooram	0	0	0	program	4	3	7
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	0	0	0
müracat	0	0	0	müracaat	4	3	3
tenbel	0	0	0	tembel	4	2	4
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	2	2	2
bilmemezlik	0	0	0	bilmezlik	0	0	1
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	0
aşşağı	0	0	0	aşağı	21	5	5
mürüvet	0	0	0	mürüvvet	3	3	3
gometri	0	0	0	geometri	0	0	0
valeybol	0	0	0	voleybol	0	0	0
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	0	0	0
arozöz	0	0	0	arazöz	0	0	0
laboratuar	0	0	0	laboratuvar	0	0	1
konsansüs	0	0	0	konsensüs	0	0	0
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	0	0	0
askari	0	0	0	asgari	0	0	0
ıstanbul	0	0	0	istanbul	205	8	8
şevkat	0	0	0	şefkat	0	0	0
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	1	1	1
tahüt	0	0	0	taahüt	0	0	0
menüsküs	0	0	0	menisküs	0	0	0
çoşku	0	0	0	coşku	2	2	4
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	6	3	3
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	3	1	2
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	1	1	1
matamatik	0	0	0	matematik	4	2	2
nötür	0	0	0	nötr	1	1	1
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	1
ciyer	0	0	0	ciğer	2	2	2
sandöviç	0	0	0	sandviç	1	1	1
kollej	0	0	0	kolej	0	0	0
palyanço	0	0	0	palyaço	0	0	1
amaciyle	0	0	0	amacıyla	38	7	7
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	1	1	1
eyitim	0	0	0	eğitim	13	3	3
siluet	0	0	0	silüet	0	0	0
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	0	0	2
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	0	0	0
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	0	0	1
şöför	0	0	0	şoför	0	0	1
eşortman	0	0	0	eşofman	0	0	0
müdahele	0	0	0	müdahale	5	2	5
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	1	1	1
kopye	0	0	0	kopya	3	3	3
erezyon	0	0	0	erozyon	0	0	0
kiprik	0	0	0	kirpik	2	1	3
entellektüel	0	0	0	entelektüel	9	4	4
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	0
ağostos	0	0	0	ağustos	6	3	3
anfi	0	0	0	amfi	0	0	0
tükrük	0	0	0	tükürük	0	0	0
sıvas	0	0	0	sivas	2	1	2
menapoz	0	0	0	menopoz	0	0	0
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	35	7	7
kominist	0	0	0	komünist	1	1	1
yunanlı	0	0	0	yunan	28	7	9
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	4	2	3
felan	0	0	0	falan	4	3	3
ziğnet	0	0	0	ziynet	1	1	1
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	115	11	11
çukolata	0	0	0	çikolata	0	0	0
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	0	0	0
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	1	1	3
ilüzyon	0	0	0	illüzyon	0	0	0
egzost	0	0	0	egzoz	0	0	0
şindi	0	0	0	şimdi	17	3	3
muhattap	0	0	0	muhatap	14	6	6
sovan	0	0	0	soğan	0	0	0
tasfir	0	0	0	tasvir	25	6	7
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	0	0	0
kanpanya	0	0	0	kampanya	0	0	1
riks	0	0	0	risk	0	0	1
variyetli	0	0	0	zengin	83	6	6
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	9	7	8
müsbet	0	0	0	müspet	2	2	2
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
tekrardan	0	0	0	tekrar	149	11	11
mönü	0	0	0	menü	0	0	1
testesteron	0	0	0	testosteron	0	0	0
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	0	0	0
tanımamazlık	0	0	0	tanımazlık	1	1	1
deynek	0	0	0	değnek	0	0	0
masus	0	0	0	mahsus	5	4	4
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	1	1	1
hıristiyan	0	0	0	hristiyan	2	2	4
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	1	1	2
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	0	0	1
taxi	0	0	0	taksi	0	0	2
barsak	0	0	0	bağırsak	1	1	1
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	2	1	2
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	33	7	7
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	5	3	3
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	1	1	1
eksozt	0	0	0	egzoz	0	0	0
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	0	0	0
yalnış	0	0	0	yanlış	118	5	8
megolaman	0	0	0	megaloman	1	1	1
lavobo	0	0	0	lavabo	0	0	0
seyehat	0	0	0	seyahat	15	6	7
allerji	0	0	0	alerji	0	0	0
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	0	0	0
bisküüt	0	0	0	bisküvi	0	0	0
azarbeycan	0	0	0	azerbaycan	8	4	5
şanzuman	0	0	0	şanzıman	0	0	0
münübüs	0	0	0	minibüs	0	0	0
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	1	1	1
deyil	0	0	0	değil	106	4	8
ahpab	0	0	0	ahbap	3	3	3
pisküvi	0	0	0	bisküvi	0	0	0
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	32	8	9
kipri	0	0	0	kirpi	1	1	4
tadilatlar	0	0	0	tadilat	0	0	0
ceryan	0	0	0	cereyan	4	2	4
yanlız	0	0	0	yalnız	33	7	7
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	3	1	1
nülüfer	0	0	0	nilüfer	1	1	1
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	0	0	0
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	26	5	5
yayınlamak	0	0	0	yayımlamak	0	0	0
istambul	0	0	0	istanbul	205	8	8
parlemento	0	0	0	parlamento	0	0	0
trabzan	0	0	0	tırabzan	0	0	0
klavuz	0	0	0	kılavuz	0	0	5
olaraktan	0	0	0	olarak	2428	11	11
dabruka	0	0	0	darbuka	1	1	1
gaste	0	0	0	gazete	61	5	7
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	3	2	3
muacir	0	0	0	muhacir	2	1	1
telafuz	0	0	0	telaffuz	6	2	3
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	1	1	1
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	0	0	0
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	0
eksoz	0	0	0	egzoz	0	0	0
labaratuar	0	0	0	laboratuvar	0	0	1
laylon	0	0	0	naylon	1	1	1
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	0	0	0
payton	0	0	0	fayton	1	1	1
müsayit	0	0	0	müsait	1	1	1
aliminyum	0	0	0	alüminyum	0	0	0
mahsuz	0	0	0	mahsus	5	4	4
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	0	0	0
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	0	0	0
yannış	0	0	0	yanlış	118	5	8
orjinal	0	0	0	orijinal	8	3	4
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	0	0	0
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	12	4	6
istihbaratlar	0	0	0	istihbarat	0	0	0
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	0	0	0
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	3	2	2
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	29	9	11
pisküüt	0	0	0	bisküvi	0	0	0
dekaratör	0	0	0	dekoratör	0	0	0
personeller	0	0	0	personel	0	0	0
proğram	0	0	0	program	4	3	7
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	0
kapşon	0	0	0	kapüşon	0	0	0
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	0	0	0
seramoni	0	0	0	seremoni	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	0	0	1
psikiyatrist	0	0	0	psikiyatr	0	0	1
kordale	0	0	0	kurdele	3	2	2
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	0	0	0
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	0
insiyatif	0	0	0	inisiyatif	0	0	1
deyer	0	0	0	değer	82	8	8
pisiklet	0	0	0	bisiklet	0	0	0
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	5	3	3
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	0
oğostos	0	0	0	ağustos	6	3	3
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	1	1	1
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	159	8	8
mazurat	0	0	0	maruzat	0	0	1
sandüviç	0	0	0	sandviç	1	1	1
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	0	0	0
gömetri	0	0	0	geometri	0	0	0
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	1	1	1
müraccat	0	0	0	müracaat	4	3	3
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	1
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	3	2	2
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	0	0	1
evsane	0	0	0	efsane	100	4	8
mürivet	0	0	0	mürüvvet	3	3	3
ahçı	0	0	0	aşçı	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	0	0	5
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	0	0	0
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	1	1	1
layik	0	0	0	laik	1	1	1
eylenmek	0	0	0	eğlenmek	1	1	1
cimnastik	0	0	0	jimnastik	1	1	1
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	0	0	0
sarmısak	0	0	0	sarımsak	0	0	0
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	9	2	2
karekter	0	0	0	karakter	54	8	9
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	0
