typo	tf	df	sdf	correct	tf	df	sdf
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
ukela	0	0	0	ukala	4	4	4
düyüm	0	0	0	düğüm	0	0	0
satlık	0	0	0	satılık	4	4	4
ukele	0	0	0	ukala	4	4	4
hakkaten	0	0	0	hakikaten	0	0	0
püsküvüt	0	0	0	bisküvi	0	0	0
prooram	0	0	0	program	100	24	47
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	28	11	12
müracat	0	0	0	müracaat	12	9	9
tenbel	0	0	0	tembel	38	18	24
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	7	4	5
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	0
aşşağı	0	0	0	aşağı	85	22	33
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	2	2	10
valeybol	0	0	0	voleybol	0	0	0
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	0	0	2
arozöz	0	0	0	arazöz	0	0	0
konsansüs	0	0	0	konsensüs	64	8	13
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	4	4	4
askari	0	0	0	asgari	56	18	18
ıstanbul	0	0	0	istanbul	588	33	33
şevkat	0	0	0	şefkat	4	4	9
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	9	3	3
menüsküs	0	0	0	menisküs	0	0	0
çoşku	0	0	0	coşku	5	1	18
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	11	6	6
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	8	5	21
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	155	33	42
nötür	0	0	0	nötr	40	8	13
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	3	3	11
ciyer	0	0	0	ciğer	1	1	1
sandöviç	0	0	0	sandviç	4	2	2
kollej	0	0	0	kolej	0	0	3
palyanço	0	0	0	palyaço	2	2	2
amaciyle	0	0	0	amacıyla	191	31	31
birfiil	0	0	0	bilfiil	1	1	1
keşki	0	0	0	keşke	1	1	1
eyitim	0	0	0	eğitim	548	36	36
siluet	0	0	0	silüet	0	0	0
takikardi	0	0	0	taşikardi	0	0	0
espiri	0	0	0	espri	14	8	10
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	9	5	5
romörkör	0	0	0	römorkör	0	0	0
şöför	0	0	0	şoför	0	0	0
eşortman	0	0	0	eşofman	0	0	0
küpür	0	0	0	kupür	0	0	4
pattiz	0	0	0	patates	8	8	8
kopye	0	0	0	kopya	12	4	9
erezyon	0	0	0	erozyon	1	1	6
kiprik	0	0	0	kirpik	0	0	0
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	0
ağostos	0	0	0	ağustos	11	6	6
tükrük	0	0	0	tükürük	68	4	4
sıvas	0	0	0	sivas	1	1	1
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	109	39	39
kominist	0	0	0	komünist	50	21	21
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	2	2	4
felan	0	0	0	falan	1	1	1
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	895	54	55
çukolata	0	0	0	çikolata	9	4	4
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	0	0	0
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	14	10	14
ilüzyon	0	0	0	illüzyon	7	7	7
üzre	0	0	0	üzere	1373	55	55
egzost	0	0	0	egzoz	2	2	3
şindi	0	0	0	şimdi	93	21	27
muhattap	0	0	0	muhatap	11	4	13
sovan	0	0	0	soğan	0	0	0
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	7	7	7
kanpanya	0	0	0	kampanya	10	5	21
riks	0	0	0	risk	626	25	38
variyetli	0	0	0	zengin	213	43	48
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	21	13	13
müsbet	0	0	0	müspet	7	3	3
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
testesteron	0	0	0	testosteron	2	2	2
tolorans	0	0	0	tolerans	21	7	7
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	0	0	4
masus	0	0	0	mahsus	11	5	6
istepne	0	0	0	stepne	0	0	4
acitasyon	0	0	0	ajitasyon	0	0	1
opörlör	0	0	0	hoparlör	0	0	0
ezzane	0	0	0	eczane	0	0	4
karegrafi	0	0	0	koreografi	0	0	0
tenefüs	0	0	0	teneffüs	4	4	4
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	0	0	0
taxi	0	0	0	taksi	41	11	15
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	28	12	18
hemşeri	0	0	0	hemşehri	0	0	4
yannız	0	0	0	yalnız	82	31	33
lağbo	0	0	0	lavabo	0	0	2
deyinmek	0	0	0	değinmek	1	1	11
usül	0	0	0	usul	38	27	40
zerafet	0	0	0	zarafet	0	0	2
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	1	1	1
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	4	4	4
teşebüs	0	0	0	teşebbüs	7	4	6
eksozt	0	0	0	egzoz	2	2	3
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	9	4	4
yalnış	0	0	0	yanlış	1196	33	33
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	2
meyva	0	0	0	meyve	33	20	22
seyehat	0	0	0	seyahat	36	21	25
allerji	0	0	0	alerji	0	0	0
gangaster	0	0	0	gangster	1	1	1
kaparo	0	0	0	kapora	2	2	2
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	0	0	0
bisküüt	0	0	0	bisküvi	0	0	0
azarbeycan	0	0	0	azerbaycan	4	4	4
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	4	4	4
münübüs	0	0	0	minibüs	4	2	2
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	3
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	4	2	2
deyil	0	0	0	değil	1061	32	40
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	0	0	0
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	15	11	11
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	1
sohpet	0	0	0	sohbet	40	26	27
kipri	0	0	0	kirpi	0	0	0
tadilatlar	0	0	0	tadilat	0	0	0
ceryan	0	0	0	cereyan	35	23	23
yanlız	0	0	0	yalnız	82	31	33
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	6	6	6
nülüfer	0	0	0	nilüfer	8	4	4
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	17	8	8
halisünasyon	0	0	0	halüsinasyon	3	1	1
ilizyon	0	0	0	illüzyon	7	7	7
netekim	0	0	0	nitekim	201	34	34
istambul	0	0	0	istanbul	588	33	33
parlemento	0	0	0	parlamento	12	8	9
trabzan	0	0	0	tırabzan	0	0	4
benle	0	0	0	benimle	6	4	4
olaraktan	0	0	0	olarak	21646	55	55
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	97	35	42
ıstırap	0	0	0	ızdırap	5	3	3
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	1	1	5
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	2	2	3
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	1	1	1
okşizen	0	0	0	oksijen	1	1	2
panaroma	0	0	0	panorama	0	0	0
çekinser	0	0	0	çekimser	0	0	4
eksoz	0	0	0	egzoz	2	2	3
labaratuar	0	0	0	laboratuvar	79	22	22
laylon	0	0	0	naylon	0	0	0
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	0	0	4
payton	0	0	0	fayton	2	2	2
müsayit	0	0	0	müsait	8	4	6
aliminyum	0	0	0	alüminyum	8	4	4
mahsuz	0	0	0	mahsus	11	5	6
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	4	4	8
aporlor	0	0	0	hoparlör	0	0	0
statyum	0	0	0	stadyum	2	2	6
yannış	0	0	0	yanlış	1196	33	33
orjinal	0	0	0	orijinal	37	31	33
muaffak	0	0	0	muvaffak	1	1	1
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	158	43	47
istihbaratlar	0	0	0	istihbarat	1	1	1
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	7	5	9
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	94	37	48
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	241	52	55
pisküüt	0	0	0	bisküvi	0	0	0
dekaratör	0	0	0	dekoratör	0	0	0
personeller	0	0	0	personel	44	21	32
proğram	0	0	0	program	100	24	47
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	4	4	4
kapşon	0	0	0	kapüşon	0	0	0
pantalon	0	0	0	pantolon	20	9	18
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	11	7	10
seramoni	0	0	0	seremoni	0	0	0
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
kordale	0	0	0	kurdele	6	6	6
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	4	4	4
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	0	0	2
insiyatif	0	0	0	inisiyatif	25	9	11
deyer	0	0	0	değer	498	33	33
pisiklet	0	0	0	bisiklet	14	13	25
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	14	14	15
aldırmamazlık	0	0	0	aldırmazlık	1	1	1
anotomi	0	0	0	anatomi	4	4	15
oğostos	0	0	0	ağustos	11	6	6
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	51	11	11
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	498	38	38
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	4	2	2
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	7	7	9
gömetri	0	0	0	geometri	2	2	10
peştemal	0	0	0	peştamal	0	0	0
müraccat	0	0	0	müracaat	12	9	9
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	6	6	6
mütahit	0	0	0	müteahhit	0	0	0
ahlağın	0	0	0	ahlakın	1	1	13
evsane	0	0	0	efsane	2	2	23
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	0	0	0
amarika	0	0	0	amerika	122	40	50
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	16	8	20
dekarasyon	0	0	0	dekorasyon	0	0	0
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	38	16	25
eylenmek	0	0	0	eğlenmek	5	5	5
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	14	13	13
sarmısak	0	0	0	sarımsak	0	0	0
küvöz	0	0	0	kuvöz	0	0	0
döküman	0	0	0	doküman	55	13	13
bilader	0	0	0	birader	0	0	0
egzantrik	0	0	0	eksantrik	0	0	0
pardesü	0	0	0	pardösü	0	0	2
