typo	tf	df	sdf	correct	tf	df	sdf
döndermek	0	0	0	döndürmek	0	0	0
egsantrik	0	0	0	eksantrik	0	0	0
afaroz	0	0	0	aforoz	0	0	0
şarter	0	0	0	şalter	0	0	0
afilli	0	0	0	afili	0	0	0
promasyon	0	0	0	promosyon	3	1	1
cenderme	0	0	0	jandarma	0	0	0
duymamazlık	0	0	0	duymazlık	0	0	0
harfiyat	0	0	0	hafriyat	0	0	0
subap	0	0	0	supap	0	0	0
ukela	0	0	0	ukala	0	0	0
düyüm	0	0	0	düğüm	0	0	0
leyen	0	0	0	leğen	0	0	0
satlık	0	0	0	satılık	0	0	0
ukele	0	0	0	ukala	0	0	0
hakkaten	0	0	0	hakikaten	0	0	0
püsküvüt	0	0	0	bisküvi	0	0	0
prooram	0	0	0	program	16	6	10
opsayd	0	0	0	ofsayt	0	0	0
miğde	0	0	0	mide	57	3	3
müracat	0	0	0	müracaat	0	0	0
tenbel	0	0	0	tembel	4	2	2
karisör	0	0	0	karoser	0	0	0
çinakop	0	0	0	çinekop	0	0	0
sağnak	0	0	0	sağanak	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	0	0	0
bilmemezlik	0	0	0	bilmezlik	0	0	0
kakafoni	0	0	0	kakofoni	0	0	0
mürettebatlar	0	0	0	mürettebat	0	0	1
aşşağı	0	0	0	aşağı	10	5	10
mürüvet	0	0	0	mürüvvet	0	0	0
gometri	0	0	0	geometri	0	0	1
valeybol	0	0	0	voleybol	0	0	3
aşırmasyon	0	0	0	aşırma	0	0	0
fasülye	0	0	0	fasulye	0	0	0
arozöz	0	0	0	arazöz	0	0	0
laboratuar	0	0	0	laboratuvar	1	1	1
konsansüs	0	0	0	konsensüs	10	1	1
sibop	0	0	0	supap	0	0	0
kirbit	0	0	0	kibrit	0	0	0
askari	0	0	0	asgari	3	2	2
şevkat	0	0	0	şefkat	4	1	1
hintli	0	0	0	hint	0	0	0
amartisör	0	0	0	amortisör	0	0	0
kitlemek	0	0	0	kilitlemek	0	0	0
tirbüşon	0	0	0	tirbuşon	0	0	0
inkilap	0	0	0	inkılap	0	0	0
tahüt	0	0	0	taahüt	0	0	0
penbe	0	0	0	pembe	0	0	0
menüsküs	0	0	0	menisküs	0	0	0
çoşku	0	0	0	coşku	5	4	9
silahşör	0	0	0	silahşor	0	0	0
oğustos	0	0	0	ağustos	6	6	6
mütaakip	0	0	0	müteakip	0	0	0
kareografi	0	0	0	koreografi	0	0	0
tafsiye	0	0	0	tavsiye	2	1	5
komidin	0	0	0	komodin	0	0	0
megoloman	0	0	0	megaloman	0	0	0
matamatik	0	0	0	matematik	0	0	0
nötür	0	0	0	nötr	2	1	4
erzağı	0	0	0	erzakı	0	0	0
sütüdyo	0	0	0	stüdyo	0	0	1
ciyer	0	0	0	ciğer	3	3	3
sandöviç	0	0	0	sandviç	0	0	0
kollej	0	0	0	kolej	0	0	0
palyanço	0	0	0	palyaço	0	0	0
amaciyle	0	0	0	amacıyla	111	10	10
birfiil	0	0	0	bilfiil	0	0	0
keşki	0	0	0	keşke	4	2	2
eyitim	0	0	0	eğitim	168	10	10
takikardi	0	0	0	taşikardi	3	3	3
espiri	0	0	0	espri	0	0	1
tamüden	0	0	0	taamüden	0	0	0
tiskinmek	0	0	0	tiksinmek	0	0	0
izalasyon	0	0	0	izolasyon	0	0	0
romörkör	0	0	0	römorkör	0	0	0
kolleksiyon	0	0	0	koleksiyon	0	0	0
şöför	0	0	0	şoför	0	0	3
eşortman	0	0	0	eşofman	0	0	0
müdahele	0	0	0	müdahale	46	7	8
küpür	0	0	0	kupür	0	0	0
pattiz	0	0	0	patates	0	0	0
kopye	0	0	0	kopya	0	0	5
erezyon	0	0	0	erozyon	0	0	1
kiprik	0	0	0	kirpik	0	0	0
akapunktur	0	0	0	akupunktur	0	0	0
kavonoz	0	0	0	kavanoz	0	0	0
ağostos	0	0	0	ağustos	6	6	6
anfi	0	0	0	amfi	0	0	0
tükrük	0	0	0	tükürük	3	2	2
sıvas	0	0	0	sivas	3	3	3
menapoz	0	0	0	menopoz	0	0	0
salomanje	0	0	0	salamanje	0	0	0
bugünki	0	0	0	bugünkü	3	3	3
kominist	0	0	0	komünist	0	0	0
fites	0	0	0	vites	0	0	0
şayibe	0	0	0	şaibe	0	0	0
nalet	0	0	0	lanet	0	0	0
felan	0	0	0	falan	0	0	0
ziğnet	0	0	0	ziynet	0	0	0
aşofman	0	0	0	eşofman	0	0	0
anartar	0	0	0	anahtar	76	10	10
çukolata	0	0	0	çikolata	0	0	1
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
veleybol	0	0	0	voleybol	0	0	3
sezeryan	0	0	0	sezaryen	0	0	0
tasviye	0	0	0	tasfiye	0	0	0
ilüzyon	0	0	0	illüzyon	0	0	0
üzre	0	0	0	üzere	222	10	10
egzost	0	0	0	egzoz	0	0	0
şindi	0	0	0	şimdi	31	6	10
muhattap	0	0	0	muhatap	0	0	4
sovan	0	0	0	soğan	0	0	0
tasfir	0	0	0	tasvir	1	1	1
birhaber	0	0	0	bihaber	0	0	0
kozmatik	0	0	0	kozmetik	6	4	4
kanpanya	0	0	0	kampanya	27	1	2
riks	0	0	0	risk	65	8	9
variyetli	0	0	0	zengin	5	5	7
vejeteryan	0	0	0	vejetaryen	0	0	0
tahamül	0	0	0	tahammül	0	0	2
müsbet	0	0	0	müspet	0	0	0
antiparantez	0	0	0	antrparantez	0	0	0
mevlüt	0	0	0	mevlut	0	0	0
tekrardan	0	0	0	tekrar	123	10	10
testesteron	0	0	0	testosteron	3	3	3
acizane	0	0	0	naçizane	0	0	0
tolorans	0	0	0	tolerans	7	4	5
tanımamazlık	0	0	0	tanımazlık	0	0	0
deynek	0	0	0	değnek	1	1	1
masus	0	0	0	mahsus	0	0	0
istepne	0	0	0	stepne	0	0	0
acitasyon	0	0	0	ajitasyon	0	0	0
opörlör	0	0	0	hoparlör	1	1	1
ezzane	0	0	0	eczane	0	0	0
hıristiyan	0	0	0	hristiyan	0	0	0
karegrafi	0	0	0	koreografi	0	0	0
tesbit	0	0	0	tespit	48	7	7
üvertür	0	0	0	uvertür	0	0	0
profütürül	0	0	0	profiterol	0	0	0
istakoz	0	0	0	ıstakoz	0	0	0
maktül	0	0	0	maktul	0	0	0
merağını	0	0	0	merakını	0	0	0
taxi	0	0	0	taksi	0	0	0
tesbih	0	0	0	tespih	0	0	0
eskirim	0	0	0	eskrim	0	0	0
hukuğun	0	0	0	hukukun	0	0	0
hemşeri	0	0	0	hemşehri	0	0	0
yannız	0	0	0	yalnız	20	9	9
lağbo	0	0	0	lavabo	0	0	0
deyinmek	0	0	0	değinmek	0	0	0
usül	0	0	0	usul	4	1	1
zerafet	0	0	0	zarafet	0	0	0
mahlukatlar	0	0	0	mahlukat	0	0	0
motorsiklet	0	0	0	motosiklet	0	0	0
profütür	0	0	0	profiterol	0	0	0
egzos	0	0	0	egzoz	0	0	0
salomance	0	0	0	salamanje	0	0	0
kontür	0	0	0	kontör	0	0	0
karayca	0	0	0	karaimce	0	0	0
tetanoz	0	0	0	tetanos	0	0	0
biodizel	0	0	0	biyodizel	0	0	0
gardolap	0	0	0	gardırop	0	0	0
teşebüs	0	0	0	teşebbüs	0	0	0
eksozt	0	0	0	egzoz	0	0	0
kaysı	0	0	0	kayısı	0	0	0
çukulata	0	0	0	çikolata	0	0	1
yalnış	0	0	0	yanlış	572	10	10
megolaman	0	0	0	megaloman	0	0	0
lavobo	0	0	0	lavabo	0	0	0
meyva	0	0	0	meyve	2	2	3
gangaster	0	0	0	gangster	0	0	0
kaparo	0	0	0	kapora	0	0	0
maydonoz	0	0	0	maydanoz	0	0	0
entrasan	0	0	0	enteresan	0	0	0
bisküüt	0	0	0	bisküvi	0	0	0
azarbeycan	0	0	0	azerbaycan	0	0	0
şanzuman	0	0	0	şanzıman	0	0	0
azerbeycan	0	0	0	azerbaycan	0	0	0
münübüs	0	0	0	minibüs	0	0	0
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	0	0	0
ötenazi	0	0	0	ötanazi	0	0	0
sandoviç	0	0	0	sandviç	0	0	0
deyil	0	0	0	değil	173	10	10
ahpab	0	0	0	ahbap	0	0	0
pisküvi	0	0	0	bisküvi	0	0	0
mentalite	0	0	0	mantalite	0	0	0
törörist	0	0	0	terörist	0	0	0
mefta	0	0	0	mevta	0	0	0
kırahathane	0	0	0	kıraathane	0	0	0
sohpet	0	0	0	sohbet	11	5	9
kipri	0	0	0	kirpi	0	0	0
kontur	0	0	0	kontör	0	0	0
tadilatlar	0	0	0	tadilat	0	0	0
ceryan	0	0	0	cereyan	1	1	2
yanlız	0	0	0	yalnız	20	9	9
mundar	0	0	0	murdar	0	0	0
kokareç	0	0	0	kokoreç	0	0	0
candarma	0	0	0	jandarma	0	0	0
nülüfer	0	0	0	nilüfer	0	0	0
poça	0	0	0	poğaça	0	0	0
karsör	0	0	0	karoser	0	0	0
radyosyon	0	0	0	radyasyon	12	3	3
halisünasyon	0	0	0	halüsinasyon	0	0	0
ilizyon	0	0	0	illüzyon	0	0	0
netekim	0	0	0	nitekim	3	1	1
yayınlamak	0	0	0	yayımlamak	0	0	0
istambul	0	0	0	istanbul	167	10	10
parlemento	0	0	0	parlamento	0	0	0
trabzan	0	0	0	tırabzan	0	0	0
nisbet	0	0	0	nispet	0	0	5
klavuz	0	0	0	kılavuz	0	0	2
benle	0	0	0	benimle	0	0	0
olaraktan	0	0	0	olarak	2203	10	10
dabruka	0	0	0	darbuka	0	0	0
gaste	0	0	0	gazete	6	3	7
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	0	0	0
ultrasyon	0	0	0	ultrason	0	0	0
dokunmatik	0	0	0	dokunmalı	0	0	0
kavaltı	0	0	0	kahvaltı	0	0	0
muacir	0	0	0	muhacir	0	0	0
telafuz	0	0	0	telaffuz	6	3	3
komünükasyon	0	0	0	komünikasyon	0	0	0
mağma	0	0	0	magma	0	0	0
beyenmek	0	0	0	beğenmek	0	0	0
mazohist	0	0	0	mazoşist	0	0	0
okşizen	0	0	0	oksijen	33	3	3
panaroma	0	0	0	panorama	0	0	1
çekinser	0	0	0	çekimser	1	1	1
eksoz	0	0	0	egzoz	0	0	0
labaratuar	0	0	0	laboratuvar	1	1	1
laylon	0	0	0	naylon	0	0	0
revanş	0	0	0	rövanş	0	0	0
techizat	0	0	0	teçhizat	1	1	2
payton	0	0	0	fayton	0	0	0
müsayit	0	0	0	müsait	0	0	0
aliminyum	0	0	0	alüminyum	0	0	0
mahsuz	0	0	0	mahsus	0	0	0
diyaloga	0	0	0	diyaloğa	0	0	0
viyolo	0	0	0	viyola	0	0	0
vürüs	0	0	0	virüs	3	3	6
aporlor	0	0	0	hoparlör	1	1	1
statyum	0	0	0	stadyum	0	0	0
yannış	0	0	0	yanlış	572	10	10
orjinal	0	0	0	orijinal	3	2	2
muaffak	0	0	0	muvaffak	0	0	0
parlementer	0	0	0	parlamenter	0	0	1
nacizane	0	0	0	naçizane	0	0	0
parelel	0	0	0	paralel	10	6	6
istihbaratlar	0	0	0	istihbarat	0	0	0
karemel	0	0	0	karamel	0	0	0
manüpülasyon	0	0	0	manipülasyon	1	1	1
fesetmek	0	0	0	feshetmek	0	0	0
filim	0	0	0	film	9	6	6
kilot	0	0	0	külot	0	0	0
herkeş	0	0	0	herkes	44	10	10
pisküüt	0	0	0	bisküvi	0	0	0
dekaratör	0	0	0	dekoratör	0	0	0
personeller	0	0	0	personel	28	9	9
alobora	0	0	0	alabora	0	0	0
fermar	0	0	0	fermuar	0	0	0
kapşon	0	0	0	kapüşon	0	0	1
pantalon	0	0	0	pantolon	1	1	1
muşanba	0	0	0	muşamba	0	0	0
süpriz	0	0	0	sürpriz	1	1	3
seramoni	0	0	0	seremoni	0	0	1
evye	0	0	0	eviye	0	0	0
şohben	0	0	0	şofben	0	0	0
aşentiyon	0	0	0	eşantiyon	0	0	0
artiz	0	0	0	artist	0	0	1
kordale	0	0	0	kurdele	0	0	0
dispirator	0	0	0	distribütör	0	0	0
aferim	0	0	0	aferin	2	1	1
mokasen	0	0	0	makosen	0	0	0
antreman	0	0	0	antrenman	3	3	4
deyer	0	0	0	değer	117	10	10
pisiklet	0	0	0	bisiklet	0	0	0
provakatör	0	0	0	provokatör	0	0	0
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	1	1	4
aldırmamazlık	0	0	0	aldırmazlık	0	0	0
anotomi	0	0	0	anatomi	0	0	4
oğostos	0	0	0	ağustos	6	6	6
assubay	0	0	0	astsubay	0	0	0
meraba	0	0	0	merhaba	0	0	1
prolüfütür	0	0	0	profiterol	0	0	0
ayrıyeten	0	0	0	ayrıca	285	10	10
mazurat	0	0	0	maruzat	0	0	0
sandüviç	0	0	0	sandviç	0	0	0
akrapol	0	0	0	akropol	0	0	0
oparasyon	0	0	0	operasyon	4	4	7
gömetri	0	0	0	geometri	0	0	1
peştemal	0	0	0	peştamal	0	0	0
arefe	0	0	0	arife	0	0	0
müraccat	0	0	0	müracaat	0	0	0
mazohizm	0	0	0	mazoşizm	0	0	0
melemen	0	0	0	menemen	0	0	0
aşantiyon	0	0	0	eşantiyon	0	0	0
naturel	0	0	0	natürel	0	0	0
kurdela	0	0	0	kurdele	0	0	0
mütahit	0	0	0	müteahhit	1	1	1
ahlağın	0	0	0	ahlakın	0	0	0
evsane	0	0	0	efsane	2	1	2
mürivet	0	0	0	mürüvvet	0	0	0
ahçı	0	0	0	aşçı	0	0	0
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	0	0	0
ıskonto	0	0	0	iskonto	2	1	1
amarika	0	0	0	amerika	5	2	6
gangren	0	0	0	kangren	0	0	0
restorant	0	0	0	restoran	6	5	5
dekarasyon	0	0	0	dekorasyon	1	1	1
boğça	0	0	0	poğaça	0	0	0
muzur	0	0	0	muzır	0	0	0
layik	0	0	0	laik	0	0	0
eylenmek	0	0	0	eğlenmek	0	0	0
cimnastik	0	0	0	jimnastik	0	0	0
fortmanto	0	0	0	portmanto	0	0	0
çiflik	0	0	0	çiftlik	0	0	0
sarmısak	0	0	0	sarımsak	0	0	0
küvöz	0	0	0	kuvöz	0	0	0
bilader	0	0	0	birader	0	0	0
karekter	0	0	0	karakter	14	6	7
egzantrik	0	0	0	eksantrik	0	0	0
