typo	tf	df	sdf	correct	tf	df	sdf
diyaloga	14	12	12	diyaloğa	50	17	17
proğram	1	1	12	program	4569	429	664
üzre	73	11	11	üzere	21290	742	743
egzos	2	2	11	egzoz	43	18	21
eksoz	7	6	11	egzoz	43	18	21
filim	9	8	11	film	1700	262	334
ahçı	11	9	11	aşçı	91	40	62
kolleksiyon	0	0	10	koleksiyon	33	15	61
müsbet	13	10	10	müspet	70	33	33
maydonoz	13	10	10	maydanoz	125	25	28
techizat	9	7	10	teçhizat	178	91	142
naturel	49	10	10	natürel	9	3	3
eşgal	15	9	9	eşkal	3	3	3
hemşeri	1	1	9	hemşehri	2	2	12
parlemento	8	7	9	parlamento	282	52	106
gaste	8	7	9	gazete	3129	414	532
florasan	18	8	8	floresan	157	28	30
anfi	3	3	8	amfi	5	5	29
vejeteryan	15	7	8	vejetaryen	30	9	9
mevlüt	11	8	8	mevlut	0	0	0
peştemal	1	1	8	peştamal	1	1	3
herkez	10	6	7	herkes	2422	545	665
arabeks	7	7	7	arabesk	29	24	26
meslekdaş	2	2	7	meslektaş	7	5	85
penbe	6	5	7	pembe	272	91	104
zerafet	9	7	7	zarafet	24	10	16
tadilatlar	4	4	7	tadilat	31	21	26
parlementer	3	3	7	parlamenter	227	51	63
cimnastik	18	7	7	jimnastik	62	26	28
labaratuvar	25	4	6	laboratuvar	1067	150	207
dinazor	3	2	6	dinozor	20	2	9
duymamazlık	0	0	6	duymazlık	0	0	2
espiri	4	3	6	espri	45	24	60
küpür	5	5	6	kupür	8	8	15
riks	0	0	6	risk	5677	353	515
testesteron	7	6	6	testosteron	82	27	27
yalnış	10	6	6	yanlış	21520	553	576
labaratuar	6	6	6	laboratuvar	1067	150	207
süpriz	6	6	6	sürpriz	97	68	95
antreman	8	6	6	antrenman	34	14	25
egsoz	4	4	5	egzoz	43	18	21
mahçup	6	5	5	mahcup	17	17	17
inkilap	10	5	5	inkılap	42	36	44
nötür	5	4	5	nötr	248	93	137
şöför	2	2	5	şoför	47	35	75
eşortman	6	5	5	eşofman	9	7	13
erezyon	2	2	5	erozyon	56	24	59
veleybol	5	5	5	voleybol	70	29	33
sezeryan	6	3	5	sezaryen	70	10	12
muhattap	4	4	5	muhatap	684	114	142
azerbeycan	5	4	5	azerbaycan	186	55	67
istihbaratlar	8	4	5	istihbarat	321	50	63
teşfik	4	4	4	teşvik	2214	352	365
tenbih	0	0	4	tembih	2	2	7
gravat	4	4	4	kravat	43	29	43
subap	4	4	4	supap	1	1	2
müracat	4	4	4	müracaat	312	114	129
askari	0	0	4	asgari	961	221	226
komidin	8	4	4	komodin	0	0	1
kollej	0	0	4	kolej	27	15	37
tiskinmek	4	4	4	tiksinmek	4	4	4
motorsiklet	3	3	4	motosiklet	55	27	37
seyehat	4	4	4	seyahat	2122	266	315
radyosyon	3	3	4	radyasyon	507	115	127
trabzan	4	4	4	tırabzan	6	2	6
olaraktan	10	4	4	olarak	196357	743	743
laylon	4	4	4	naylon	47	31	42
aliminyum	4	4	4	alüminyum	143	51	51
anotomi	0	0	4	anatomi	166	36	114
arefe	9	3	4	arife	6	4	16
kurdela	2	2	4	kurdele	21	17	23
gangren	4	2	4	kangren	2	2	4
sarmısak	4	4	4	sarımsak	212	31	45
heycan	0	0	3	heyecan	523	205	287
çünki	12	3	3	çünkü	11318	716	716
canbaz	2	2	3	cambaz	2	2	11
supab	14	3	3	supap	1	1	2
fantazi	6	3	3	fantezi	58	27	35
gazte	0	0	3	gazete	3129	414	532
tenefüs	1	1	3	teneffüs	19	17	20
istakoz	4	3	3	ıstakoz	31	6	7
taxi	2	2	3	taksi	112	52	169
kontür	2	2	3	kontör	12	9	15
karayca	3	3	3	karaimce	0	0	1
kaysı	2	2	3	kayısı	139	24	33
benle	0	0	3	benimle	50	40	40
viyolo	0	0	3	viyola	7	3	3
artiz	0	0	3	artist	11	7	52
çiflik	1	1	3	çiftlik	515	77	97
küvöz	5	3	3	kuvöz	4	2	2
pardesü	1	1	3	pardösü	10	3	5
mozayik	6	1	2	mozaik	144	40	48
rakkam	0	0	2	rakam	461	199	419
aperatif	45	2	2	aperitif	3	3	3
harfiyat	2	2	2	hafriyat	8	8	10
sağnak	4	2	2	sağanak	7	6	6
mürettebatlar	2	2	2	mürettebat	15	12	20
kirbit	2	2	2	kibrit	70	28	31
sütüdyo	2	2	2	stüdyo	466	38	73
birfiil	2	2	2	bilfiil	79	23	23
ağostos	4	2	2	ağustos	585	283	287
bugünki	2	2	2	bugünkü	1503	410	411
ilüzyon	1	1	2	illüzyon	16	12	14
maktül	1	1	2	maktul	7	6	8
gardolap	2	2	2	gardırop	14	9	10
çukulata	2	2	2	çikolata	151	57	70
manüpülasyon	1	1	2	manipülasyon	49	32	58
kapşon	0	0	2	kapüşon	0	0	5
evye	2	1	2	eviye	6	1	1
provakatör	2	2	2	provokatör	0	0	0
melemen	1	1	2	menemen	26	15	17
restorant	0	0	2	restoran	407	117	179
şarz	1	1	1	şarj	44	14	20
aptes	1	1	1	abdest	17	12	15
alimünyum	0	0	1	alüminyum	143	51	51
karnıbahar	1	1	1	karnabahar	79	17	17
azarbaycan	1	1	1	azerbaycan	186	55	67
eşşek	1	1	1	eşek	51	31	36
ultimatom	1	1	1	ültimatom	2	1	1
vehamet	0	0	1	vahamet	1	1	2
kurdale	0	0	1	kurdele	21	17	23
asvalt	2	1	1	asfalt	42	23	28
kolanya	0	0	1	kolonya	17	14	17
dakka	1	1	1	dakika	1129	246	318
cenderme	1	1	1	jandarma	114	60	62
düyüm	2	1	1	düğüm	442	43	70
tenbel	1	1	1	tembel	98	57	113
bilmemezlik	2	1	1	bilmezlik	0	0	2
şevkat	1	1	1	şefkat	53	27	47
silahşör	0	0	1	silahşor	0	0	0
sandöviç	1	1	1	sandviç	36	25	29
palyanço	1	1	1	palyaço	7	6	9
kiprik	1	1	1	kirpik	13	12	24
kavonoz	2	1	1	kavanoz	31	25	44
sıvas	0	0	1	sivas	187	62	69
nalet	1	1	1	lanet	11	9	27
tasviye	1	1	1	tasfiye	1068	84	125
egzost	2	1	1	egzoz	43	18	21
sovan	0	0	1	soğan	333	38	60
tasfir	0	0	1	tasvir	354	92	119
kozmatik	2	1	1	kozmetik	159	63	69
acizane	1	1	1	naçizane	1	1	1
tanımamazlık	1	1	1	tanımazlık	2	2	3
hukuğun	1	1	1	hukukun	1521	129	208
teşebüs	1	1	1	teşebbüs	239	75	143
mentalite	2	1	1	mantalite	0	0	1
mefta	1	1	1	mevta	0	0	0
kipri	0	0	1	kirpi	6	6	31
ceryan	0	0	1	cereyan	138	86	95
mundar	1	1	1	murdar	2	1	2
kavaltı	1	1	1	kahvaltı	250	72	101
telafuz	1	1	1	telaffuz	125	71	87
mağma	1	1	1	magma	7	4	5
payton	3	1	1	fayton	6	6	8
karemel	0	0	1	karamel	48	12	13
pantalon	0	0	1	pantolon	150	48	75
kordale	1	1	1	kurdele	21	17	23
aferim	1	1	1	aferin	38	20	20
mokasen	1	1	1	makosen	0	0	0
akrapol	0	0	1	akropol	8	5	13
fortmanto	1	1	1	portmanto	1	1	1
herıld	0	0	0	herhalde	85	51	51
ultümaton	0	0	0	ültimatom	2	1	1
oporlor	0	0	0	hoparlör	36	23	28
ceton	0	0	0	jeton	6	6	13
gökan	0	0	0	gökhan	100	57	57
teferuat	0	0	0	teferruat	10	8	17
tahtarevalli	0	0	0	tahterevalli	5	2	2
sueter	0	0	0	süveter	7	4	6
rezarvasyon	0	0	0	rezervasyon	402	49	68
südyen	0	0	0	sütyen	4	1	1
lakayt	0	0	0	lakayıt	1	1	1
bilimum	0	0	0	bilumum	6	4	4
pattes	0	0	0	patates	387	84	87
aparatif	0	0	0	aperitif	3	3	3
afganlı	0	0	0	afgan	47	17	73
ekistra	0	0	0	ekstra	312	212	239
taşaron	0	0	0	taşeron	83	32	50
menecer	0	0	0	menajer	2	2	8
poaça	0	0	0	poğaça	23	10	10
mustarip	0	0	0	muzdarip	2	2	4
distribitör	0	0	0	distribütör	45	11	23
parağraf	0	0	0	paragraf	387	51	118
alarım	0	0	0	alarm	385	70	86
celatin	0	0	0	jelatin	65	21	23
azemi	0	0	0	azami	286	127	136
şifai	0	0	0	şifahi	4	4	4
tanpon	0	0	0	tampon	322	68	88
atmasyon	0	0	0	uydurma	97	66	195
hoporlör	0	0	0	hoparlör	36	23	28
uydurmasyon	0	0	0	uydurma	97	66	195
santranç	0	0	0	satranç	64	38	40
şemşiye	0	0	0	şemsiye	127	47	65
halisinasyon	0	0	0	halüsinasyon	12	9	11
süprüz	0	0	0	sürpriz	97	68	95
ansımak	0	0	0	anımsamak	10	8	12
ekzantrik	0	0	0	eksantrik	17	4	4
yakinimdir	0	0	0	yakınımdır	0	0	0
kokreç	0	0	0	kokoreç	4	4	5
döndermek	0	0	0	döndürmek	33	25	35
egsantrik	0	0	0	eksantrik	17	4	4
afaroz	0	0	0	aforoz	13	11	11
şarter	0	0	0	şalter	67	3	5
afilli	0	0	0	afili	2	2	2
promasyon	0	0	0	promosyon	292	96	130
ukela	0	0	0	ukala	9	9	9
satlık	0	0	0	satılık	19	15	15
ukele	0	0	0	ukala	9	9	9
hakkaten	0	0	0	hakikaten	21	14	14
püsküvüt	0	0	0	bisküvi	128	35	38
prooram	0	0	0	program	4569	429	664
opsayd	0	0	0	ofsayt	1	1	1
miğde	0	0	0	mide	508	105	133
karisör	0	0	0	karoser	0	0	1
çinakop	0	0	0	çinekop	0	0	0
almamazlık	0	0	0	almazlık	0	0	0
fullemek	0	0	0	doldurmak	79	59	76
kakafoni	0	0	0	kakofoni	2	1	3
aşşağı	0	0	0	aşağı	1062	349	570
mürüvet	0	0	0	mürüvvet	8	6	7
gometri	0	0	0	geometri	280	40	124
valeybol	0	0	0	voleybol	70	29	33
aşırmasyon	0	0	0	aşırma	12	5	5
arozöz	0	0	0	arazöz	2	2	2
konsansüs	0	0	0	konsensüs	87	15	20
sibop	0	0	0	supap	1	1	2
amartisör	0	0	0	amortisör	1	1	1
kitlemek	0	0	0	kilitlemek	7	6	6
tirbüşon	0	0	0	tirbuşon	0	0	0
tahüt	0	0	0	taahüt	8	6	12
menüsküs	0	0	0	menisküs	4	4	5
oğustos	0	0	0	ağustos	585	283	287
mütaakip	0	0	0	müteakip	60	27	27
kareografi	0	0	0	koreografi	5	3	4
tafsiye	0	0	0	tavsiye	738	235	306
megoloman	0	0	0	megaloman	1	1	1
matamatik	0	0	0	matematik	1034	182	276
erzağı	0	0	0	erzakı	0	0	3
ciyer	0	0	0	ciğer	47	25	37
amaciyle	0	0	0	amacıyla	8976	572	572
keşki	0	0	0	keşke	38	22	27
eyitim	0	0	0	eğitim	14146	546	559
takikardi	0	0	0	taşikardi	10	10	10
tamüden	0	0	0	taamüden	0	0	0
izalasyon	0	0	0	izolasyon	185	62	69
romörkör	0	0	0	römorkör	0	0	0
pattiz	0	0	0	patates	387	84	87
kopye	0	0	0	kopya	225	115	256
akapunktur	0	0	0	akupunktur	28	7	7
salomanje	0	0	0	salamanje	0	0	0
kominist	0	0	0	komünist	172	66	69
fites	0	0	0	vites	53	6	12
şayibe	0	0	0	şaibe	0	0	1
felan	0	0	0	falan	35	23	29
ziğnet	0	0	0	ziynet	24	10	12
aşofman	0	0	0	eşofman	9	7	13
anartar	0	0	0	anahtar	9413	738	739
çukolata	0	0	0	çikolata	151	57	70
sitriptiz	0	0	0	striptiz	0	0	0
anlamamazlık	0	0	0	anlamazlık	0	0	0
şindi	0	0	0	şimdi	1119	279	353
birhaber	0	0	0	bihaber	1	1	2
kanpanya	0	0	0	kampanya	790	101	236
variyetli	0	0	0	zengin	1963	349	494
tahamül	0	0	0	tahammül	83	58	96
antiparantez	0	0	0	antrparantez	0	0	0
tolorans	0	0	0	tolerans	176	84	136
deynek	0	0	0	değnek	26	24	34
masus	0	0	0	mahsus	246	127	131
istepne	0	0	0	stepne	0	0	4
acitasyon	0	0	0	ajitasyon	10	4	5
opörlör	0	0	0	hoparlör	36	23	28
ezzane	0	0	0	eczane	152	55	84
karegrafi	0	0	0	koreografi	5	3	4
üvertür	0	0	0	uvertür	0	0	1
profütürül	0	0	0	profiterol	4	4	4
merağını	0	0	0	merakını	19	17	21
eskirim	0	0	0	eskrim	7	2	5
yannız	0	0	0	yalnız	1753	404	556
lağbo	0	0	0	lavabo	67	27	38
deyinmek	0	0	0	değinmek	85	60	100
mahlukatlar	0	0	0	mahlukat	1	1	2
profütür	0	0	0	profiterol	4	4	4
salomance	0	0	0	salamanje	0	0	0
biodizel	0	0	0	biyodizel	12	6	6
eksozt	0	0	0	egzoz	43	18	21
megolaman	0	0	0	megaloman	1	1	1
lavobo	0	0	0	lavabo	67	27	38
gangaster	0	0	0	gangster	6	4	4
kaparo	0	0	0	kapora	7	3	3
entrasan	0	0	0	enteresan	10	10	10
bisküüt	0	0	0	bisküvi	128	35	38
azarbeycan	0	0	0	azerbaycan	186	55	67
şanzuman	0	0	0	şanzıman	1	1	2
münübüs	0	0	0	minibüs	34	10	19
kalemşör	0	0	0	kalemşor	0	0	0
menejer	0	0	0	menajer	2	2	8
sandoviç	0	0	0	sandviç	36	25	29
deyil	0	0	0	değil	8663	490	562
ahpab	0	0	0	ahbap	5	5	7
pisküvi	0	0	0	bisküvi	128	35	38
törörist	0	0	0	terörist	68	32	39
kırahathane	0	0	0	kıraathane	0	0	2
sohpet	0	0	0	sohbet	650	209	249
kokareç	0	0	0	kokoreç	4	4	5
candarma	0	0	0	jandarma	114	60	62
nülüfer	0	0	0	nilüfer	51	35	36
poça	0	0	0	poğaça	23	10	10
karsör	0	0	0	karoser	0	0	1
halisünasyon	0	0	0	halüsinasyon	12	9	11
ilizyon	0	0	0	illüzyon	16	12	14
netekim	0	0	0	nitekim	1655	260	260
istambul	0	0	0	istanbul	8960	551	554
dabruka	0	0	0	darbuka	1	1	1
tribuşon	0	0	0	tirbuşon	0	0	0
ıstırar	0	0	0	ıztırar	4	2	2
ultrasyon	0	0	0	ultrason	54	18	29
muacir	0	0	0	muhacir	9	4	9
komünükasyon	0	0	0	komünikasyon	12	10	10
beyenmek	0	0	0	beğenmek	10	7	10
mazohist	0	0	0	mazoşist	1	1	1
okşizen	0	0	0	oksijen	621	102	129
panaroma	0	0	0	panorama	13	7	10
çekinser	0	0	0	çekimser	41	32	44
revanş	0	0	0	rövanş	0	0	1
müsayit	0	0	0	müsait	102	73	79
mahsuz	0	0	0	mahsus	246	127	131
vürüs	0	0	0	virüs	297	86	113
aporlor	0	0	0	hoparlör	36	23	28
statyum	0	0	0	stadyum	63	29	55
yannış	0	0	0	yanlış	21520	553	576
muaffak	0	0	0	muvaffak	26	9	14
nacizane	0	0	0	naçizane	1	1	1
fesetmek	0	0	0	feshetmek	14	9	9
kilot	0	0	0	külot	24	4	5
herkeş	0	0	0	herkes	2422	545	665
pisküüt	0	0	0	bisküvi	128	35	38
dekaratör	0	0	0	dekoratör	7	5	7
alobora	0	0	0	alabora	1	1	1
fermar	0	0	0	fermuar	24	19	22
muşanba	0	0	0	muşamba	5	5	5
seramoni	0	0	0	seremoni	12	5	23
şohben	0	0	0	şofben	5	1	1
aşentiyon	0	0	0	eşantiyon	3	2	9
dispirator	0	0	0	distribütör	45	11	23
deyer	0	0	0	değer	11519	568	588
pisiklet	0	0	0	bisiklet	160	78	105
dökümanter	0	0	0	dokümanter	0	0	0
yımırta	0	0	0	yumurta	1940	132	161
aldırmamazlık	0	0	0	aldırmazlık	1	1	1
oğostos	0	0	0	ağustos	585	283	287
assubay	0	0	0	astsubay	10	6	7
meraba	0	0	0	merhaba	164	57	59
prolüfütür	0	0	0	profiterol	4	4	4
ayrıyeten	0	0	0	ayrıca	13225	628	628
mazurat	0	0	0	maruzat	0	0	1
sandüviç	0	0	0	sandviç	36	25	29
oparasyon	0	0	0	operasyon	349	102	262
gömetri	0	0	0	geometri	280	40	124
müraccat	0	0	0	müracaat	312	114	129
mazohizm	0	0	0	mazoşizm	1	1	1
aşantiyon	0	0	0	eşantiyon	3	2	9
mütahit	0	0	0	müteahhit	48	17	39
ahlağın	0	0	0	ahlakın	62	29	71
evsane	0	0	0	efsane	228	43	134
mürivet	0	0	0	mürüvvet	8	6	7
parende	0	0	0	perende	0	0	0
sudyen	0	0	0	sütyen	4	1	1
amarika	0	0	0	amerika	1737	362	499
dekarasyon	0	0	0	dekorasyon	79	39	86
boğça	0	0	0	poğaça	23	10	10
muzur	0	0	0	muzır	4	4	4
layik	0	0	0	laik	201	61	74
eylenmek	0	0	0	eğlenmek	77	49	49
bilader	0	0	0	birader	15	7	11
egzantrik	0	0	0	eksantrik	17	4	4
